Date,State,Type,Cases
3/18/2020,Oklahoma,Confirmed,31
3/18/2020,Oklahoma,Deaths,0
3/18/2020,Oklahoma,Recovered,0
3/19/2020,Oklahoma,Confirmed,46
3/19/2020,Oklahoma,Deaths,1
3/19/2020,Oklahoma,Recovered,1
3/20/2020,Oklahoma,Confirmed,49
3/20/2020,Oklahoma,Deaths,1
3/20/2020,Oklahoma,Recovered,1
3/21/2020,Oklahoma,Confirmed,53
3/21/2020,Oklahoma,Deaths,1
3/21/2020,Oklahoma,Recovered,1
3/22/2020,Oklahoma,Confirmed,53
3/22/2020,Oklahoma,Deaths,1
3/22/2020,Oklahoma,Recovered,1
3/17/2020,Oregon,Confirmed,47
3/17/2020,Oregon,Deaths,1
3/17/2020,Oregon,Recovered,0
3/18/2020,Oregon,Confirmed,88
3/18/2020,Oregon,Deaths,2
3/18/2020,Oregon,Recovered,0
3/19/2020,Oregon,Confirmed,88
3/19/2020,Oregon,Deaths,3
3/19/2020,Oregon,Recovered,0
3/20/2020,Oregon,Confirmed,114
3/20/2020,Oregon,Deaths,3
3/20/2020,Oregon,Recovered,0
3/21/2020,Oregon,Confirmed,114
3/21/2020,Oregon,Deaths,3
3/21/2020,Oregon,Recovered,0
3/22/2020,Oregon,Confirmed,114
3/22/2020,Oregon,Deaths,3
3/22/2020,Oregon,Recovered,0
3/17/2020,Pennsylvania,Confirmed,96
3/17/2020,Pennsylvania,Deaths,0
3/17/2020,Pennsylvania,Recovered,0
3/18/2020,Pennsylvania,Confirmed,133
3/18/2020,Pennsylvania,Deaths,1
3/18/2020,Pennsylvania,Recovered,0
3/19/2020,Pennsylvania,Confirmed,206
3/19/2020,Pennsylvania,Deaths,1
3/19/2020,Pennsylvania,Recovered,0
3/20/2020,Pennsylvania,Confirmed,311
3/20/2020,Pennsylvania,Deaths,1
3/20/2020,Pennsylvania,Recovered,0
3/21/2020,Pennsylvania,Confirmed,371
3/21/2020,Pennsylvania,Deaths,2
3/21/2020,Pennsylvania,Recovered,
3/22/2020,Pennsylvania,Confirmed,371
3/22/2020,Pennsylvania,Deaths,2
3/22/2020,Pennsylvania,Recovered,
3/17/2020,Puerto Rico,Confirmed,3
3/17/2020,Puerto Rico,Deaths,0
3/17/2020,Puerto Rico,Recovered,0
3/18/2020,Puerto Rico,Confirmed,5
3/18/2020,Puerto Rico,Deaths,0
3/18/2020,Puerto Rico,Recovered,0
3/19/2020,Puerto Rico,Confirmed,6
3/19/2020,Puerto Rico,Deaths,0
3/19/2020,Puerto Rico,Recovered,0
3/20/2020,Puerto Rico,Confirmed,6
3/20/2020,Puerto Rico,Deaths,0
3/20/2020,Puerto Rico,Recovered,0
3/21/2020,Puerto Rico,Confirmed,6
3/21/2020,Puerto Rico,Deaths,0
3/21/2020,Puerto Rico,Recovered,0
3/22/2020,Puerto Rico,Confirmed,6
3/22/2020,Puerto Rico,Deaths,0
3/22/2020,Puerto Rico,Recovered,0
3/17/2020,Rhode Island,Confirmed,21
3/17/2020,Rhode Island,Deaths,0
3/17/2020,Rhode Island,Recovered,0
3/18/2020,Rhode Island,Confirmed,33
3/18/2020,Rhode Island,Deaths,0
3/18/2020,Rhode Island,Recovered,0
3/19/2020,Rhode Island,Confirmed,33
3/19/2020,Rhode Island,Deaths,0
3/19/2020,Rhode Island,Recovered,0
3/20/2020,Rhode Island,Confirmed,54
3/20/2020,Rhode Island,Deaths,0
3/20/2020,Rhode Island,Recovered,0
3/21/2020,Rhode Island,Confirmed,66
3/21/2020,Rhode Island,Deaths,0
3/21/2020,Rhode Island,Recovered,0
3/22/2020,Rhode Island,Confirmed,66
3/22/2020,Rhode Island,Deaths,0
3/22/2020,Rhode Island,Recovered,0
3/17/2020,South Carolina,Confirmed,28
3/17/2020,South Carolina,Deaths,1
3/17/2020,South Carolina,Recovered,0
3/18/2020,South Carolina,Confirmed,60
3/18/2020,South Carolina,Deaths,2
3/18/2020,South Carolina,Recovered,0
3/19/2020,South Carolina,Confirmed,81
3/19/2020,South Carolina,Deaths,3
3/19/2020,South Carolina,Recovered,0
3/20/2020,South Carolina,Confirmed,126
3/20/2020,South Carolina,Deaths,3
3/20/2020,South Carolina,Recovered,0
3/21/2020,South Carolina,Confirmed,125
3/21/2020,South Carolina,Deaths,3
3/21/2020,South Carolina,Recovered,0
3/22/2020,South Carolina,Confirmed,125
3/22/2020,South Carolina,Deaths,3
3/22/2020,South Carolina,Recovered,0
3/17/2020,South Dakota,Confirmed,10
3/17/2020,South Dakota,Deaths,1
3/17/2020,South Dakota,Recovered,0
3/18/2020,South Dakota,Confirmed,11
3/18/2020,South Dakota,Deaths,1
3/18/2020,South Dakota,Recovered,0
3/19/2020,South Dakota,Confirmed,14
3/19/2020,South Dakota,Deaths,1
3/19/2020,South Dakota,Recovered,0
3/20/2020,South Dakota,Confirmed,14
3/20/2020,South Dakota,Deaths,1
3/20/2020,South Dakota,Recovered,0
3/21/2020,South Dakota,Confirmed,14
3/21/2020,South Dakota,Deaths,1
3/21/2020,South Dakota,Recovered,0
3/22/2020,South Dakota,Confirmed,14
3/22/2020,South Dakota,Deaths,1
3/22/2020,South Dakota,Recovered,0
3/17/2020,Tennessee,Confirmed,73
3/17/2020,Tennessee,Deaths,0
3/17/2020,Tennessee,Recovered,0
3/18/2020,Tennessee,Confirmed,98
3/18/2020,Tennessee,Deaths,0
3/18/2020,Tennessee,Recovered,0
3/19/2020,Tennessee,Confirmed,154
3/19/2020,Tennessee,Deaths,0
3/19/2020,Tennessee,Recovered,0
3/20/2020,Tennessee,Confirmed,281
3/20/2020,Tennessee,Deaths,1
3/20/2020,Tennessee,Recovered,0
3/21/2020,Tennessee,Confirmed,371
3/21/2020,Tennessee,Deaths,1
3/21/2020,Tennessee,Recovered,
3/22/2020,Tennessee,Confirmed,371
3/22/2020,Tennessee,Deaths,1
3/22/2020,Tennessee,Recovered,
3/17/2020,Texas,Confirmed,64
3/17/2020,Texas,Deaths,1
3/17/2020,Texas,Recovered,0
3/18/2020,Texas,Confirmed,169
3/18/2020,Texas,Deaths,3
3/18/2020,Texas,Recovered,0
3/19/2020,Texas,Confirmed,307
3/19/2020,Texas,Deaths,5
3/19/2020,Texas,Recovered,0
3/20/2020,Texas,Confirmed,417
3/20/2020,Texas,Deaths,5
3/20/2020,Texas,Recovered,4
3/21/2020,Texas,Confirmed,304
3/21/2020,Texas,Deaths,5
3/21/2020,Texas,Recovered,
3/22/2020,Texas,Confirmed,304
3/22/2020,Texas,Deaths,5
3/22/2020,Texas,Recovered,
3/17/2020,U.S. Virgin Islands,Confirmed,1
3/17/2020,U.S. Virgin Islands,Deaths,0
3/17/2020,U.S. Virgin Islands,Recovered,0
3/18/2020,U.S. Virgin Islands,Confirmed,1
3/18/2020,U.S. Virgin Islands,Deaths,0
3/18/2020,U.S. Virgin Islands,Recovered,0
3/19/2020,U.S. Virgin Islands,Confirmed,3
3/19/2020,U.S. Virgin Islands,Deaths,0
3/19/2020,U.S. Virgin Islands,Recovered,0
3/20/2020,U.S. Virgin Islands,Confirmed,3
3/20/2020,U.S. Virgin Islands,Deaths,0
3/20/2020,U.S. Virgin Islands,Recovered,0
3/21/2020,U.S. Virgin Islands,Confirmed,3
3/21/2020,U.S. Virgin Islands,Deaths,0
3/21/2020,U.S. Virgin Islands,Recovered,0
3/22/2020,U.S. Virgin Islands,Confirmed,3
3/22/2020,U.S. Virgin Islands,Deaths,0
3/22/2020,U.S. Virgin Islands,Recovered,0
3/17/2020,Utah,Confirmed,41
3/17/2020,Utah,Deaths,0
3/17/2020,Utah,Recovered,0
3/18/2020,Utah,Confirmed,53
3/18/2020,Utah,Deaths,0
3/18/2020,Utah,Recovered,0
3/19/2020,Utah,Confirmed,80
3/19/2020,Utah,Deaths,0
3/19/2020,Utah,Recovered,0
3/20/2020,Utah,Confirmed,112
3/20/2020,Utah,Deaths,0
3/20/2020,Utah,Recovered,0
3/21/2020,Utah,Confirmed,112
3/21/2020,Utah,Deaths,0
3/21/2020,Utah,Recovered,0
3/22/2020,Utah,Confirmed,112
3/22/2020,Utah,Deaths,0
3/22/2020,Utah,Recovered,0
3/17/2020,Vermont,Confirmed,4
3/17/2020,Vermont,Deaths,0
3/17/2020,Vermont,Recovered,0
3/18/2020,Vermont,Confirmed,19
3/18/2020,Vermont,Deaths,0
3/18/2020,Vermont,Recovered,0
3/19/2020,Vermont,Confirmed,22
3/19/2020,Vermont,Deaths,0
3/19/2020,Vermont,Recovered,0
3/20/2020,Vermont,Confirmed,29
3/20/2020,Vermont,Deaths,2
3/20/2020,Vermont,Recovered,0
3/21/2020,Vermont,Confirmed,29
3/21/2020,Vermont,Deaths,2
3/21/2020,Vermont,Recovered,0
3/22/2020,Vermont,Confirmed,29
3/22/2020,Vermont,Deaths,2
3/22/2020,Vermont,Recovered,0
3/17/2020,Virginia,Confirmed,67
3/17/2020,Virginia,Deaths,2
3/17/2020,Virginia,Recovered,0
3/18/2020,Virginia,Confirmed,77
3/18/2020,Virginia,Deaths,2
3/18/2020,Virginia,Recovered,1
3/19/2020,Virginia,Confirmed,105
3/19/2020,Virginia,Deaths,2
3/19/2020,Virginia,Recovered,1
3/20/2020,Virginia,Confirmed,125
3/20/2020,Virginia,Deaths,2
3/20/2020,Virginia,Recovered,1
3/21/2020,Virginia,Confirmed,153
3/21/2020,Virginia,Deaths,2
3/21/2020,Virginia,Recovered,1
3/22/2020,Virginia,Confirmed,153
3/22/2020,Virginia,Deaths,2
3/22/2020,Virginia,Recovered,1
3/17/2020,Washington,Confirmed,"1,012"
3/17/2020,Washington,Deaths,54
3/17/2020,Washington,Recovered,1
3/18/2020,Washington,Confirmed,1187
3/18/2020,Washington,Deaths,66
3/18/2020,Washington,Recovered,89
3/19/2020,Washington,Confirmed,1376
3/19/2020,Washington,Deaths,74
3/19/2020,Washington,Recovered,89
3/20/2020,Washington,Confirmed,1524
3/20/2020,Washington,Deaths,83
3/20/2020,Washington,Recovered,124
3/21/2020,Washington,Confirmed,"1,793"
3/21/2020,Washington,Deaths,94
3/21/2020,Washington,Recovered,
3/22/2020,Washington,Confirmed,"1,793"
3/22/2020,Washington,Deaths,94
3/22/2020,Washington,Recovered,
3/17/2020,West Virginia,Confirmed,1
3/17/2020,West Virginia,Deaths,0
3/17/2020,West Virginia,Recovered,0
3/18/2020,West Virginia,Confirmed,1
3/18/2020,West Virginia,Deaths,0
3/18/2020,West Virginia,Recovered,0
3/19/2020,West Virginia,Confirmed,2
3/19/2020,West Virginia,Deaths,0
3/19/2020,West Virginia,Recovered,0
3/20/2020,West Virginia,Confirmed,7
3/20/2020,West Virginia,Deaths,0
3/20/2020,West Virginia,Recovered,0
3/21/2020,West Virginia,Confirmed,11
3/21/2020,West Virginia,Deaths,0
3/21/2020,West Virginia,Recovered,0
3/22/2020,West Virginia,Confirmed,11
3/22/2020,West Virginia,Deaths,0
3/22/2020,West Virginia,Recovered,0
3/17/2020,Wisconsin,Confirmed,47
3/17/2020,Wisconsin,Deaths,0
3/17/2020,Wisconsin,Recovered,1
3/18/2020,Wisconsin,Confirmed,107
3/18/2020,Wisconsin,Deaths,0
3/18/2020,Wisconsin,Recovered,1
3/19/2020,Wisconsin,Confirmed,160
3/19/2020,Wisconsin,Deaths,0
3/19/2020,Wisconsin,Recovered,1
3/20/2020,Wisconsin,Confirmed,210
3/20/2020,Wisconsin,Deaths,3
3/20/2020,Wisconsin,Recovered,1
3/21/2020,Wisconsin,Confirmed,281
3/21/2020,Wisconsin,Deaths,4
3/21/2020,Wisconsin,Recovered,
3/22/2020,Wisconsin,Confirmed,281
3/22/2020,Wisconsin,Deaths,4
3/22/2020,Wisconsin,Recovered,
3/17/2020,Wyoming,Confirmed,11
3/17/2020,Wyoming,Deaths,0
3/17/2020,Wyoming,Recovered,0
3/18/2020,Wyoming,Confirmed,15
3/18/2020,Wyoming,Deaths,0
3/18/2020,Wyoming,Recovered,0
3/19/2020,Wyoming,Confirmed,18
3/19/2020,Wyoming,Deaths,0
3/19/2020,Wyoming,Recovered,0
3/20/2020,Wyoming,Confirmed,21
3/20/2020,Wyoming,Deaths,0
3/20/2020,Wyoming,Recovered,0
3/21/2020,Wyoming,Confirmed,21
3/21/2020,Wyoming,Deaths,0
3/21/2020,Wyoming,Recovered,0
3/22/2020,Wyoming,Confirmed,21
3/22/2020,Wyoming,Deaths,0
3/22/2020,Wyoming,Recovered,0
