Date,Country,Type,Cases
3/21/2020,Argentina,Deaths,4
3/21/2020,Argentina,Recovered,27
3/22/2020,Argentina,Confirmed,225
3/22/2020,Argentina,Deaths,4
3/22/2020,Argentina,Recovered,27
3/17/20,Armenia,Confirmed,72
3/17/20,Armenia,Deaths,0
3/17/20,Armenia,Recovered,1
3/18/20,Armenia,Confirmed,110
3/18/20,Armenia,Deaths,0
3/18/20,Armenia,Recovered,
3/19/2020,Armenia,Confirmed,122
3/19/2020,Armenia,Deaths,0
3/19/2020,Armenia,Recovered,1
3/20/2020,Armenia,Confirmed,136
3/20/2020,Armenia,Deaths,0
3/20/2020,Armenia,Recovered,1
3/21/2020,Armenia,Confirmed,160
3/21/2020,Armenia,Deaths,0
3/21/2020,Armenia,Recovered,1
3/22/2020,Armenia,Confirmed,190
3/22/2020,Armenia,Deaths,0
3/22/2020,Armenia,Recovered,2
3/17/20,Australia,Confirmed,452
3/17/20,Australia,Deaths,5
3/17/20,Australia,Recovered,27
3/18/20,Australia,Confirmed,596
3/18/20,Australia,Deaths,6
3/18/20,Australia,Recovered,2
3/19/2020,Australia,Confirmed,709
3/19/2020,Australia,Deaths,6
3/19/2020,Australia,Recovered,46
3/20/2020,Australia,Confirmed,"1,023"
3/20/2020,Australia,Deaths,7
3/20/2020,Australia,Recovered,43
3/21/2020,Australia,Confirmed,"1,122"
3/21/2020,Australia,Deaths,7
3/21/2020,Australia,Recovered,43
3/22/2020,Australia,Confirmed,"1,356"
3/22/2020,Australia,Deaths,7
3/22/2020,Australia,Recovered,43
3/17/20,Austria,Confirmed,1332
3/17/20,Austria,Deaths,3
3/17/20,Austria,Recovered,9
3/18/20,Austria,Confirmed,1646
3/18/20,Austria,Deaths,4
3/18/20,Austria,Recovered,
3/19/2020,Austria,Confirmed,"2,179"
3/19/2020,Austria,Deaths,6
3/19/2020,Austria,Recovered,9
3/20/2020,Austria,Confirmed,"2,649"
3/20/2020,Austria,Deaths,6
3/20/2020,Austria,Recovered,9
3/21/2020,Austria,Confirmed,"2,992"
3/21/2020,Austria,Deaths,8
3/21/2020,Austria,Recovered,9
3/22/2020,Austria,Confirmed,"3,026"
3/22/2020,Austria,Deaths,9
3/22/2020,Austria,Recovered,9
3/17/20,Azerbaijan,Confirmed,34
3/17/20,Azerbaijan,Deaths,1
3/17/20,Azerbaijan,Recovered,6
3/18/20,Azerbaijan,Confirmed,34
3/18/20,Azerbaijan,Deaths,1
3/18/20,Azerbaijan,Recovered,
3/19/2020,Azerbaijan,Confirmed,44
3/19/2020,Azerbaijan,Deaths,1
3/19/2020,Azerbaijan,Recovered,10
3/20/2020,Azerbaijan,Confirmed,44
3/20/2020,Azerbaijan,Deaths,1
3/20/2020,Azerbaijan,Recovered,10
3/21/2020,Azerbaijan,Confirmed,53
3/21/2020,Azerbaijan,Deaths,1
3/21/2020,Azerbaijan,Recovered,10
3/22/2020,Azerbaijan,Confirmed,65
3/22/2020,Azerbaijan,Deaths,1
3/22/2020,Azerbaijan,Recovered,10
3/17/20,Bahamas,Confirmed,1
3/17/20,Bahamas,Deaths,0
3/17/20,Bahamas,Recovered,0
3/18/20,Bahamas,Confirmed,1
3/18/20,Bahamas,Deaths,0
3/18/20,Bahamas,Recovered,
3/19/2020,Bahamas,Confirmed,3
3/19/2020,Bahamas,Deaths,0
3/19/2020,Bahamas,Recovered,0
3/20/2020,Bahamas,Confirmed,3
3/20/2020,Bahamas,Deaths,0
3/20/2020,Bahamas,Recovered,0
3/21/2020,Bahamas,Confirmed,4
3/21/2020,Bahamas,Deaths,0
3/21/2020,Bahamas,Recovered,0
3/22/2020,Bahamas,Confirmed,4
3/22/2020,Bahamas,Deaths,0
3/22/2020,Bahamas,Recovered,0
3/17/20,Bahrain,Confirmed,242
3/17/20,Bahrain,Deaths,1
3/17/20,Bahrain,Recovered,88
3/18/20,Bahrain,Confirmed,256
3/18/20,Bahrain,Deaths,1
3/18/20,Bahrain,Recovered,
3/19/2020,Bahrain,Confirmed,279
3/19/2020,Bahrain,Deaths,1
3/19/2020,Bahrain,Recovered,110
3/20/2020,Bahrain,Confirmed,298
3/20/2020,Bahrain,Deaths,1
3/20/2020,Bahrain,Recovered,125
3/21/2020,Bahrain,Confirmed,310
3/21/2020,Bahrain,Deaths,1
3/21/2020,Bahrain,Recovered,125
3/22/2020,Bahrain,Confirmed,334
3/22/2020,Bahrain,Deaths,2
3/22/2020,Bahrain,Recovered,149
3/17/20,Bangladesh,Confirmed,8
3/17/20,Bangladesh,Deaths,0
3/17/20,Bangladesh,Recovered,3
3/18/20,Bangladesh,Confirmed,14
3/18/20,Bangladesh,Deaths,1
3/18/20,Bangladesh,Recovered,
3/19/2020,Bangladesh,Confirmed,18
3/19/2020,Bangladesh,Deaths,1
3/19/2020,Bangladesh,Recovered,3
3/20/2020,Bangladesh,Confirmed,20
3/20/2020,Bangladesh,Deaths,1
3/20/2020,Bangladesh,Recovered,3
3/21/2020,Bangladesh,Confirmed,24
3/21/2020,Bangladesh,Deaths,2
3/21/2020,Bangladesh,Recovered,3
3/22/2020,Bangladesh,Confirmed,27
3/22/2020,Bangladesh,Deaths,2
3/22/2020,Bangladesh,Recovered,3
3/17/20,Barbados,Confirmed,2
3/17/20,Barbados,Deaths,0
3/17/20,Barbados,Recovered,0
3/18/20,Barbados,Confirmed,2
3/18/20,Barbados,Deaths,0
3/18/20,Barbados,Recovered,
3/19/2020,Barbados,Confirmed,5
3/19/2020,Barbados,Deaths,0
3/19/2020,Barbados,Recovered,0
3/20/2020,Barbados,Confirmed,5
3/20/2020,Barbados,Deaths,0
3/20/2020,Barbados,Recovered,0
3/21/2020,Barbados,Confirmed,5
3/21/2020,Barbados,Deaths,0
3/21/2020,Barbados,Recovered,0
3/22/2020,Barbados,Confirmed,5
3/22/2020,Barbados,Deaths,0
3/22/2020,Barbados,Recovered,0
3/17/20,Belarus,Confirmed,36
3/17/20,Belarus,Deaths,0
3/17/20,Belarus,Recovered,3
3/18/20,Belarus,Confirmed,51
3/18/20,Belarus,Deaths,0
3/18/20,Belarus,Recovered,
3/19/2020,Belarus,Confirmed,51
3/19/2020,Belarus,Deaths,0
3/19/2020,Belarus,Recovered,5
3/20/2020,Belarus,Confirmed,69
3/20/2020,Belarus,Deaths,0
3/20/2020,Belarus,Recovered,15
3/21/2020,Belarus,Confirmed,76
3/21/2020,Belarus,Deaths,0
3/21/2020,Belarus,Recovered,15
3/22/2020,Belarus,Confirmed,76
3/22/2020,Belarus,Deaths,0
3/22/2020,Belarus,Recovered,15
3/17/20,Belgium,Confirmed,1243
3/17/20,Belgium,Deaths,10
3/17/20,Belgium,Recovered,14
3/18/20,Belgium,Confirmed,1486
3/18/20,Belgium,Deaths,14
3/18/20,Belgium,Recovered,
3/19/2020,Belgium,Confirmed,1795
3/19/2020,Belgium,Deaths,21
3/19/2020,Belgium,Recovered,31
3/20/2020,Belgium,Confirmed,2257
3/20/2020,Belgium,Deaths,37
3/20/2020,Belgium,Recovered,204
3/21/2020,Belgium,Confirmed,"2,815"
3/21/2020,Belgium,Deaths,67
3/21/2020,Belgium,Recovered,263
3/22/2020,Belgium,Confirmed,"3,401"
3/22/2020,Belgium,Deaths,75
3/22/2020,Belgium,Recovered,340
3/17/20,Benin,Confirmed,1
3/17/20,Benin,Deaths,0
3/17/20,Benin,Recovered,0
3/18/20,Benin,Confirmed,2
3/18/20,Benin,Deaths,0
3/18/20,Benin,Recovered,
3/19/2020,Benin,Confirmed,2
3/19/2020,Benin,Deaths,0
3/19/2020,Benin,Recovered,0
3/20/2020,Benin,Confirmed,2
3/20/2020,Benin,Deaths,0
3/20/2020,Benin,Recovered,0
3/21/2020,Benin,Confirmed,2
3/21/2020,Benin,Deaths,0
3/21/2020,Benin,Recovered,0
3/22/2020,Benin,Confirmed,2
3/22/2020,Benin,Deaths,0
3/22/2020,Benin,Recovered,0
3/17/20,Bhutan,Confirmed,1
3/17/20,Bhutan,Deaths,0
3/17/20,Bhutan,Recovered,0
3/18/20,Bhutan,Confirmed,1
3/18/20,Bhutan,Deaths,0
3/18/20,Bhutan,Recovered,
3/19/2020,Bhutan,Confirmed,1
3/19/2020,Bhutan,Deaths,0
3/19/2020,Bhutan,Recovered,0
3/20/2020,Bhutan,Confirmed,2
3/20/2020,Bhutan,Deaths,0
3/20/2020,Bhutan,Recovered,0
3/21/2020,Bhutan,Confirmed,2
3/21/2020,Bhutan,Deaths,0
3/21/2020,Bhutan,Recovered,0
3/22/2020,Bhutan,Confirmed,2
3/22/2020,Bhutan,Deaths,0
3/22/2020,Bhutan,Recovered,0
3/17/20,Bolivia,Confirmed,12
3/17/20,Bolivia,Deaths,0
3/17/20,Bolivia,Recovered,0
3/18/20,Bolivia,Confirmed,12
3/18/20,Bolivia,Deaths,0
3/18/20,Bolivia,Recovered,
3/19/2020,Bolivia,Confirmed,15
3/19/2020,Bolivia,Deaths,0
3/19/2020,Bolivia,Recovered,0
3/20/2020,Bolivia,Confirmed,16
3/20/2020,Bolivia,Deaths,0
3/20/2020,Bolivia,Recovered,0
3/21/2020,Bolivia,Confirmed,19
3/21/2020,Bolivia,Deaths,0
3/21/2020,Bolivia,Recovered,0
3/22/2020,Bolivia,Confirmed,20
3/22/2020,Bolivia,Deaths,0
3/22/2020,Bolivia,Recovered,0
3/17/20,Bosnia and Herzegovina,Confirmed,34
3/17/20,Bosnia and Herzegovina,Deaths,0
3/17/20,Bosnia and Herzegovina,Recovered,2
3/18/20,Bosnia and Herzegovina,Confirmed,39
3/18/20,Bosnia and Herzegovina,Deaths,0
3/18/20,Bosnia and Herzegovina,Recovered,
3/19/2020,Bosnia and Herzegovina,Confirmed,64
3/19/2020,Bosnia and Herzegovina,Deaths,0
3/19/2020,Bosnia and Herzegovina,Recovered,2
3/20/2020,Bosnia and Herzegovina,Confirmed,89
3/20/2020,Bosnia and Herzegovina,Deaths,0
3/20/2020,Bosnia and Herzegovina,Recovered,2
3/21/2020,Bosnia and Herzegovina,Confirmed,94
3/21/2020,Bosnia and Herzegovina,Deaths,1
3/21/2020,Bosnia and Herzegovina,Recovered,2
3/22/2020,Bosnia and Herzegovina,Confirmed,94
3/22/2020,Bosnia and Herzegovina,Deaths,1
3/22/2020,Bosnia and Herzegovina,Recovered,2
3/17/20,Brazil,Confirmed,346
3/17/20,Brazil,Deaths,1
3/17/20,Brazil,Recovered,2
3/18/20,Brazil,Confirmed,529
3/18/20,Brazil,Deaths,4
3/18/20,Brazil,Recovered,
3/19/2020,Brazil,Confirmed,635
3/19/2020,Brazil,Deaths,7
3/19/2020,Brazil,Recovered,2
3/20/2020,Brazil,Confirmed,970
3/20/2020,Brazil,Deaths,11
3/20/2020,Brazil,Recovered,2
3/21/2020,Brazil,Confirmed,"1,178"
3/21/2020,Brazil,Deaths,18
3/21/2020,Brazil,Recovered,2
3/22/2020,Brazil,Confirmed,"1,201"
3/22/2020,Brazil,Deaths,18
3/22/2020,Brazil,Recovered,2
3/17/20,Brunei,Confirmed,56
3/17/20,Brunei,Deaths,0
3/17/20,Brunei,Recovered,0
3/18/20,Brunei,Confirmed,68
3/18/20,Brunei,Deaths,0
3/18/20,Brunei,Recovered,
3/19/2020,Brunei,Confirmed,73
3/19/2020,Brunei,Deaths,0
3/19/2020,Brunei,Recovered,0
3/20/2020,Brunei,Confirmed,78
3/20/2020,Brunei,Deaths,0
3/20/2020,Brunei,Recovered,1
3/21/2020,Brunei,Confirmed,83
3/21/2020,Brunei,Deaths,0
3/21/2020,Brunei,Recovered,1
3/22/2020,Brunei,Confirmed,88
3/22/2020,Brunei,Deaths,0
3/22/2020,Brunei,Recovered,1
3/17/20,Bulgaria,Confirmed,81
3/17/20,Bulgaria,Deaths,2
3/17/20,Bulgaria,Recovered,0
3/18/20,Bulgaria,Confirmed,92
3/18/20,Bulgaria,Deaths,2
3/18/20,Bulgaria,Recovered,
3/19/2020,Bulgaria,Confirmed,107
3/19/2020,Bulgaria,Deaths,3
3/19/2020,Bulgaria,Recovered,0
3/20/2020,Bulgaria,Confirmed,127
3/20/2020,Bulgaria,Deaths,3
3/20/2020,Bulgaria,Recovered,1
3/21/2020,Bulgaria,Confirmed,163
3/21/2020,Bulgaria,Deaths,3
3/21/2020,Bulgaria,Recovered,3
3/22/2020,Bulgaria,Confirmed,185
3/22/2020,Bulgaria,Deaths,3
3/22/2020,Bulgaria,Recovered,3
3/17/20,Burkina Faso,Confirmed,15
3/17/20,Burkina Faso,Deaths,0
3/17/20,Burkina Faso,Recovered,0
3/18/20,Burkina Faso,Confirmed,20
3/18/20,Burkina Faso,Deaths,1
3/18/20,Burkina Faso,Recovered,
3/19/2020,Burkina Faso,Confirmed,33
3/19/2020,Burkina Faso,Deaths,1
3/19/2020,Burkina Faso,Recovered,0
3/20/2020,Burkina Faso,Confirmed,40
3/20/2020,Burkina Faso,Deaths,1
3/20/2020,Burkina Faso,Recovered,4
3/21/2020,Burkina Faso,Confirmed,64
3/21/2020,Burkina Faso,Deaths,3
3/21/2020,Burkina Faso,Recovered,5
3/22/2020,Burkina Faso,Confirmed,75
3/22/2020,Burkina Faso,Deaths,4
3/22/2020,Burkina Faso,Recovered,5
3/17/20,Cambodia,Confirmed,33
3/17/20,Cambodia,Deaths,0
3/17/20,Cambodia,Recovered,1
3/18/20,Cambodia,Confirmed,37
3/18/20,Cambodia,Deaths,0
3/18/20,Cambodia,Recovered,
3/19/2020,Cambodia,Confirmed,37
3/19/2020,Cambodia,Deaths,0
3/19/2020,Cambodia,Recovered,1
3/20/2020,Cambodia,Confirmed,51
3/20/2020,Cambodia,Deaths,0
3/20/2020,Cambodia,Recovered,1
3/21/2020,Cambodia,Confirmed,53
3/21/2020,Cambodia,Deaths,0
3/21/2020,Cambodia,Recovered,1
3/22/2020,Cambodia,Confirmed,84
3/22/2020,Cambodia,Deaths,0
3/22/2020,Cambodia,Recovered,2
3/17/20,Cameroon,Confirmed,10
3/17/20,Cameroon,Deaths,0
3/17/20,Cameroon,Recovered,0
3/18/20,Cameroon,Confirmed,13
3/18/20,Cameroon,Deaths,0
3/18/20,Cameroon,Recovered,
3/19/2020,Cameroon,Confirmed,13
3/19/2020,Cameroon,Deaths,0
3/19/2020,Cameroon,Recovered,0
3/20/2020,Cameroon,Confirmed,20
3/20/2020,Cameroon,Deaths,0
3/20/2020,Cameroon,Recovered,2
3/21/2020,Cameroon,Confirmed,27
3/21/2020,Cameroon,Deaths,0
3/21/2020,Cameroon,Recovered,2
3/22/2020,Cameroon,Confirmed,40
3/22/2020,Cameroon,Deaths,0
3/22/2020,Cameroon,Recovered,2
3/17/20,Canada,Confirmed,598
3/17/20,Canada,Deaths,8
3/17/20,Canada,Recovered,11
3/18/20,Canada,Confirmed,727
3/18/20,Canada,Deaths,9
3/18/20,Canada,Recovered,3
3/19/2020,Canada,Confirmed,873
3/19/2020,Canada,Deaths,12
3/19/2020,Canada,Recovered,11
3/20/2020,Canada,Confirmed,"1,099"
3/20/2020,Canada,Deaths,12
3/20/2020,Canada,Recovered,11
3/21/2020,Canada,Confirmed,"1,388"
3/21/2020,Canada,Deaths,19
3/21/2020,Canada,Recovered,14
3/22/2020,Canada,Confirmed,"1,378"
3/22/2020,Canada,Deaths,21
3/22/2020,Canada,Recovered,18
3/20/2020,Cape Verde,Confirmed,1
3/20/2020,Cape Verde,Deaths,0
3/20/2020,Cape Verde,Recovered,0
3/21/2020,Cape Verde,Confirmed,3
3/21/2020,Cape Verde,Deaths,0
3/21/2020,Cape Verde,Recovered,0
3/22/2020,Cape Verde,Confirmed,3
3/22/2020,Cape Verde,Deaths,0
3/22/2020,Cape Verde,Recovered,0
3/17/20,Central African Republic,Confirmed,1
3/17/20,Central African Republic,Deaths,0
3/17/20,Central African Republic,Recovered,0
3/18/20,Central African Republic,Confirmed,1
3/18/20,Central African Republic,Deaths,0
3/18/20,Central African Republic,Recovered,
3/19/2020,Central African Republic,Confirmed,1
3/19/2020,Central African Republic,Deaths,0
3/19/2020,Central African Republic,Recovered,0
3/20/2020,Central African Republic,Confirmed,3
3/20/2020,Central African Republic,Deaths,0
3/20/2020,Central African Republic,Recovered,0
3/21/2020,Central African Republic,Confirmed,3
3/21/2020,Central African Republic,Deaths,0
3/21/2020,Central African Republic,Recovered,0
3/22/2020,Central African Republic,Confirmed,3
3/22/2020,Central African Republic,Deaths,0
3/22/2020,Central African Republic,Recovered,0
3/19/2020,Chad,Confirmed,1
3/19/2020,Chad,Deaths,0
3/19/2020,Chad,Recovered,0
3/20/2020,Chad,Confirmed,1
3/20/2020,Chad,Deaths,0
3/20/2020,Chad,Recovered,0
3/21/2020,Chad,Confirmed,1
3/21/2020,Chad,Deaths,0
3/21/2020,Chad,Recovered,0
3/22/2020,Chad,Confirmed,1
3/22/2020,Chad,Deaths,0
3/22/2020,Chad,Recovered,0
3/17/20,Chile,Confirmed,201
3/17/20,Chile,Deaths,0
3/17/20,Chile,Recovered,0
3/18/20,Chile,Confirmed,238
3/18/20,Chile,Deaths,0
3/18/20,Chile,Recovered,
3/19/2020,Chile,Confirmed,342
3/19/2020,Chile,Deaths,0
3/19/2020,Chile,Recovered,5
3/20/2020,Chile,Confirmed,434
3/20/2020,Chile,Deaths,0
3/20/2020,Chile,Recovered,6
3/21/2020,Chile,Confirmed,537
3/21/2020,Chile,Deaths,1
3/21/2020,Chile,Recovered,8
3/22/2020,Chile,Confirmed,537
3/22/2020,Chile,Deaths,1
3/22/2020,Chile,Recovered,8
3/17/20,China,Confirmed,"80,894"
3/17/20,China,Deaths,"3,237"
3/17/20,China,Recovered,"69,614"
3/18/20,China,Confirmed,"80,928"
3/18/20,China,Deaths,"3,245"
3/18/20,China,Recovered,23
3/19/2020,China,Confirmed,"80,967"
3/19/2020,China,Deaths,"3,248"
3/19/2020,China,Recovered,"71,150"
3/21/2020,China,Confirmed,"81,008"
3/21/2020,China,Deaths,"3,255"
3/21/2020,China,Recovered,"71,740"
3/22/2020,China,Confirmed,"81,054"
3/22/2020,China,Deaths,"3,261"
3/22/2020,China,Recovered,"72,244"
3/17/20,Colombia,Confirmed,65
3/17/20,Colombia,Deaths,0
3/17/20,Colombia,Recovered,1
3/18/20,Colombia,Confirmed,93
3/18/20,Colombia,Deaths,0
3/18/20,Colombia,Recovered,
3/19/2020,Colombia,Confirmed,108
3/19/2020,Colombia,Deaths,0
3/19/2020,Colombia,Recovered,1
3/20/2020,Colombia,Confirmed,145
3/20/2020,Colombia,Deaths,0
3/20/2020,Colombia,Recovered,1
3/21/2020,Colombia,Confirmed,196
3/21/2020,Colombia,Deaths,0
3/21/2020,Colombia,Recovered,1
3/22/2020,Colombia,Confirmed,231
3/22/2020,Colombia,Deaths,2
3/22/2020,Colombia,Recovered,3
3/17/20,Costa Rica,Confirmed,50
3/17/20,Costa Rica,Deaths,0
3/17/20,Costa Rica,Recovered,0
3/18/20,Costa Rica,Confirmed,69
3/18/20,Costa Rica,Deaths,1
3/18/20,Costa Rica,Recovered,
3/19/2020,Costa Rica,Confirmed,89
3/19/2020,Costa Rica,Deaths,1
3/19/2020,Costa Rica,Recovered,0
3/20/2020,Costa Rica,Confirmed,113
3/20/2020,Costa Rica,Deaths,2
3/20/2020,Costa Rica,Recovered,0
3/21/2020,Costa Rica,Confirmed,117
3/21/2020,Costa Rica,Deaths,2
3/21/2020,Costa Rica,Recovered,2
3/22/2020,Costa Rica,Confirmed,117
3/22/2020,Costa Rica,Deaths,2
3/22/2020,Costa Rica,Recovered,2
3/17/20,Croatia,Confirmed,69
3/17/20,Croatia,Deaths,0
3/17/20,Croatia,Recovered,5
3/18/20,Croatia,Confirmed,89
3/18/20,Croatia,Deaths,0
3/18/20,Croatia,Recovered,
3/19/2020,Croatia,Confirmed,110
3/19/2020,Croatia,Deaths,0
3/19/2020,Croatia,Recovered,5
3/20/2020,Croatia,Confirmed,128
3/20/2020,Croatia,Deaths,0
3/20/2020,Croatia,Recovered,5
3/21/2020,Croatia,Confirmed,206
3/21/2020,Croatia,Deaths,0
3/21/2020,Croatia,Recovered,5
3/22/2020,Croatia,Confirmed,254
3/22/2020,Croatia,Deaths,0
3/22/2020,Croatia,Recovered,5
3/17/20,Cuba,Confirmed,5
3/17/20,Cuba,Deaths,0
3/17/20,Cuba,Recovered,0
3/18/20,Cuba,Confirmed,10
3/18/20,Cuba,Deaths,0
3/18/20,Cuba,Recovered,
3/19/2020,Cuba,Confirmed,11
3/19/2020,Cuba,Deaths,1
3/19/2020,Cuba,Recovered,0
3/20/2020,Cuba,Confirmed,16
3/20/2020,Cuba,Deaths,1
3/20/2020,Cuba,Recovered,0
3/21/2020,Cuba,Confirmed,21
3/21/2020,Cuba,Deaths,1
3/21/2020,Cuba,Recovered,0
3/22/2020,Cuba,Confirmed,21
3/22/2020,Cuba,Deaths,1
3/22/2020,Cuba,Recovered,0
3/17/20,Cyprus,Confirmed,49
3/17/20,Cyprus,Deaths,0
3/17/20,Cyprus,Recovered,0
3/18/20,Cyprus,Confirmed,58
3/18/20,Cyprus,Deaths,0
3/18/20,Cyprus,Recovered,
3/19/2020,Cyprus,Confirmed,100
3/19/2020,Cyprus,Deaths,0
3/19/2020,Cyprus,Recovered,0
3/20/2020,Cyprus,Confirmed,75
3/20/2020,Cyprus,Deaths,0
3/20/2020,Cyprus,Recovered,0
3/21/2020,Cyprus,Confirmed,75
3/21/2020,Cyprus,Deaths,0
3/21/2020,Cyprus,Recovered,0
3/22/2020,Cyprus,Confirmed,75
3/22/2020,Cyprus,Deaths,0
3/22/2020,Cyprus,Recovered,0
3/17/20,Czech Republic,Confirmed,434
3/17/20,Czech Republic,Deaths,0
3/17/20,Czech Republic,Recovered,3
3/18/20,Czech Republic,Confirmed,522
3/18/20,Czech Republic,Deaths,0
3/18/20,Czech Republic,Recovered,
3/19/2020,Czech Republic,Confirmed,694
3/19/2020,Czech Republic,Deaths,0
3/19/2020,Czech Republic,Recovered,3
3/20/2020,Czech Republic,Confirmed,833
3/20/2020,Czech Republic,Deaths,0
3/20/2020,Czech Republic,Recovered,4
3/21/2020,Czech Republic,Confirmed,995
3/21/2020,Czech Republic,Deaths,0
3/21/2020,Czech Republic,Recovered,6
3/22/2020,Czech Republic,Confirmed,"1,047"
3/22/2020,Czech Republic,Deaths,0
3/22/2020,Czech Republic,Recovered,6
3/17/20,Denmark,Confirmed,"1,025"
3/17/20,Denmark,Deaths,4
3/17/20,Denmark,Recovered,
3/18/20,Denmark,Confirmed,1117
3/18/20,Denmark,Deaths,4
3/18/20,Denmark,Recovered,
3/19/2020,Denmark,Confirmed,"1,225"
3/19/2020,Denmark,Deaths,6
3/19/2020,Denmark,Recovered,
3/20/2020,Denmark,Confirmed,"1,337"
3/20/2020,Denmark,Deaths,9
3/20/2020,Denmark,Recovered,
3/21/2020,Denmark,Confirmed,"1,420"
3/21/2020,Denmark,Deaths,13
3/21/2020,Denmark,Recovered,
3/22/2020,Denmark,Confirmed,"1,512"
3/22/2020,Denmark,Deaths,13
3/22/2020,Denmark,Recovered,
3/17/20,Diamond Princess,Confirmed,712
3/17/20,Diamond Princess,Deaths,7
3/17/20,Diamond Princess,Recovered,508
3/18/20,Diamond Princess,Confirmed,712
3/18/20,Diamond Princess,Deaths,7
3/18/20,Diamond Princess,Recovered,
3/19/2020,Diamond Princess,Confirmed,712
3/19/2020,Diamond Princess,Deaths,8
3/19/2020,Diamond Princess,Recovered,551
