Date,Country,Type,Cases
3/20/2020,Diamond Princess,Confirmed,712
3/20/2020,Diamond Princess,Deaths,8
3/20/2020,Diamond Princess,Recovered,567
3/21/2020,Diamond Princess,Confirmed,712
3/21/2020,Diamond Princess,Deaths,9
3/21/2020,Diamond Princess,Recovered,567
3/22/2020,Diamond Princess,Confirmed,712
3/22/2020,Diamond Princess,Deaths,9
3/22/2020,Diamond Princess,Recovered,574
3/18/20,Djibouti,Confirmed,1
3/18/20,Djibouti,Deaths,0
3/18/20,Djibouti,Recovered,
3/19/2020,Djibouti,Confirmed,1
3/19/2020,Djibouti,Deaths,0
3/19/2020,Djibouti,Recovered,0
3/20/2020,Djibouti,Confirmed,1
3/20/2020,Djibouti,Deaths,0
3/20/2020,Djibouti,Recovered,0
3/21/2020,Djibouti,Confirmed,1
3/21/2020,Djibouti,Deaths,0
3/21/2020,Djibouti,Recovered,0
3/22/2020,Djibouti,Confirmed,1
3/22/2020,Djibouti,Deaths,0
3/22/2020,Djibouti,Recovered,0
3/17/20,Dominican Republic,Confirmed,21
3/17/20,Dominican Republic,Deaths,1
3/17/20,Dominican Republic,Recovered,0
3/18/20,Dominican Republic,Confirmed,34
3/18/20,Dominican Republic,Deaths,2
3/18/20,Dominican Republic,Recovered,
3/19/2020,Dominican Republic,Confirmed,34
3/19/2020,Dominican Republic,Deaths,2
3/19/2020,Dominican Republic,Recovered,0
3/20/2020,Dominican Republic,Confirmed,72
3/20/2020,Dominican Republic,Deaths,2
3/20/2020,Dominican Republic,Recovered,0
3/21/2020,Dominican Republic,Confirmed,112
3/21/2020,Dominican Republic,Deaths,3
3/21/2020,Dominican Republic,Recovered,0
3/22/2020,Dominican Republic,Confirmed,202
3/22/2020,Dominican Republic,Deaths,3
3/22/2020,Dominican Republic,Recovered,0
3/17/20,DR Congo,Confirmed,3
3/17/20,DR Congo,Deaths,0
3/17/20,DR Congo,Recovered,0
3/18/20,DR Congo,Confirmed,7
3/18/20,DR Congo,Deaths,0
3/18/20,DR Congo,Recovered,
3/19/2020,DR Congo,Confirmed,14
3/19/2020,DR Congo,Deaths,0
3/19/2020,DR Congo,Recovered,0
3/20/2020,DR Congo,Confirmed,18
3/20/2020,DR Congo,Deaths,0
3/20/2020,DR Congo,Recovered,0
3/21/2020,DR Congo,Confirmed,23
3/21/2020,DR Congo,Deaths,1
3/21/2020,DR Congo,Recovered,0
3/22/2020,DR Congo,Confirmed,23
3/22/2020,DR Congo,Deaths,1
3/22/2020,DR Congo,Recovered,0
3/21/2020,East Timor,Confirmed,1
3/21/2020,East Timor,Deaths,0
3/21/2020,East Timor,Recovered,0
3/22/2020,East Timor,Confirmed,1
3/22/2020,East Timor,Deaths,0
3/22/2020,East Timor,Recovered,0
3/17/20,Ecuador,Confirmed,111
3/17/20,Ecuador,Deaths,2
3/17/20,Ecuador,Recovered,0
3/18/20,Ecuador,Confirmed,155
3/18/20,Ecuador,Deaths,2
3/18/20,Ecuador,Recovered,
3/19/2020,Ecuador,Confirmed,260
3/19/2020,Ecuador,Deaths,4
3/19/2020,Ecuador,Recovered,3
3/20/2020,Ecuador,Confirmed,426
3/20/2020,Ecuador,Deaths,7
3/20/2020,Ecuador,Recovered,3
3/21/2020,Ecuador,Confirmed,532
3/21/2020,Ecuador,Deaths,7
3/21/2020,Ecuador,Recovered,3
3/22/2020,Ecuador,Confirmed,789
3/22/2020,Ecuador,Deaths,14
3/22/2020,Ecuador,Recovered,3
3/17/20,Egypt,Confirmed,196
3/17/20,Egypt,Deaths,6
3/17/20,Egypt,Recovered,32
3/18/20,Egypt,Confirmed,210
3/18/20,Egypt,Deaths,6
3/18/20,Egypt,Recovered,
3/19/2020,Egypt,Confirmed,256
3/19/2020,Egypt,Deaths,7
3/19/2020,Egypt,Recovered,42
3/20/2020,Egypt,Confirmed,285
3/20/2020,Egypt,Deaths,8
3/20/2020,Egypt,Recovered,42
3/21/2020,Egypt,Confirmed,294
3/21/2020,Egypt,Deaths,10
3/21/2020,Egypt,Recovered,41
3/22/2020,Egypt,Confirmed,294
3/22/2020,Egypt,Deaths,10
3/22/2020,Egypt,Recovered,41
3/18/20,El Salvador,Confirmed,1
3/18/20,El Salvador,Deaths,0
3/18/20,El Salvador,Recovered,
3/19/2020,El Salvador,Confirmed,1
3/19/2020,El Salvador,Deaths,0
3/19/2020,El Salvador,Recovered,0
3/20/2020,El Salvador,Confirmed,1
3/20/2020,El Salvador,Deaths,0
3/20/2020,El Salvador,Recovered,0
3/21/2020,El Salvador,Confirmed,3
3/21/2020,El Salvador,Deaths,0
3/21/2020,El Salvador,Recovered,0
3/22/2020,El Salvador,Confirmed,3
3/22/2020,El Salvador,Deaths,0
3/22/2020,El Salvador,Recovered,0
3/17/20,Equatorial Guinea,Confirmed,1
3/17/20,Equatorial Guinea,Deaths,0
3/17/20,Equatorial Guinea,Recovered,0
3/18/20,Equatorial Guinea,Confirmed,4
3/18/20,Equatorial Guinea,Deaths,0
3/18/20,Equatorial Guinea,Recovered,
3/19/2020,Equatorial Guinea,Confirmed,6
3/19/2020,Equatorial Guinea,Deaths,0
3/19/2020,Equatorial Guinea,Recovered,0
3/20/2020,Equatorial Guinea,Confirmed,6
3/20/2020,Equatorial Guinea,Deaths,0
3/20/2020,Equatorial Guinea,Recovered,0
3/21/2020,Equatorial Guinea,Confirmed,6
3/21/2020,Equatorial Guinea,Deaths,0
3/21/2020,Equatorial Guinea,Recovered,0
3/22/2020,Equatorial Guinea,Confirmed,6
3/22/2020,Equatorial Guinea,Deaths,0
3/22/2020,Equatorial Guinea,Recovered,0
3/21/2020,Eritrea,Confirmed,1
3/21/2020,Eritrea,Deaths,0
3/21/2020,Eritrea,Recovered,0
3/22/2020,Eritrea,Confirmed,1
3/22/2020,Eritrea,Deaths,0
3/22/2020,Eritrea,Recovered,0
3/17/20,Estonia,Confirmed,225
3/17/20,Estonia,Deaths,0
3/17/20,Estonia,Recovered,1
3/18/20,Estonia,Confirmed,258
3/18/20,Estonia,Deaths,0
3/18/20,Estonia,Recovered,
3/19/2020,Estonia,Confirmed,267
3/19/2020,Estonia,Deaths,0
3/19/2020,Estonia,Recovered,1
3/20/2020,Estonia,Confirmed,283
3/20/2020,Estonia,Deaths,0
3/20/2020,Estonia,Recovered,1
3/21/2020,Estonia,Confirmed,306
3/21/2020,Estonia,Deaths,0
3/21/2020,Estonia,Recovered,2
3/22/2020,Estonia,Confirmed,326
3/22/2020,Estonia,Deaths,0
3/22/2020,Estonia,Recovered,4
3/17/20,Eswatini,Confirmed,1
3/17/20,Eswatini,Deaths,0
3/17/20,Eswatini,Recovered,0
3/18/20,Eswatini,Confirmed,1
3/18/20,Eswatini,Deaths,0
3/18/20,Eswatini,Recovered,
3/19/2020,Eswatini,Confirmed,1
3/19/2020,Eswatini,Deaths,0
3/19/2020,Eswatini,Recovered,0
3/20/2020,Eswatini,Confirmed,1
3/20/2020,Eswatini,Deaths,0
3/20/2020,Eswatini,Recovered,0
3/21/2020,Eswatini,Confirmed,1
3/21/2020,Eswatini,Deaths,0
3/21/2020,Eswatini,Recovered,0
3/22/2020,Eswatini,Confirmed,4
3/22/2020,Eswatini,Deaths,0
3/22/2020,Eswatini,Recovered,0
3/17/20,Ethiopia,Confirmed,5
3/17/20,Ethiopia,Deaths,0
3/17/20,Ethiopia,Recovered,0
3/18/20,Ethiopia,Confirmed,6
3/18/20,Ethiopia,Deaths,0
3/18/20,Ethiopia,Recovered,
3/19/2020,Ethiopia,Confirmed,7
3/19/2020,Ethiopia,Deaths,0
3/19/2020,Ethiopia,Recovered,0
3/20/2020,Ethiopia,Confirmed,9
3/20/2020,Ethiopia,Deaths,0
3/20/2020,Ethiopia,Recovered,0
3/21/2020,Ethiopia,Confirmed,9
3/21/2020,Ethiopia,Deaths,0
3/21/2020,Ethiopia,Recovered,0
3/22/2020,Ethiopia,Confirmed,11
3/22/2020,Ethiopia,Deaths,0
3/22/2020,Ethiopia,Recovered,0
3/18/20,Fiji,Confirmed,1
3/18/20,Fiji,Deaths,0
3/18/20,Fiji,Recovered,
3/19/2020,Fiji,Confirmed,1
3/19/2020,Fiji,Deaths,0
3/19/2020,Fiji,Recovered,0
3/20/2020,Fiji,Confirmed,1
3/20/2020,Fiji,Deaths,0
3/20/2020,Fiji,Recovered,0
3/21/2020,Fiji,Confirmed,2
3/21/2020,Fiji,Deaths,0
3/21/2020,Fiji,Recovered,0
3/22/2020,Fiji,Confirmed,2
3/22/2020,Fiji,Deaths,0
3/22/2020,Fiji,Recovered,0
3/17/20,Finland,Confirmed,322
3/17/20,Finland,Deaths,0
3/17/20,Finland,Recovered,10
3/18/20,Finland,Confirmed,359
3/18/20,Finland,Deaths,0
3/18/20,Finland,Recovered,0
3/19/2020,Finland,Confirmed,400
3/19/2020,Finland,Deaths,0
3/19/2020,Finland,Recovered,10
3/20/2020,Finland,Confirmed,450
3/20/2020,Finland,Deaths,0
3/20/2020,Finland,Recovered,10
3/21/2020,Finland,Confirmed,523
3/21/2020,Finland,Deaths,1
3/21/2020,Finland,Recovered,10
3/22/2020,Finland,Confirmed,626
3/22/2020,Finland,Deaths,1
3/22/2020,Finland,Recovered,10
3/17/20,France,Confirmed,"7,730"
3/17/20,France,Deaths,175
3/17/20,France,Recovered,602
3/18/20,France,Confirmed,"9,134"
3/18/20,France,Deaths,264
3/18/20,France,Recovered,39
3/19/2020,France,Confirmed,"10,995"
3/19/2020,France,Deaths,372
3/19/2020,France,Recovered,"1,300"
3/20/2020,France,Confirmed,12612
3/20/2020,France,Deaths,450
3/20/2020,France,Recovered,"1,300"
3/21/2020,France,Confirmed,"14,459"
3/21/2020,France,Deaths,562
3/21/2020,France,Recovered,"1,587"
3/22/2020,France,Confirmed,"14,459"
3/22/2020,France,Deaths,562
3/22/2020,France,Recovered,"1,587"
3/17/20,Gabon,Confirmed,1
3/17/20,Gabon,Deaths,0
3/17/20,Gabon,Recovered,0
3/18/20,Gabon,Confirmed,3
3/18/20,Gabon,Deaths,0
3/18/20,Gabon,Recovered,
3/19/2020,Gabon,Confirmed,3
3/19/2020,Gabon,Deaths,0
3/19/2020,Gabon,Recovered,0
3/20/2020,Gabon,Confirmed,4
3/20/2020,Gabon,Deaths,0
3/20/2020,Gabon,Recovered,0
3/21/2020,Gabon,Confirmed,4
3/21/2020,Gabon,Deaths,0
3/21/2020,Gabon,Recovered,0
3/22/2020,Gabon,Confirmed,4
3/22/2020,Gabon,Deaths,0
3/22/2020,Gabon,Recovered,0
3/17/20,Gambia,Confirmed,1
3/17/20,Gambia,Deaths,0
3/17/20,Gambia,Recovered,0
3/18/20,Gambia,Confirmed,1
3/18/20,Gambia,Deaths,0
3/18/20,Gambia,Recovered,
3/19/2020,Gambia,Confirmed,1
3/19/2020,Gambia,Deaths,0
3/19/2020,Gambia,Recovered,0
3/20/2020,Gambia,Confirmed,1
3/20/2020,Gambia,Deaths,0
3/20/2020,Gambia,Recovered,0
3/21/2020,Gambia,Confirmed,1
3/21/2020,Gambia,Deaths,0
3/21/2020,Gambia,Recovered,0
3/22/2020,Gambia,Confirmed,1
3/22/2020,Gambia,Deaths,0
3/22/2020,Gambia,Recovered,0
3/17/20,Georgia,Confirmed,35
3/17/20,Georgia,Deaths,0
3/17/20,Georgia,Recovered,1
3/18/20,Georgia,Confirmed,38
3/18/20,Georgia,Deaths,0
3/18/20,Georgia,Recovered,
3/19/2020,Georgia,Confirmed,40
3/19/2020,Georgia,Deaths,0
3/19/2020,Georgia,Recovered,1
3/20/2020,Georgia,Confirmed,43
3/20/2020,Georgia,Deaths,0
3/20/2020,Georgia,Recovered,1
3/21/2020,Georgia,Confirmed,49
3/21/2020,Georgia,Deaths,0
3/21/2020,Georgia,Recovered,1
3/22/2020,Georgia,Confirmed,54
3/22/2020,Georgia,Deaths,0
3/22/2020,Georgia,Recovered,3
3/17/20,Germany,Confirmed,"9,360"
3/17/20,Germany,Deaths,26
3/17/20,Germany,Recovered,71
3/18/20,Germany,Confirmed,12327
3/18/20,Germany,Deaths,28
3/18/20,Germany,Recovered,3
3/19/2020,Germany,Confirmed,15320
3/19/2020,Germany,Deaths,44
3/19/2020,Germany,Recovered,115
3/20/2020,Germany,Confirmed,19848
3/20/2020,Germany,Deaths,68
3/20/2020,Germany,Recovered,180
3/21/2020,Germany,Confirmed,"22,364"
3/21/2020,Germany,Deaths,84
3/21/2020,Germany,Recovered,239
3/22/2020,Germany,Confirmed,"24,189"
3/22/2020,Germany,Deaths,92
3/22/2020,Germany,Recovered,266
3/17/20,Ghana,Confirmed,6
3/17/20,Ghana,Deaths,0
3/17/20,Ghana,Recovered,0
3/18/20,Ghana,Confirmed,7
3/18/20,Ghana,Deaths,0
3/18/20,Ghana,Recovered,
3/19/2020,Ghana,Confirmed,11
3/19/2020,Ghana,Deaths,0
3/19/2020,Ghana,Recovered,0
3/20/2020,Ghana,Confirmed,16
3/20/2020,Ghana,Deaths,0
3/20/2020,Ghana,Recovered,0
3/21/2020,Ghana,Confirmed,21
3/21/2020,Ghana,Deaths,1
3/21/2020,Ghana,Recovered,0
3/22/2020,Ghana,Confirmed,21
3/22/2020,Ghana,Deaths,1
3/22/2020,Ghana,Recovered,0
3/17/20,Greece,Confirmed,387
3/17/20,Greece,Deaths,5
3/17/20,Greece,Recovered,10
3/18/20,Greece,Confirmed,418
3/18/20,Greece,Deaths,5
3/18/20,Greece,Recovered,
3/19/2020,Greece,Confirmed,464
3/19/2020,Greece,Deaths,6
3/19/2020,Greece,Recovered,19
3/20/2020,Greece,Confirmed,495
3/20/2020,Greece,Deaths,10
3/20/2020,Greece,Recovered,19
3/21/2020,Greece,Confirmed,530
3/21/2020,Greece,Deaths,13
3/21/2020,Greece,Recovered,19
3/22/2020,Greece,Confirmed,624
3/22/2020,Greece,Deaths,15
3/22/2020,Greece,Recovered,19
3/17/20,Guatemala,Confirmed,8
3/17/20,Guatemala,Deaths,1
3/17/20,Guatemala,Recovered,0
3/18/20,Guatemala,Confirmed,8
3/18/20,Guatemala,Deaths,1
3/18/20,Guatemala,Recovered,
3/19/2020,Guatemala,Confirmed,9
3/19/2020,Guatemala,Deaths,1
3/19/2020,Guatemala,Recovered,0
3/20/2020,Guatemala,Confirmed,12
3/20/2020,Guatemala,Deaths,1
3/20/2020,Guatemala,Recovered,0
3/21/2020,Guatemala,Confirmed,17
3/21/2020,Guatemala,Deaths,1
3/21/2020,Guatemala,Recovered,0
3/22/2020,Guatemala,Confirmed,17
3/22/2020,Guatemala,Deaths,1
3/22/2020,Guatemala,Recovered,0
3/20/2020,Guernsey,Confirmed,2
3/20/2020,Guernsey,Deaths,0
3/20/2020,Guernsey,Recovered,0
3/21/2020,Guernsey,Confirmed,17
3/21/2020,Guernsey,Deaths,0
3/21/2020,Guernsey,Recovered,0
3/22/2020,Guernsey,Confirmed,17
3/22/2020,Guernsey,Deaths,0
3/22/2020,Guernsey,Recovered,0
3/17/20,Guinea,Confirmed,1
3/17/20,Guinea,Deaths,0
3/17/20,Guinea,Recovered,0
3/18/20,Guinea,Confirmed,1
3/18/20,Guinea,Deaths,0
3/18/20,Guinea,Recovered,
3/19/2020,Guinea,Confirmed,1
3/19/2020,Guinea,Deaths,0
3/19/2020,Guinea,Recovered,0
3/20/2020,Guinea,Confirmed,1
3/20/2020,Guinea,Deaths,0
3/20/2020,Guinea,Recovered,0
3/21/2020,Guinea,Confirmed,1
3/21/2020,Guinea,Deaths,0
3/21/2020,Guinea,Recovered,0
3/22/2020,Guinea,Confirmed,2
3/22/2020,Guinea,Deaths,0
3/22/2020,Guinea,Recovered,1
3/17/20,Guyana,Confirmed,7
3/17/20,Guyana,Deaths,1
3/17/20,Guyana,Recovered,0
3/18/20,Guyana,Confirmed,4
3/18/20,Guyana,Deaths,1
3/18/20,Guyana,Recovered,
3/19/2020,Guyana,Confirmed,4
3/19/2020,Guyana,Deaths,1
3/19/2020,Guyana,Recovered,0
3/20/2020,Guyana,Confirmed,15
3/20/2020,Guyana,Deaths,1
3/20/2020,Guyana,Recovered,0
3/21/2020,Guyana,Confirmed,4
3/21/2020,Guyana,Deaths,1
3/21/2020,Guyana,Recovered,0
3/22/2020,Guyana,Confirmed,4
3/22/2020,Guyana,Deaths,1
3/22/2020,Guyana,Recovered,0
3/19/2020,Haiti,Confirmed,2
3/19/2020,Haiti,Deaths,0
3/19/2020,Haiti,Recovered,0
3/20/2020,Haiti,Confirmed,2
3/20/2020,Haiti,Deaths,0
3/20/2020,Haiti,Recovered,0
3/21/2020,Haiti,Confirmed,2
3/21/2020,Haiti,Deaths,0
3/21/2020,Haiti,Recovered,0
3/22/2020,Haiti,Confirmed,2
3/22/2020,Haiti,Deaths,0
3/22/2020,Haiti,Recovered,0
3/17/20,Honduras,Confirmed,6
3/17/20,Honduras,Deaths,0
3/17/20,Honduras,Recovered,0
3/18/20,Honduras,Confirmed,9
3/18/20,Honduras,Deaths,0
3/18/20,Honduras,Recovered,
3/19/2020,Honduras,Confirmed,12
3/19/2020,Honduras,Deaths,0
3/19/2020,Honduras,Recovered,0
3/20/2020,Honduras,Confirmed,24
3/20/2020,Honduras,Deaths,0
3/20/2020,Honduras,Recovered,0
3/21/2020,Honduras,Confirmed,24
3/21/2020,Honduras,Deaths,0
3/21/2020,Honduras,Recovered,0
3/22/2020,Honduras,Confirmed,26
3/22/2020,Honduras,Deaths,0
3/22/2020,Honduras,Recovered,0
3/17/20,Hong Kong,Confirmed,167
3/17/20,Hong Kong,Deaths,4
3/17/20,Hong Kong,Recovered,92
3/18/20,Hong Kong,Confirmed,192
3/18/20,Hong Kong,Deaths,4
3/18/20,Hong Kong,Recovered,
3/19/2020,Hong Kong,Confirmed,208
3/19/2020,Hong Kong,Deaths,4
3/19/2020,Hong Kong,Recovered,98
3/20/2020,Hong Kong,Confirmed,256
3/20/2020,Hong Kong,Deaths,4
3/20/2020,Hong Kong,Recovered,98
3/21/2020,Hong Kong,Confirmed,273
3/21/2020,Hong Kong,Deaths,4
3/21/2020,Hong Kong,Recovered,100
3/22/2020,Hong Kong,Confirmed,317
3/22/2020,Hong Kong,Deaths,4
3/22/2020,Hong Kong,Recovered,100
3/17/20,Hungary,Confirmed,50
3/17/20,Hungary,Deaths,1
3/17/20,Hungary,Recovered,2
3/18/20,Hungary,Confirmed,58
3/18/20,Hungary,Deaths,1
3/18/20,Hungary,Recovered,
3/19/2020,Hungary,Confirmed,73
3/19/2020,Hungary,Deaths,1
3/19/2020,Hungary,Recovered,2
3/20/2020,Hungary,Confirmed,85
3/20/2020,Hungary,Deaths,4
3/20/2020,Hungary,Recovered,7
3/21/2020,Hungary,Confirmed,103
3/21/2020,Hungary,Deaths,4
3/21/2020,Hungary,Recovered,7
3/22/2020,Hungary,Confirmed,131
3/22/2020,Hungary,Deaths,6
3/22/2020,Hungary,Recovered,16
3/17/20,Iceland,Confirmed,247
3/17/20,Iceland,Deaths,0
3/17/20,Iceland,Recovered,0
3/18/20,Iceland,Confirmed,250
3/18/20,Iceland,Deaths,0
3/18/20,Iceland,Recovered,0
3/19/2020,Iceland,Confirmed,330
3/19/2020,Iceland,Deaths,0
3/19/2020,Iceland,Recovered,5
3/20/2020,Iceland,Confirmed,409
3/20/2020,Iceland,Deaths,0
3/20/2020,Iceland,Recovered,22
3/21/2020,Iceland,Confirmed,473
3/21/2020,Iceland,Deaths,0
3/21/2020,Iceland,Recovered,22
3/22/2020,Iceland,Confirmed,568
3/22/2020,Iceland,Deaths,0
3/22/2020,Iceland,Recovered,36
3/17/20,India,Confirmed,147
3/17/20,India,Deaths,3
3/17/20,India,Recovered,14
3/18/20,India,Confirmed,151
3/18/20,India,Deaths,3
3/18/20,India,Recovered,
3/19/2020,India,Confirmed,194
3/19/2020,India,Deaths,4
3/19/2020,India,Recovered,20
3/20/2020,India,Confirmed,258
3/20/2020,India,Deaths,5
3/20/2020,India,Recovered,23
3/21/2020,India,Confirmed,315
3/21/2020,India,Deaths,4
3/21/2020,India,Recovered,22
3/22/2020,India,Confirmed,360
3/22/2020,India,Deaths,7
3/22/2020,India,Recovered,24
3/17/20,Indonesia,Confirmed,172
3/17/20,Indonesia,Deaths,5
3/17/20,Indonesia,Recovered,9
3/18/20,Indonesia,Confirmed,227
3/18/20,Indonesia,Deaths,19
3/18/20,Indonesia,Recovered,
3/19/2020,Indonesia,Confirmed,309
3/19/2020,Indonesia,Deaths,25
3/19/2020,Indonesia,Recovered,15
3/20/2020,Indonesia,Confirmed,369
3/20/2020,Indonesia,Deaths,32
3/20/2020,Indonesia,Recovered,17
3/21/2020,Indonesia,Confirmed,450
3/21/2020,Indonesia,Deaths,38
3/21/2020,Indonesia,Recovered,20
3/22/2020,Indonesia,Confirmed,514
3/22/2020,Indonesia,Deaths,48
3/22/2020,Indonesia,Recovered,29
3/17/20,Iran,Confirmed,16169
3/17/20,Iran,Deaths,988
3/17/20,Iran,Recovered,5389
3/18/20,Iran,Confirmed,17361
3/18/20,Iran,Deaths,1135
3/18/20,Iran,Recovered,140
3/19/2020,Iran,Confirmed,18407
3/19/2020,Iran,Deaths,1284
3/19/2020,Iran,Recovered,"5,979"
3/20/2020,Iran,Confirmed,19644
3/20/2020,Iran,Deaths,1433
3/20/2020,Iran,Recovered,"5,979"
3/21/2020,Iran,Confirmed,"20,610"
3/21/2020,Iran,Deaths,"1,556"
3/21/2020,Iran,Recovered,"7,635"
3/22/2020,Iran,Confirmed,"21,638"
3/22/2020,Iran,Deaths,"1,685"
3/22/2020,Iran,Recovered,"7,913"
3/17/20,Iraq,Confirmed,154
3/17/20,Iraq,Deaths,11
3/17/20,Iraq,Recovered,41
3/18/20,Iraq,Confirmed,164
3/18/20,Iraq,Deaths,12
3/18/20,Iraq,Recovered,
3/19/2020,Iraq,Confirmed,192
3/19/2020,Iraq,Deaths,12
3/19/2020,Iraq,Recovered,41
3/20/2020,Iraq,Confirmed,208
3/20/2020,Iraq,Deaths,17
3/20/2020,Iraq,Recovered,49
3/21/2020,Iraq,Confirmed,214
3/21/2020,Iraq,Deaths,17
3/21/2020,Iraq,Recovered,51
3/22/2020,Iraq,Confirmed,233
3/22/2020,Iraq,Deaths,20
3/22/2020,Iraq,Recovered,57
3/17/20,Ireland,Confirmed,292
3/17/20,Ireland,Deaths,2
3/17/20,Ireland,Recovered,5
3/18/20,Ireland,Confirmed,366
3/18/20,Ireland,Deaths,2
3/18/20,Ireland,Recovered,
3/19/2020,Ireland,Confirmed,557
3/19/2020,Ireland,Deaths,3
3/19/2020,Ireland,Recovered,5
3/20/2020,Ireland,Confirmed,683
3/20/2020,Ireland,Deaths,3
3/20/2020,Ireland,Recovered,5
3/21/2020,Ireland,Confirmed,785
3/21/2020,Ireland,Deaths,3
3/21/2020,Ireland,Recovered,5
3/22/2020,Ireland,Confirmed,785
3/22/2020,Ireland,Deaths,3
3/22/2020,Ireland,Recovered,5
3/20/2020,Isle of Man,Confirmed,2
3/20/2020,Isle of Man,Deaths,0
3/20/2020,Isle of Man,Recovered,0
3/21/2020,Isle of Man,Confirmed,2
3/21/2020,Isle of Man,Deaths,0
3/21/2020,Isle of Man,Recovered,0
3/22/2020,Isle of Man,Confirmed,5
3/22/2020,Isle of Man,Deaths,0
3/22/2020,Isle of Man,Recovered,0
3/17/20,Israel,Confirmed,324
3/17/20,Israel,Deaths,0
3/17/20,Israel,Recovered,11
3/18/20,Israel,Confirmed,433
3/18/20,Israel,Deaths,0
3/18/20,Israel,Recovered,0
3/19/2020,Israel,Confirmed,677
3/19/2020,Israel,Deaths,0
3/19/2020,Israel,Recovered,12
3/20/2020,Israel,Confirmed,707
3/20/2020,Israel,Deaths,1
3/20/2020,Israel,Recovered,15
3/21/2020,Israel,Confirmed,883
3/21/2020,Israel,Deaths,1
3/21/2020,Israel,Recovered,15
3/22/2020,Israel,Confirmed,945
3/22/2020,Israel,Deaths,1
3/22/2020,Israel,Recovered,15
3/17/20,Italy,Confirmed,31506
3/17/20,Italy,Deaths,2503
3/17/20,Italy,Recovered,2941
3/18/20,Italy,Confirmed,35713
3/18/20,Italy,Deaths,2978
3/18/20,Italy,Recovered,492
3/19/2020,Italy,Confirmed,41035
3/19/2020,Italy,Deaths,3405
3/19/2020,Italy,Recovered,4440
3/20/2020,Italy,Confirmed,47021
3/20/2020,Italy,Deaths,4032
3/20/2020,Italy,Recovered,"5,129"
3/21/2020,Italy,Confirmed,"53,578"
3/21/2020,Italy,Deaths,"4,825"
3/21/2020,Italy,Recovered,"6,072"
3/22/2020,Italy,Confirmed,"53,578"
3/22/2020,Italy,Deaths,"4,825"
3/22/2020,Italy,Recovered,"6,072"
3/17/20,Ivory Coast,Confirmed,4
3/17/20,Ivory Coast,Deaths,0
3/17/20,Ivory Coast,Recovered,0
3/18/20,Ivory Coast,Confirmed,9
3/18/20,Ivory Coast,Deaths,0
3/18/20,Ivory Coast,Recovered,
3/19/2020,Ivory Coast,Confirmed,9
3/19/2020,Ivory Coast,Deaths,0
3/19/2020,Ivory Coast,Recovered,1
3/20/2020,Ivory Coast,Confirmed,9
3/20/2020,Ivory Coast,Deaths,0
3/20/2020,Ivory Coast,Recovered,1
3/21/2020,Ivory Coast,Confirmed,14
3/21/2020,Ivory Coast,Deaths,0
3/21/2020,Ivory Coast,Recovered,1
3/22/2020,Ivory Coast,Confirmed,17
3/22/2020,Ivory Coast,Deaths,0
3/22/2020,Ivory Coast,Recovered,1
3/17/20,Jamaica,Confirmed,15
3/17/20,Jamaica,Deaths,0
3/17/20,Jamaica,Recovered,2
3/18/20,Jamaica,Confirmed,15
3/18/20,Jamaica,Deaths,1
3/18/20,Jamaica,Recovered,
3/19/2020,Jamaica,Confirmed,15
3/19/2020,Jamaica,Deaths,1
3/19/2020,Jamaica,Recovered,2
3/20/2020,Jamaica,Confirmed,15
3/20/2020,Jamaica,Deaths,1
3/20/2020,Jamaica,Recovered,2
3/21/2020,Jamaica,Confirmed,19
3/21/2020,Jamaica,Deaths,1
3/21/2020,Jamaica,Recovered,2
3/22/2020,Jamaica,Confirmed,19
3/22/2020,Jamaica,Deaths,1
3/22/2020,Jamaica,Recovered,2
3/17/20,Japan,Confirmed,878
3/17/20,Japan,Deaths,28
3/17/20,Japan,Recovered,164
3/18/20,Japan,Confirmed,899
3/18/20,Japan,Deaths,29
3/18/20,Japan,Recovered,2
3/19/2020,Japan,Confirmed,943
3/19/2020,Japan,Deaths,33
3/19/2020,Japan,Recovered,191
3/20/2020,Japan,Confirmed,963
3/20/2020,Japan,Deaths,33
3/20/2020,Japan,Recovered,215
3/21/2020,Japan,Confirmed,"1,054"
3/21/2020,Japan,Deaths,36
3/21/2020,Japan,Recovered,215
3/22/2020,Japan,Confirmed,"1,054"
3/22/2020,Japan,Deaths,36
3/22/2020,Japan,Recovered,215
3/20/2020,Jersey,Confirmed,12
3/20/2020,Jersey,Deaths,0
3/20/2020,Jersey,Recovered,0
3/21/2020,Jersey,Confirmed,15
3/21/2020,Jersey,Deaths,0
3/21/2020,Jersey,Recovered,0
3/22/2020,Jersey,Confirmed,15
3/22/2020,Jersey,Deaths,0
3/22/2020,Jersey,Recovered,0
3/17/20,Jordan,Confirmed,48
3/17/20,Jordan,Deaths,0
3/17/20,Jordan,Recovered,1
3/18/20,Jordan,Confirmed,56
3/18/20,Jordan,Deaths,0
3/18/20,Jordan,Recovered,
3/19/2020,Jordan,Confirmed,69
3/19/2020,Jordan,Deaths,0
3/19/2020,Jordan,Recovered,1
3/20/2020,Jordan,Confirmed,85
3/20/2020,Jordan,Deaths,0
3/20/2020,Jordan,Recovered,1
3/21/2020,Jordan,Confirmed,99
3/21/2020,Jordan,Deaths,0
3/21/2020,Jordan,Recovered,1
3/22/2020,Jordan,Confirmed,99
3/22/2020,Jordan,Deaths,0
