Date,Country,Type,Cases
3/19/2020,Bahrain,Deaths,1
3/19/2020,Bahrain,Critical,3
3/19/2020,Bahrain,Recovered,110
3/20/2020,Bahrain,Confirmed,279
3/20/2020,Bahrain,Deaths,1
3/20/2020,Bahrain,Critical,3
3/20/2020,Bahrain,Recovered,110
3/21/2020,Bahrain,Confirmed,310
3/21/2020,Bahrain,Deaths,1
3/21/2020,Bahrain,Critical,4
3/21/2020,Bahrain,Recovered,125
3/22/2020,Bahrain,Confirmed,334
3/22/2020,Bahrain,Deaths,2
3/22/2020,Bahrain,Critical,3
3/22/2020,Bahrain,Recovered,149
3/17/2020,Bangladesh,Confirmed,10
3/17/2020,Bangladesh,Deaths,0
3/17/2020,Bangladesh,Critical,
3/17/2020,Bangladesh,Recovered,
3/18/2020,Bangladesh,Confirmed,11
3/18/2020,Bangladesh,Deaths,1
3/18/2020,Bangladesh,Critical,
3/18/2020,Bangladesh,Recovered,
3/19/2020,Bangladesh,Confirmed,17
3/19/2020,Bangladesh,Deaths,1
3/19/2020,Bangladesh,Critical,
3/19/2020,Bangladesh,Recovered,
3/20/2020,Bangladesh,Confirmed,20
3/20/2020,Bangladesh,Deaths,1
3/20/2020,Bangladesh,Critical,0
3/20/2020,Bangladesh,Recovered,0
3/21/2020,Bangladesh,Confirmed,24
3/21/2020,Bangladesh,Deaths,2
3/21/2020,Bangladesh,Critical,N/A
3/21/2020,Bangladesh,Recovered,N/A
3/22/2020,Bangladesh,Confirmed,24
3/22/2020,Bangladesh,Deaths,2
3/22/2020,Bangladesh,Critical,N/A
3/22/2020,Bangladesh,Recovered,N/A
3/19/2020,Barbados,Confirmed,2
3/19/2020,Barbados,Deaths,0
3/19/2020,Barbados,Critical,
3/19/2020,Barbados,Recovered,
3/20/2020,Barbados,Confirmed,5
3/20/2020,Barbados,Deaths,0
3/20/2020,Barbados,Critical,0
3/20/2020,Barbados,Recovered,0
3/21/2020,Barbados,Confirmed,6
3/21/2020,Barbados,Deaths,0
3/21/2020,Barbados,Critical,N/A
3/21/2020,Barbados,Recovered,N/A
3/22/2020,Barbados,Confirmed,6
3/22/2020,Barbados,Deaths,0
3/22/2020,Barbados,Critical,N/A
3/22/2020,Barbados,Recovered,N/A
3/17/2020,Belarus,Confirmed,36
3/17/2020,Belarus,Deaths,0
3/17/2020,Belarus,Critical,
3/17/2020,Belarus,Recovered,3
3/18/2020,Belarus,Confirmed,51
3/18/2020,Belarus,Deaths,0
3/18/2020,Belarus,Critical,
3/18/2020,Belarus,Recovered,5
3/19/2020,Belarus,Confirmed,51
3/19/2020,Belarus,Deaths,0
3/19/2020,Belarus,Critical,
3/19/2020,Belarus,Recovered,5
3/20/2020,Belarus,Confirmed,57
3/20/2020,Belarus,Deaths,0
3/20/2020,Belarus,Critical,0
3/20/2020,Belarus,Recovered,15
3/21/2020,Belarus,Confirmed,69
3/21/2020,Belarus,Deaths,0
3/21/2020,Belarus,Critical,N/A
3/21/2020,Belarus,Recovered,15
3/22/2020,Belarus,Confirmed,76
3/22/2020,Belarus,Deaths,0
3/22/2020,Belarus,Critical,N/A
3/22/2020,Belarus,Recovered,15
3/17/2020,Belgium,Confirmed,1243
3/17/2020,Belgium,Deaths,10
3/17/2020,Belgium,Critical,
3/17/2020,Belgium,Recovered,1
3/18/2020,Belgium,Confirmed,1486
3/18/2020,Belgium,Deaths,14
3/18/2020,Belgium,Critical,
3/18/2020,Belgium,Recovered,31
3/19/2020,Belgium,Confirmed,1795
3/19/2020,Belgium,Deaths,21
3/19/2020,Belgium,Critical,
3/19/2020,Belgium,Recovered,31
3/20/2020,Belgium,Confirmed,1795
3/20/2020,Belgium,Deaths,21
3/20/2020,Belgium,Critical,100
3/20/2020,Belgium,Recovered,31
3/21/2020,Belgium,Confirmed,2815
3/21/2020,Belgium,Deaths,67
3/21/2020,Belgium,Critical,238
3/21/2020,Belgium,Recovered,31
3/22/2020,Belgium,Confirmed,3401
3/22/2020,Belgium,Deaths,75
3/22/2020,Belgium,Critical,290
3/22/2020,Belgium,Recovered,340
3/17/2020,Benin,Confirmed,1
3/17/2020,Benin,Deaths,0
3/17/2020,Benin,Critical,
3/17/2020,Benin,Recovered,
3/18/2020,Benin,Confirmed,1
3/18/2020,Benin,Deaths,0
3/18/2020,Benin,Critical,
3/18/2020,Benin,Recovered,
3/19/2020,Benin,Confirmed,2
3/19/2020,Benin,Deaths,0
3/19/2020,Benin,Critical,
3/19/2020,Benin,Recovered,
3/20/2020,Benin,Confirmed,2
3/20/2020,Benin,Deaths,0
3/20/2020,Benin,Critical,0
3/20/2020,Benin,Recovered,0
3/21/2020,Benin,Confirmed,2
3/21/2020,Benin,Deaths,0
3/21/2020,Benin,Critical,N/A
3/21/2020,Benin,Recovered,N/A
3/22/2020,Benin,Confirmed,2
3/22/2020,Benin,Deaths,0
3/22/2020,Benin,Critical,N/A
3/22/2020,Benin,Recovered,N/A
3/17/2020,Bhutan,Confirmed,1
3/17/2020,Bhutan,Deaths,0
3/17/2020,Bhutan,Critical,
3/17/2020,Bhutan,Recovered,
3/18/2020,Bhutan,Confirmed,1
3/18/2020,Bhutan,Deaths,0
3/18/2020,Bhutan,Critical,
3/18/2020,Bhutan,Recovered,
3/19/2020,Bhutan,Confirmed,1
3/19/2020,Bhutan,Deaths,0
3/19/2020,Bhutan,Critical,
3/19/2020,Bhutan,Recovered,
3/20/2020,Bhutan,Confirmed,2
3/20/2020,Bhutan,Deaths,0
3/20/2020,Bhutan,Critical,0
3/20/2020,Bhutan,Recovered,0
3/21/2020,Bhutan,Confirmed,2
3/21/2020,Bhutan,Deaths,0
3/21/2020,Bhutan,Critical,N/A
3/21/2020,Bhutan,Recovered,N/A
3/22/2020,Bhutan,Confirmed,2
3/22/2020,Bhutan,Deaths,0
3/22/2020,Bhutan,Critical,N/A
3/22/2020,Bhutan,Recovered,N/A
3/17/2020,Bolivia,Confirmed,11
3/17/2020,Bolivia,Deaths,0
3/17/2020,Bolivia,Critical,
3/17/2020,Bolivia,Recovered,
3/18/2020,Bolivia,Confirmed,12
3/18/2020,Bolivia,Deaths,0
3/18/2020,Bolivia,Critical,
3/18/2020,Bolivia,Recovered,
3/19/2020,Bolivia,Confirmed,15
3/19/2020,Bolivia,Deaths,0
3/19/2020,Bolivia,Critical,
3/19/2020,Bolivia,Recovered,
3/20/2020,Bolivia,Confirmed,15
3/20/2020,Bolivia,Deaths,0
3/20/2020,Bolivia,Critical,0
3/20/2020,Bolivia,Recovered,0
3/21/2020,Bolivia,Confirmed,19
3/21/2020,Bolivia,Deaths,0
3/21/2020,Bolivia,Critical,N/A
3/21/2020,Bolivia,Recovered,N/A
3/22/2020,Bolivia,Confirmed,27
3/22/2020,Bolivia,Deaths,0
3/22/2020,Bolivia,Critical,N/A
3/22/2020,Bolivia,Recovered,N/A
3/17/2020,Bosnia,Confirmed,26
3/17/2020,Bosnia,Deaths,0
3/17/2020,Bosnia,Critical,
3/17/2020,Bosnia,Recovered,
3/18/2020,Bosnia,Confirmed,34
3/18/2020,Bosnia,Deaths,0
3/18/2020,Bosnia,Critical,
3/18/2020,Bosnia,Recovered,
3/19/2020,Bosnia,Confirmed,36
3/19/2020,Bosnia,Deaths,0
3/19/2020,Bosnia,Critical,
3/19/2020,Bosnia,Recovered,
3/20/2020,Bosnia,Confirmed,69
3/20/2020,Bosnia,Deaths,0
3/20/2020,Bosnia,Critical,0
3/20/2020,Bosnia,Recovered,2
3/21/2020,Bosnia,Confirmed,90
3/21/2020,Bosnia,Deaths,0
3/21/2020,Bosnia,Critical,N/A
3/21/2020,Bosnia,Recovered,2
3/22/2020,Bosnia,Confirmed,94
3/22/2020,Bosnia,Deaths,1
3/22/2020,Bosnia,Critical,N/A
3/22/2020,Bosnia,Recovered,2
3/17/2020,Brazil,Confirmed,346
3/17/2020,Brazil,Deaths,1
3/17/2020,Brazil,Critical,
3/17/2020,Brazil,Recovered,1
3/18/2020,Brazil,Confirmed,509
3/18/2020,Brazil,Deaths,4
3/18/2020,Brazil,Critical,
3/18/2020,Brazil,Recovered,1
3/19/2020,Brazil,Confirmed,635
3/19/2020,Brazil,Deaths,7
3/19/2020,Brazil,Critical,
3/19/2020,Brazil,Recovered,1
3/20/2020,Brazil,Confirmed,904
3/20/2020,Brazil,Deaths,11
3/20/2020,Brazil,Critical,0
3/20/2020,Brazil,Recovered,1
3/21/2020,Brazil,Confirmed,1178
3/21/2020,Brazil,Deaths,18
3/21/2020,Brazil,Critical,N/A
3/21/2020,Brazil,Recovered,1
3/22/2020,Brazil,Confirmed,1546
3/22/2020,Brazil,Deaths,25
3/22/2020,Brazil,Critical,N/A
3/22/2020,Brazil,Recovered,1
3/17/2020,Brunei,Confirmed,54
3/17/2020,Brunei,Deaths,0
3/17/2020,Brunei,Critical,
3/17/2020,Brunei,Recovered,
3/18/2020,Brunei,Confirmed,56
3/18/2020,Brunei,Deaths,0
3/18/2020,Brunei,Critical,2
3/18/2020,Brunei,Recovered,0
3/19/2020,Brunei,Confirmed,68
3/19/2020,Brunei,Deaths,0
3/19/2020,Brunei,Critical,2
3/19/2020,Brunei,Recovered,0
3/20/2020,Brunei,Confirmed,73
3/20/2020,Brunei,Deaths,0
3/20/2020,Brunei,Critical,2
3/20/2020,Brunei,Recovered,0
3/21/2020,Brunei,Confirmed,78
3/21/2020,Brunei,Deaths,0
3/21/2020,Brunei,Critical,2
3/21/2020,Brunei,Recovered,1
3/22/2020,Brunei,Confirmed,88
3/22/2020,Brunei,Deaths,0
3/22/2020,Brunei,Critical,6
3/22/2020,Brunei,Recovered,2
3/17/2020,Bulgaria,Confirmed,67
3/17/2020,Bulgaria,Deaths,2
3/17/2020,Bulgaria,Critical,
3/17/2020,Bulgaria,Recovered,
3/18/2020,Bulgaria,Confirmed,81
3/18/2020,Bulgaria,Deaths,2
3/18/2020,Bulgaria,Critical,
3/18/2020,Bulgaria,Recovered,
3/19/2020,Bulgaria,Confirmed,94
3/19/2020,Bulgaria,Deaths,3
3/19/2020,Bulgaria,Critical,
3/19/2020,Bulgaria,Recovered,
3/20/2020,Bulgaria,Confirmed,112
3/20/2020,Bulgaria,Deaths,3
3/20/2020,Bulgaria,Critical,0
3/20/2020,Bulgaria,Recovered,0
3/21/2020,Bulgaria,Confirmed,142
3/21/2020,Bulgaria,Deaths,3
3/21/2020,Bulgaria,Critical,N/A
3/21/2020,Bulgaria,Recovered,3
3/22/2020,Bulgaria,Confirmed,171
3/22/2020,Bulgaria,Deaths,3
3/22/2020,Bulgaria,Critical,N/A
3/22/2020,Bulgaria,Recovered,3
3/17/2020,Burkina Faso,Confirmed,20
3/17/2020,Burkina Faso,Deaths,0
3/17/2020,Burkina Faso,Critical,
3/17/2020,Burkina Faso,Recovered,
3/18/2020,Burkina Faso,Confirmed,27
3/18/2020,Burkina Faso,Deaths,1
3/18/2020,Burkina Faso,Critical,
3/18/2020,Burkina Faso,Recovered,
3/19/2020,Burkina Faso,Confirmed,27
3/19/2020,Burkina Faso,Deaths,1
3/19/2020,Burkina Faso,Critical,
3/19/2020,Burkina Faso,Recovered,
3/20/2020,Burkina Faso,Confirmed,40
3/20/2020,Burkina Faso,Deaths,1
3/20/2020,Burkina Faso,Critical,0
3/20/2020,Burkina Faso,Recovered,4
3/21/2020,Burkina Faso,Confirmed,40
3/21/2020,Burkina Faso,Deaths,1
3/21/2020,Burkina Faso,Critical,N/A
3/21/2020,Burkina Faso,Recovered,4
3/22/2020,Burkina Faso,Confirmed,64
3/22/2020,Burkina Faso,Deaths,3
3/22/2020,Burkina Faso,Critical,N/A
3/22/2020,Burkina Faso,Recovered,4
3/17/2020,Cambodia,Confirmed,33
3/17/2020,Cambodia,Deaths,0
3/17/2020,Cambodia,Critical,
3/17/2020,Cambodia,Recovered,1
3/18/2020,Cambodia,Confirmed,33
3/18/2020,Cambodia,Deaths,0
3/18/2020,Cambodia,Critical,
3/18/2020,Cambodia,Recovered,1
3/19/2020,Cambodia,Confirmed,37
3/19/2020,Cambodia,Deaths,0
3/19/2020,Cambodia,Critical,
3/19/2020,Cambodia,Recovered,1
3/20/2020,Cambodia,Confirmed,47
3/20/2020,Cambodia,Deaths,0
3/20/2020,Cambodia,Critical,0
3/20/2020,Cambodia,Recovered,1
3/21/2020,Cambodia,Confirmed,51
3/21/2020,Cambodia,Deaths,0
3/21/2020,Cambodia,Critical,N/A
3/21/2020,Cambodia,Recovered,1
3/22/2020,Cambodia,Confirmed,51
3/22/2020,Cambodia,Deaths,0
3/22/2020,Cambodia,Critical,N/A
3/22/2020,Cambodia,Recovered,1
3/17/2020,Cameroon,Confirmed,5
3/17/2020,Cameroon,Deaths,0
3/17/2020,Cameroon,Critical,
3/17/2020,Cameroon,Recovered,
3/18/2020,Cameroon,Confirmed,10
3/18/2020,Cameroon,Deaths,0
3/18/2020,Cameroon,Critical,
3/18/2020,Cameroon,Recovered,
3/19/2020,Cameroon,Confirmed,11
3/19/2020,Cameroon,Deaths,0
3/19/2020,Cameroon,Critical,
3/19/2020,Cameroon,Recovered,
3/20/2020,Cameroon,Confirmed,21
3/20/2020,Cameroon,Deaths,0
3/20/2020,Cameroon,Critical,0
3/20/2020,Cameroon,Recovered,2
3/21/2020,Cameroon,Confirmed,27
3/21/2020,Cameroon,Deaths,0
3/21/2020,Cameroon,Critical,N/A
3/21/2020,Cameroon,Recovered,2
3/22/2020,Cameroon,Confirmed,40
3/22/2020,Cameroon,Deaths,0
3/22/2020,Cameroon,Critical,N/A
3/22/2020,Cameroon,Recovered,2
3/17/2020,Canada,Confirmed,592
3/17/2020,Canada,Deaths,8
3/17/2020,Canada,Critical,1
3/17/2020,Canada,Recovered,11
3/18/2020,Canada,Confirmed,716
3/18/2020,Canada,Deaths,9
3/18/2020,Canada,Critical,7
3/18/2020,Canada,Recovered,12
3/19/2020,Canada,Confirmed,863
3/19/2020,Canada,Deaths,12
3/19/2020,Canada,Critical,7
3/19/2020,Canada,Recovered,12
3/20/2020,Canada,Confirmed,1075
3/20/2020,Canada,Deaths,13
3/20/2020,Canada,Critical,7
3/20/2020,Canada,Recovered,13
3/21/2020,Canada,Confirmed,1318
3/21/2020,Canada,Deaths,19
3/21/2020,Canada,Critical,7
3/21/2020,Canada,Recovered,15
3/22/2020,Canada,Confirmed,1459
3/22/2020,Canada,Deaths,21
3/22/2020,Canada,Critical,7
3/22/2020,Canada,Recovered,18
3/19/2020,Cayman Islands,Confirmed,1
3/19/2020,Cayman Islands,Deaths,0
3/19/2020,Cayman Islands,Critical,
3/19/2020,Cayman Islands,Recovered,
3/20/2020,Cayman Islands,Confirmed,3
3/20/2020,Cayman Islands,Deaths,1
3/20/2020,Cayman Islands,Critical,0
3/20/2020,Cayman Islands,Recovered,0
3/21/2020,Cayman Islands,Confirmed,3
3/21/2020,Cayman Islands,Deaths,1
3/21/2020,Cayman Islands,Critical,N/A
3/21/2020,Cayman Islands,Recovered,N/A
3/22/2020,Cayman Islands,Confirmed,3
3/22/2020,Cayman Islands,Deaths,1
3/22/2020,Cayman Islands,Critical,N/A
3/22/2020,Cayman Islands,Recovered,N/A
3/17/2020,Central African Republic,Confirmed,1
3/17/2020,Central African Republic,Deaths,0
3/17/2020,Central African Republic,Critical,
3/17/2020,Central African Republic,Recovered,
3/18/2020,Central African Republic,Confirmed,1
3/18/2020,Central African Republic,Deaths,0
3/18/2020,Central African Republic,Critical,
3/18/2020,Central African Republic,Recovered,
3/19/2020,Central African Republic,Confirmed,1
3/19/2020,Central African Republic,Deaths,0
3/19/2020,Central African Republic,Critical,
3/19/2020,Central African Republic,Recovered,
3/20/2020,Central African Republic,Confirmed,1
3/20/2020,Central African Republic,Deaths,0
3/20/2020,Central African Republic,Critical,0
3/20/2020,Central African Republic,Recovered,0
3/21/2020,Central African Republic,Confirmed,1
3/21/2020,Central African Republic,Deaths,0
3/21/2020,Central African Republic,Critical,N/A
3/21/2020,Central African Republic,Recovered,N/A
3/22/2020,Central African Republic,Confirmed,1
3/22/2020,Central African Republic,Deaths,0
3/22/2020,Central African Republic,Critical,N/A
3/22/2020,Central African Republic,Recovered,N/A
3/20/2020,Chad,Confirmed,1
3/20/2020,Chad,Deaths,0
3/20/2020,Chad,Critical,0
3/20/2020,Chad,Recovered,0
3/21/2020,Chad,Confirmed,1
3/21/2020,Chad,Deaths,0
3/21/2020,Chad,Critical,N/A
3/21/2020,Chad,Recovered,N/A
3/22/2020,Chad,Confirmed,1
3/22/2020,Chad,Deaths,0
