Source,Country,State,Date,Confirmed,Recovered,Deaths,_TotalFlag
JHU,Belgium,total,2/24/20,1,1,0,1
JHU,Belgium,total,2/25/20,1,1,0,1
JHU,Belgium,total,2/26/20,1,1,0,1
JHU,Belgium,total,2/27/20,1,1,0,1
JHU,Belgium,total,2/28/20,1,1,0,1
JHU,Belgium,total,2/29/20,1,1,0,1
JHU,Belgium,total,3/1/20,2,1,0,1
JHU,Belgium,total,3/2/20,8,1,0,1
JHU,Belgium,total,3/3/20,13,1,0,1
JHU,Belgium,total,3/4/20,23,1,0,1
JHU,Belgium,total,3/5/20,50,1,0,1
JHU,Belgium,total,3/6/20,109,1,0,1
JHU,Belgium,total,3/7/20,169,1,0,1
JHU,Belgium,total,3/8/20,200,1,0,1
JHU,Belgium,total,3/9/20,239,1,0,1
JHU,Belgium,total,3/10/20,267,1,0,1
JHU,Belgium,total,3/11/20,314,1,3,1
JHU,Belgium,total,3/12/20,314,1,3,1
JHU,Belgium,total,3/13/20,559,1,3,1
JHU,Belgium,total,3/14/20,689,1,4,1
JHU,Belgium,total,3/15/20,886,1,4,1
JHU,Belgium,total,3/16/20,1058,1,5,1
JHU,Belgium,total,3/17/20,1243,1,10,1
JHU,Belgium,total,3/18/20,1486,31,14,1
JHU,Belgium,total,3/19/20,1795,31,21,1
JHU,Belgium,total,3/20/20,2257,1,37,1
JHU,Belgium,total,3/21/20,2815,263,67,1
JHU,Benin,total,1/22/20,0,0,0,1
JHU,Benin,total,1/23/20,0,0,0,1
JHU,Benin,total,1/24/20,0,0,0,1
JHU,Benin,total,1/25/20,0,0,0,1
JHU,Benin,total,1/26/20,0,0,0,1
JHU,Benin,total,1/27/20,0,0,0,1
JHU,Benin,total,1/28/20,0,0,0,1
JHU,Benin,total,1/29/20,0,0,0,1
JHU,Benin,total,1/30/20,0,0,0,1
JHU,Benin,total,1/31/20,0,0,0,1
JHU,Benin,total,2/1/20,0,0,0,1
JHU,Benin,total,2/2/20,0,0,0,1
JHU,Benin,total,2/3/20,0,0,0,1
JHU,Benin,total,2/4/20,0,0,0,1
JHU,Benin,total,2/5/20,0,0,0,1
JHU,Benin,total,2/6/20,0,0,0,1
JHU,Benin,total,2/7/20,0,0,0,1
JHU,Benin,total,2/8/20,0,0,0,1
JHU,Benin,total,2/9/20,0,0,0,1
JHU,Benin,total,2/10/20,0,0,0,1
JHU,Benin,total,2/11/20,0,0,0,1
JHU,Benin,total,2/12/20,0,0,0,1
JHU,Benin,total,2/13/20,0,0,0,1
JHU,Benin,total,2/14/20,0,0,0,1
JHU,Benin,total,2/15/20,0,0,0,1
JHU,Benin,total,2/16/20,0,0,0,1
JHU,Benin,total,2/17/20,0,0,0,1
JHU,Benin,total,2/18/20,0,0,0,1
JHU,Benin,total,2/19/20,0,0,0,1
JHU,Benin,total,2/20/20,0,0,0,1
JHU,Benin,total,2/21/20,0,0,0,1
JHU,Benin,total,2/22/20,0,0,0,1
JHU,Benin,total,2/23/20,0,0,0,1
JHU,Benin,total,2/24/20,0,0,0,1
JHU,Benin,total,2/25/20,0,0,0,1
JHU,Benin,total,2/26/20,0,0,0,1
JHU,Benin,total,2/27/20,0,0,0,1
JHU,Benin,total,2/28/20,0,0,0,1
JHU,Benin,total,2/29/20,0,0,0,1
JHU,Benin,total,3/1/20,0,0,0,1
JHU,Benin,total,3/2/20,0,0,0,1
JHU,Benin,total,3/3/20,0,0,0,1
JHU,Benin,total,3/4/20,0,0,0,1
JHU,Benin,total,3/5/20,0,0,0,1
JHU,Benin,total,3/6/20,0,0,0,1
JHU,Benin,total,3/7/20,0,0,0,1
JHU,Benin,total,3/8/20,0,0,0,1
JHU,Benin,total,3/9/20,0,0,0,1
JHU,Benin,total,3/10/20,0,0,0,1
JHU,Benin,total,3/11/20,0,0,0,1
JHU,Benin,total,3/12/20,0,0,0,1
JHU,Benin,total,3/13/20,0,0,0,1
JHU,Benin,total,3/14/20,0,0,0,1
JHU,Benin,total,3/15/20,0,0,0,1
JHU,Benin,total,3/16/20,1,0,0,1
JHU,Benin,total,3/17/20,1,0,0,1
JHU,Benin,total,3/18/20,2,0,0,1
JHU,Benin,total,3/19/20,2,0,0,1
JHU,Benin,total,3/20/20,2,0,0,1
JHU,Benin,total,3/21/20,2,0,0,1
JHU,Bhutan,total,1/22/20,0,0,0,1
JHU,Bhutan,total,1/23/20,0,0,0,1
JHU,Bhutan,total,1/24/20,0,0,0,1
JHU,Bhutan,total,1/25/20,0,0,0,1
JHU,Bhutan,total,1/26/20,0,0,0,1
JHU,Bhutan,total,1/27/20,0,0,0,1
JHU,Bhutan,total,1/28/20,0,0,0,1
JHU,Bhutan,total,1/29/20,0,0,0,1
JHU,Bhutan,total,1/30/20,0,0,0,1
JHU,Bhutan,total,1/31/20,0,0,0,1
JHU,Bhutan,total,2/1/20,0,0,0,1
JHU,Bhutan,total,2/2/20,0,0,0,1
JHU,Bhutan,total,2/3/20,0,0,0,1
JHU,Bhutan,total,2/4/20,0,0,0,1
JHU,Bhutan,total,2/5/20,0,0,0,1
JHU,Bhutan,total,2/6/20,0,0,0,1
JHU,Bhutan,total,2/7/20,0,0,0,1
JHU,Bhutan,total,2/8/20,0,0,0,1
JHU,Bhutan,total,2/9/20,0,0,0,1
JHU,Bhutan,total,2/10/20,0,0,0,1
JHU,Bhutan,total,2/11/20,0,0,0,1
JHU,Bhutan,total,2/12/20,0,0,0,1
JHU,Bhutan,total,2/13/20,0,0,0,1
JHU,Bhutan,total,2/14/20,0,0,0,1
JHU,Bhutan,total,2/15/20,0,0,0,1
JHU,Bhutan,total,2/16/20,0,0,0,1
JHU,Bhutan,total,2/17/20,0,0,0,1
JHU,Bhutan,total,2/18/20,0,0,0,1
JHU,Bhutan,total,2/19/20,0,0,0,1
JHU,Bhutan,total,2/20/20,0,0,0,1
JHU,Bhutan,total,2/21/20,0,0,0,1
JHU,Bhutan,total,2/22/20,0,0,0,1
JHU,Bhutan,total,2/23/20,0,0,0,1
JHU,Bhutan,total,2/24/20,0,0,0,1
JHU,Bhutan,total,2/25/20,0,0,0,1
JHU,Bhutan,total,2/26/20,0,0,0,1
JHU,Bhutan,total,2/27/20,0,0,0,1
JHU,Bhutan,total,2/28/20,0,0,0,1
JHU,Bhutan,total,2/29/20,0,0,0,1
JHU,Bhutan,total,3/1/20,0,0,0,1
JHU,Bhutan,total,3/2/20,0,0,0,1
JHU,Bhutan,total,3/3/20,0,0,0,1
JHU,Bhutan,total,3/4/20,0,0,0,1
JHU,Bhutan,total,3/5/20,0,0,0,1
JHU,Bhutan,total,3/6/20,1,0,0,1
JHU,Bhutan,total,3/7/20,1,0,0,1
JHU,Bhutan,total,3/8/20,1,0,0,1
JHU,Bhutan,total,3/9/20,1,0,0,1
JHU,Bhutan,total,3/10/20,1,0,0,1
JHU,Bhutan,total,3/11/20,1,0,0,1
JHU,Bhutan,total,3/12/20,1,0,0,1
JHU,Bhutan,total,3/13/20,1,0,0,1
JHU,Bhutan,total,3/14/20,1,0,0,1
JHU,Bhutan,total,3/15/20,1,0,0,1
JHU,Bhutan,total,3/16/20,1,0,0,1
JHU,Bhutan,total,3/17/20,1,0,0,1
JHU,Bhutan,total,3/18/20,1,0,0,1
JHU,Bhutan,total,3/19/20,1,0,0,1
JHU,Bhutan,total,3/20/20,2,0,0,1
JHU,Bhutan,total,3/21/20,2,0,0,1
JHU,Bolivia,total,1/22/20,0,0,0,1
JHU,Bolivia,total,1/23/20,0,0,0,1
JHU,Bolivia,total,1/24/20,0,0,0,1
JHU,Bolivia,total,1/25/20,0,0,0,1
JHU,Bolivia,total,1/26/20,0,0,0,1
JHU,Bolivia,total,1/27/20,0,0,0,1
JHU,Bolivia,total,1/28/20,0,0,0,1
JHU,Bolivia,total,1/29/20,0,0,0,1
JHU,Bolivia,total,1/30/20,0,0,0,1
JHU,Bolivia,total,1/31/20,0,0,0,1
JHU,Bolivia,total,2/1/20,0,0,0,1
JHU,Bolivia,total,2/2/20,0,0,0,1
JHU,Bolivia,total,2/3/20,0,0,0,1
JHU,Bolivia,total,2/4/20,0,0,0,1
JHU,Bolivia,total,2/5/20,0,0,0,1
JHU,Bolivia,total,2/6/20,0,0,0,1
JHU,Bolivia,total,2/7/20,0,0,0,1
JHU,Bolivia,total,2/8/20,0,0,0,1
JHU,Bolivia,total,2/9/20,0,0,0,1
JHU,Bolivia,total,2/10/20,0,0,0,1
JHU,Bolivia,total,2/11/20,0,0,0,1
JHU,Bolivia,total,2/12/20,0,0,0,1
JHU,Bolivia,total,2/13/20,0,0,0,1
JHU,Bolivia,total,2/14/20,0,0,0,1
JHU,Bolivia,total,2/15/20,0,0,0,1
JHU,Bolivia,total,2/16/20,0,0,0,1
JHU,Bolivia,total,2/17/20,0,0,0,1
JHU,Bolivia,total,2/18/20,0,0,0,1
JHU,Bolivia,total,2/19/20,0,0,0,1
JHU,Bolivia,total,2/20/20,0,0,0,1
JHU,Bolivia,total,2/21/20,0,0,0,1
JHU,Bolivia,total,2/22/20,0,0,0,1
JHU,Bolivia,total,2/23/20,0,0,0,1
JHU,Bolivia,total,2/24/20,0,0,0,1
JHU,Bolivia,total,2/25/20,0,0,0,1
JHU,Bolivia,total,2/26/20,0,0,0,1
JHU,Bolivia,total,2/27/20,0,0,0,1
JHU,Bolivia,total,2/28/20,0,0,0,1
JHU,Bolivia,total,2/29/20,0,0,0,1
JHU,Bolivia,total,3/1/20,0,0,0,1
JHU,Bolivia,total,3/2/20,0,0,0,1
JHU,Bolivia,total,3/3/20,0,0,0,1
JHU,Bolivia,total,3/4/20,0,0,0,1
JHU,Bolivia,total,3/5/20,0,0,0,1
JHU,Bolivia,total,3/6/20,0,0,0,1
JHU,Bolivia,total,3/7/20,0,0,0,1
JHU,Bolivia,total,3/8/20,0,0,0,1
JHU,Bolivia,total,3/9/20,0,0,0,1
JHU,Bolivia,total,3/10/20,0,0,0,1
JHU,Bolivia,total,3/11/20,2,0,0,1
JHU,Bolivia,total,3/12/20,2,0,0,1
JHU,Bolivia,total,3/13/20,3,0,0,1
JHU,Bolivia,total,3/14/20,10,0,0,1
JHU,Bolivia,total,3/15/20,10,0,0,1
JHU,Bolivia,total,3/16/20,11,0,0,1
JHU,Bolivia,total,3/17/20,11,0,0,1
JHU,Bolivia,total,3/18/20,12,0,0,1
JHU,Bolivia,total,3/19/20,12,0,0,1
JHU,Bolivia,total,3/20/20,15,0,0,1
JHU,Bolivia,total,3/21/20,19,0,0,1
JHU,Bosnia and Herzegovina,total,1/22/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/23/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/24/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/25/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/26/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/27/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/28/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/29/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/30/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,1/31/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/1/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/2/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/3/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/4/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/5/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/6/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/7/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/8/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/9/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/10/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/11/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/12/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/13/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/14/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/15/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/16/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/17/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/18/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/19/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/20/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/21/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/22/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/23/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/24/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/25/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/26/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/27/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/28/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,2/29/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,3/1/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,3/2/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,3/3/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,3/4/20,0,0,0,1
JHU,Bosnia and Herzegovina,total,3/5/20,2,0,0,1
JHU,Bosnia and Herzegovina,total,3/6/20,2,0,0,1
JHU,Bosnia and Herzegovina,total,3/7/20,3,0,0,1
JHU,Bosnia and Herzegovina,total,3/8/20,3,0,0,1
JHU,Bosnia and Herzegovina,total,3/9/20,3,0,0,1
JHU,Bosnia and Herzegovina,total,3/10/20,5,0,0,1
JHU,Bosnia and Herzegovina,total,3/11/20,7,0,0,1
JHU,Bosnia and Herzegovina,total,3/12/20,11,0,0,1
JHU,Bosnia and Herzegovina,total,3/13/20,13,0,0,1
JHU,Bosnia and Herzegovina,total,3/14/20,18,0,0,1
JHU,Bosnia and Herzegovina,total,3/15/20,24,0,0,1
JHU,Bosnia and Herzegovina,total,3/16/20,25,0,0,1
JHU,Bosnia and Herzegovina,total,3/17/20,26,2,0,1
JHU,Bosnia and Herzegovina,total,3/18/20,38,2,0,1
JHU,Bosnia and Herzegovina,total,3/19/20,63,2,0,1
JHU,Bosnia and Herzegovina,total,3/20/20,89,2,0,1
JHU,Bosnia and Herzegovina,total,3/21/20,93,2,1,1
JHU,Brazil,total,1/22/20,0,0,0,1
JHU,Brazil,total,1/23/20,0,0,0,1
JHU,Brazil,total,1/24/20,0,0,0,1
JHU,Brazil,total,1/25/20,0,0,0,1
JHU,Brazil,total,1/26/20,0,0,0,1
JHU,Brazil,total,1/27/20,0,0,0,1
JHU,Brazil,total,1/28/20,0,0,0,1
JHU,Brazil,total,1/29/20,0,0,0,1
JHU,Brazil,total,1/30/20,0,0,0,1
JHU,Brazil,total,1/31/20,0,0,0,1
JHU,Brazil,total,2/1/20,0,0,0,1
JHU,Brazil,total,2/2/20,0,0,0,1
JHU,Brazil,total,2/3/20,0,0,0,1
JHU,Brazil,total,2/4/20,0,0,0,1
JHU,Brazil,total,2/5/20,0,0,0,1
JHU,Brazil,total,2/6/20,0,0,0,1
JHU,Brazil,total,2/7/20,0,0,0,1
JHU,Brazil,total,2/8/20,0,0,0,1
JHU,Brazil,total,2/9/20,0,0,0,1
JHU,Brazil,total,2/10/20,0,0,0,1
JHU,Brazil,total,2/11/20,0,0,0,1
JHU,Brazil,total,2/12/20,0,0,0,1
JHU,Brazil,total,2/13/20,0,0,0,1
JHU,Brazil,total,2/14/20,0,0,0,1
JHU,Brazil,total,2/15/20,0,0,0,1
JHU,Brazil,total,2/16/20,0,0,0,1
JHU,Brazil,total,2/17/20,0,0,0,1
JHU,Brazil,total,2/18/20,0,0,0,1
JHU,Brazil,total,2/19/20,0,0,0,1
JHU,Brazil,total,2/20/20,0,0,0,1
JHU,Brazil,total,2/21/20,0,0,0,1
JHU,Brazil,total,2/22/20,0,0,0,1
JHU,Brazil,total,2/23/20,0,0,0,1
JHU,Brazil,total,2/24/20,0,0,0,1
JHU,Brazil,total,2/25/20,0,0,0,1
JHU,Brazil,total,2/26/20,1,0,0,1
JHU,Brazil,total,2/27/20,1,0,0,1
JHU,Brazil,total,2/28/20,1,0,0,1
JHU,Brazil,total,2/29/20,2,0,0,1
JHU,Brazil,total,3/1/20,2,0,0,1
JHU,Brazil,total,3/2/20,2,0,0,1
JHU,Brazil,total,3/3/20,2,0,0,1
JHU,Brazil,total,3/4/20,4,0,0,1
JHU,Brazil,total,3/5/20,4,0,0,1
JHU,Brazil,total,3/6/20,13,0,0,1
JHU,Brazil,total,3/7/20,13,0,0,1
JHU,Brazil,total,3/8/20,20,0,0,1
JHU,Brazil,total,3/9/20,25,0,0,1
JHU,Brazil,total,3/10/20,31,0,0,1
JHU,Brazil,total,3/11/20,38,0,0,1
JHU,Brazil,total,3/12/20,52,0,0,1
JHU,Brazil,total,3/13/20,151,0,0,1
JHU,Brazil,total,3/14/20,151,0,0,1
JHU,Brazil,total,3/15/20,162,0,0,1
JHU,Brazil,total,3/16/20,200,1,0,1
JHU,Brazil,total,3/17/20,321,2,1,1
JHU,Brazil,total,3/18/20,372,2,3,1
JHU,Brazil,total,3/19/20,621,2,6,1
JHU,Brazil,total,3/20/20,793,2,11,1
JHU,Brazil,total,3/21/20,1021,2,15,1
JHU,Brunei,total,1/22/20,0,0,0,1
JHU,Brunei,total,1/23/20,0,0,0,1
JHU,Brunei,total,1/24/20,0,0,0,1
JHU,Brunei,total,1/25/20,0,0,0,1
JHU,Brunei,total,1/26/20,0,0,0,1
JHU,Brunei,total,1/27/20,0,0,0,1
JHU,Brunei,total,1/28/20,0,0,0,1
JHU,Brunei,total,1/29/20,0,0,0,1
JHU,Brunei,total,1/30/20,0,0,0,1
JHU,Brunei,total,1/31/20,0,0,0,1
JHU,Brunei,total,2/1/20,0,0,0,1
JHU,Brunei,total,2/2/20,0,0,0,1
JHU,Brunei,total,2/3/20,0,0,0,1
JHU,Brunei,total,2/4/20,0,0,0,1
JHU,Brunei,total,2/5/20,0,0,0,1
JHU,Brunei,total,2/6/20,0,0,0,1
JHU,Brunei,total,2/7/20,0,0,0,1
JHU,Brunei,total,2/8/20,0,0,0,1
JHU,Brunei,total,2/9/20,0,0,0,1
JHU,Brunei,total,2/10/20,0,0,0,1
JHU,Brunei,total,2/11/20,0,0,0,1
JHU,Brunei,total,2/12/20,0,0,0,1
JHU,Brunei,total,2/13/20,0,0,0,1
JHU,Brunei,total,2/14/20,0,0,0,1
JHU,Brunei,total,2/15/20,0,0,0,1
JHU,Brunei,total,2/16/20,0,0,0,1
JHU,Brunei,total,2/17/20,0,0,0,1
JHU,Brunei,total,2/18/20,0,0,0,1
JHU,Brunei,total,2/19/20,0,0,0,1
JHU,Brunei,total,2/20/20,0,0,0,1
JHU,Brunei,total,2/21/20,0,0,0,1
JHU,Brunei,total,2/22/20,0,0,0,1
JHU,Brunei,total,2/23/20,0,0,0,1
JHU,Brunei,total,2/24/20,0,0,0,1
JHU,Brunei,total,2/25/20,0,0,0,1
JHU,Brunei,total,2/26/20,0,0,0,1
JHU,Brunei,total,2/27/20,0,0,0,1
JHU,Brunei,total,2/28/20,0,0,0,1
JHU,Brunei,total,2/29/20,0,0,0,1
JHU,Brunei,total,3/1/20,0,0,0,1
JHU,Brunei,total,3/2/20,0,0,0,1
JHU,Brunei,total,3/3/20,0,0,0,1
JHU,Brunei,total,3/4/20,0,0,0,1
JHU,Brunei,total,3/5/20,0,0,0,1
JHU,Brunei,total,3/6/20,0,0,0,1
JHU,Brunei,total,3/7/20,0,0,0,1
JHU,Brunei,total,3/8/20,0,0,0,1
JHU,Brunei,total,3/9/20,1,0,0,1
JHU,Brunei,total,3/10/20,1,0,0,1
JHU,Brunei,total,3/11/20,11,0,0,1
JHU,Brunei,total,3/12/20,11,0,0,1
JHU,Brunei,total,3/13/20,37,0,0,1
JHU,Brunei,total,3/14/20,40,0,0,1
JHU,Brunei,total,3/15/20,50,0,0,1
JHU,Brunei,total,3/16/20,54,0,0,1
JHU,Brunei,total,3/17/20,56,0,0,1
JHU,Brunei,total,3/18/20,68,0,0,1
JHU,Brunei,total,3/19/20,75,0,0,1
JHU,Brunei,total,3/20/20,78,1,0,1
JHU,Brunei,total,3/21/20,83,2,0,1
JHU,Bulgaria,total,1/22/20,0,0,0,1
JHU,Bulgaria,total,1/23/20,0,0,0,1
JHU,Bulgaria,total,1/24/20,0,0,0,1
JHU,Bulgaria,total,1/25/20,0,0,0,1
JHU,Bulgaria,total,1/26/20,0,0,0,1
JHU,Bulgaria,total,1/27/20,0,0,0,1
JHU,Bulgaria,total,1/28/20,0,0,0,1
JHU,Bulgaria,total,1/29/20,0,0,0,1
JHU,Bulgaria,total,1/30/20,0,0,0,1
JHU,Bulgaria,total,1/31/20,0,0,0,1
JHU,Bulgaria,total,2/1/20,0,0,0,1
JHU,Bulgaria,total,2/2/20,0,0,0,1
JHU,Bulgaria,total,2/3/20,0,0,0,1
JHU,Bulgaria,total,2/4/20,0,0,0,1
JHU,Bulgaria,total,2/5/20,0,0,0,1
JHU,Bulgaria,total,2/6/20,0,0,0,1
JHU,Bulgaria,total,2/7/20,0,0,0,1
JHU,Bulgaria,total,2/8/20,0,0,0,1
JHU,Bulgaria,total,2/9/20,0,0,0,1
JHU,Bulgaria,total,2/10/20,0,0,0,1
JHU,Bulgaria,total,2/11/20,0,0,0,1
JHU,Bulgaria,total,2/12/20,0,0,0,1
JHU,Bulgaria,total,2/13/20,0,0,0,1
JHU,Bulgaria,total,2/14/20,0,0,0,1
JHU,Bulgaria,total,2/15/20,0,0,0,1
JHU,Bulgaria,total,2/16/20,0,0,0,1
JHU,Bulgaria,total,2/17/20,0,0,0,1
JHU,Bulgaria,total,2/18/20,0,0,0,1
JHU,Bulgaria,total,2/19/20,0,0,0,1
JHU,Bulgaria,total,2/20/20,0,0,0,1
JHU,Bulgaria,total,2/21/20,0,0,0,1
JHU,Bulgaria,total,2/22/20,0,0,0,1
JHU,Bulgaria,total,2/23/20,0,0,0,1
JHU,Bulgaria,total,2/24/20,0,0,0,1
JHU,Bulgaria,total,2/25/20,0,0,0,1
JHU,Bulgaria,total,2/26/20,0,0,0,1
JHU,Bulgaria,total,2/27/20,0,0,0,1
JHU,Bulgaria,total,2/28/20,0,0,0,1
JHU,Bulgaria,total,2/29/20,0,0,0,1
JHU,Bulgaria,total,3/1/20,0,0,0,1
JHU,Bulgaria,total,3/2/20,0,0,0,1
JHU,Bulgaria,total,3/3/20,0,0,0,1
JHU,Bulgaria,total,3/4/20,0,0,0,1
JHU,Bulgaria,total,3/5/20,0,0,0,1
JHU,Bulgaria,total,3/6/20,0,0,0,1
JHU,Bulgaria,total,3/7/20,0,0,0,1
JHU,Bulgaria,total,3/8/20,4,0,0,1
JHU,Bulgaria,total,3/9/20,4,0,0,1
JHU,Bulgaria,total,3/10/20,4,0,0,1
JHU,Bulgaria,total,3/11/20,7,0,1,1
JHU,Bulgaria,total,3/12/20,7,0,1,1
JHU,Bulgaria,total,3/13/20,23,0,1,1
JHU,Bulgaria,total,3/14/20,41,0,2,1
JHU,Bulgaria,total,3/15/20,51,0,2,1
JHU,Bulgaria,total,3/16/20,52,0,2,1
JHU,Bulgaria,total,3/17/20,67,0,2,1
JHU,Bulgaria,total,3/18/20,92,0,2,1
JHU,Bulgaria,total,3/19/20,94,0,3,1
JHU,Bulgaria,total,3/20/20,127,0,3,1
JHU,Bulgaria,total,3/21/20,163,3,3,1
JHU,Burkina Faso,total,1/22/20,0,0,0,1
JHU,Burkina Faso,total,1/23/20,0,0,0,1
JHU,Burkina Faso,total,1/24/20,0,0,0,1
JHU,Burkina Faso,total,1/25/20,0,0,0,1
JHU,Burkina Faso,total,1/26/20,0,0,0,1
JHU,Burkina Faso,total,1/27/20,0,0,0,1
JHU,Burkina Faso,total,1/28/20,0,0,0,1
JHU,Burkina Faso,total,1/29/20,0,0,0,1
JHU,Burkina Faso,total,1/30/20,0,0,0,1
JHU,Burkina Faso,total,1/31/20,0,0,0,1
JHU,Burkina Faso,total,2/1/20,0,0,0,1
JHU,Burkina Faso,total,2/2/20,0,0,0,1
JHU,Burkina Faso,total,2/3/20,0,0,0,1
JHU,Burkina Faso,total,2/4/20,0,0,0,1
JHU,Burkina Faso,total,2/5/20,0,0,0,1
JHU,Burkina Faso,total,2/6/20,0,0,0,1
JHU,Burkina Faso,total,2/7/20,0,0,0,1
JHU,Burkina Faso,total,2/8/20,0,0,0,1
JHU,Burkina Faso,total,2/9/20,0,0,0,1
JHU,Burkina Faso,total,2/10/20,0,0,0,1
JHU,Burkina Faso,total,2/11/20,0,0,0,1
JHU,Burkina Faso,total,2/12/20,0,0,0,1
JHU,Burkina Faso,total,2/13/20,0,0,0,1
JHU,Burkina Faso,total,2/14/20,0,0,0,1
JHU,Burkina Faso,total,2/15/20,0,0,0,1
JHU,Burkina Faso,total,2/16/20,0,0,0,1
JHU,Burkina Faso,total,2/17/20,0,0,0,1
JHU,Burkina Faso,total,2/18/20,0,0,0,1
JHU,Burkina Faso,total,2/19/20,0,0,0,1
JHU,Burkina Faso,total,2/20/20,0,0,0,1
JHU,Burkina Faso,total,2/21/20,0,0,0,1
JHU,Burkina Faso,total,2/22/20,0,0,0,1
JHU,Burkina Faso,total,2/23/20,0,0,0,1
JHU,Burkina Faso,total,2/24/20,0,0,0,1
JHU,Burkina Faso,total,2/25/20,0,0,0,1
JHU,Burkina Faso,total,2/26/20,0,0,0,1
JHU,Burkina Faso,total,2/27/20,0,0,0,1
JHU,Burkina Faso,total,2/28/20,0,0,0,1
JHU,Burkina Faso,total,2/29/20,0,0,0,1
JHU,Burkina Faso,total,3/1/20,0,0,0,1
JHU,Burkina Faso,total,3/2/20,0,0,0,1
JHU,Burkina Faso,total,3/3/20,0,0,0,1
JHU,Burkina Faso,total,3/4/20,0,0,0,1
JHU,Burkina Faso,total,3/5/20,0,0,0,1
JHU,Burkina Faso,total,3/6/20,0,0,0,1
JHU,Burkina Faso,total,3/7/20,0,0,0,1
JHU,Burkina Faso,total,3/8/20,0,0,0,1
JHU,Burkina Faso,total,3/9/20,0,0,0,1
JHU,Burkina Faso,total,3/10/20,1,0,0,1
JHU,Burkina Faso,total,3/11/20,2,0,0,1
JHU,Burkina Faso,total,3/12/20,2,0,0,1
JHU,Burkina Faso,total,3/13/20,2,0,0,1
JHU,Burkina Faso,total,3/14/20,2,0,0,1
JHU,Burkina Faso,total,3/15/20,3,0,0,1
JHU,Burkina Faso,total,3/16/20,15,0,0,1
JHU,Burkina Faso,total,3/17/20,15,0,0,1
JHU,Burkina Faso,total,3/18/20,20,0,1,1
JHU,Burkina Faso,total,3/19/20,33,0,1,1
JHU,Burkina Faso,total,3/20/20,40,0,1,1
JHU,Burkina Faso,total,3/21/20,64,5,2,1
JHU,NOT MAPPED_Cabo Verde,total,1/22/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/23/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/24/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/25/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/26/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/27/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/28/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/29/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/30/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,1/31/20,0,0,0,1
JHU,NOT MAPPED_Cabo Verde,total,2/1/20,0,0,0,1
