Date,State,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,Critical,NewCritical,NewCritical_2DayAvg,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000,DaysInCritical,DaysInCritical5,DaysInCritical100,DaysInCritical250,DaysInCritical000
3/22/2020,Alaska,14,0,2,4.9,4,2.5,0,0,0,,,,,0,0,0,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,American Samoa,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,American Samoa,0,0,0,,0,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,American Samoa,0,0,0,,0,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,American Samoa,0,0,0,,0,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,American Samoa,0,0,0,,0,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,American Samoa,0,0,0,,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Arizona,20,20,0,1.0,20,1.0,0,0,0,1.0,0,1.0,1,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Arizona,27,7,20,1.9,13.5,1.9,0,0,0,,0,,1,0,0,0,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Arizona,28,1,7,18.2,4,4.5,0,0,0,,0,,1,0,0,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Arizona,63,35,1,0.5,18,1.1,0,0,0,,0,,1,0,0,0,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Arizona,104,41,35,1.1,38,1.1,1,1,0,,0.5,,1,0,0,0,102,5,5,1,0,0,1,0,0,0,0,0,0,0,0,1
3/22/2020,Arizona,152,48,41,1.5,44.5,1.6,2,1,1,0.7,1,0.7,1,0,0,0,149,6,6,2,0,0,2,0,0,0,0,0,0,0,0,1
3/17/20,Arkansas,22,22,0,1.0,22,1.0,0,0,0,1.0,0,1.0,,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Arkansas,22,0,22,,11,,0,0,0,,0,,,0,0,0,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Arkansas,62,40,0,0.4,20,0.8,0,0,0,,0,,,0,0,0,62,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Arkansas,100,38,40,1.1,39,1.1,0,0,0,,0,,,0,0,0,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Arkansas,118,18,38,3.9,28,2.5,0,0,0,,0,,,0,0,0,118,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Arkansas,165,47,18,1.8,32.5,2.5,0,0,0,,,,,0,0,0,165,6,6,3,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,California,636,636,0,1.0,636,1.0,11,11,0,1.0,11,1.0,1,1,1,1,624,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
3/18/20,California,723,87,636,5.0,361.5,5.0,13,2,11,3.8,6.5,3.8,1,1,1,1,709,2,2,2,2,0,2,2,0,0,0,2,0,0,0,1
3/19/2020,California,958,235,87,2.1,161,3.1,19,6,2,1.5,4,2.3,1,1,1,1,938,3,3,3,3,0,3,3,0,0,0,3,0,0,0,1
3/20/2020,California,1194,236,235,2.8,235.5,2.8,23,4,6,3.3,5,2.7,1,1,1,1,1170,4,4,4,4,1,4,4,0,0,0,4,0,0,0,1
3/21/2020,California,1483,289,236,2.8,262.5,3.1,27,4,4,4.0,4,4.0,1,1,1,1,1455,5,5,5,5,2,5,5,0,0,0,5,0,0,0,1
3/22/2020,California,1536,53,289,19.2,171,6.0,28,1,4,18.9,2.5,7.6,1,1,1,1,1507,6,6,6,6,3,6,6,0,0,0,6,0,0,0,1
3/17/20,Colorado,183,183,0,1.0,183,1.0,2,2,0,1.0,2,1.0,,0,0,0,181,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Colorado,216,33,183,3.8,108,3.8,2,0,2,,1,,,0,0,0,214,2,2,2,0,0,2,0,0,0,0,0,0,0,0,1
3/19/2020,Colorado,277,61,33,2.5,47,3.2,2,0,0,,0,,,0,0,0,275,3,3,3,1,0,3,0,0,0,0,0,0,0,0,1
3/20/2020,Colorado,277,0,61,,30.5,6.3,3,1,0,1.4,0.5,2.8,,0,0,0,274,4,4,4,2,0,4,0,0,0,0,0,0,0,0,1
3/21/2020,Colorado,363,86,0,2.2,43,4.5,5,2,1,1.1,1.5,1.4,,0,0,0,358,5,5,5,3,0,5,1,0,0,0,0,0,0,0,1
3/22/2020,Colorado,475,112,86,2.2,99,2.5,5,0,2,1.8,1.1,2.3,,0,0,0,470,6,6,6,4,0,6,2,0,0,0,0,0,0,0,1
3/17/20,Connecticut,68,68,0,1.0,68,1.0,0,0,0,1.0,0,1.0,,0,0,0,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Connecticut,96,28,68,1.7,48,1.7,1,1,0,,0.5,,,0,0,0,95,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
3/19/2020,Connecticut,159,63,28,1.1,45.5,1.5,2,1,1,0.7,1,0.7,,0,0,0,157,3,3,1,0,0,2,0,0,0,0,0,0,0,0,1
3/20/2020,Connecticut,194,35,63,3.1,49,2.2,4,2,1,0.7,1.5,0.9,,0,0,0,190,4,4,2,0,0,3,0,0,0,0,0,0,0,0,1
3/21/2020,Connecticut,223,29,35,4.6,32,4.2,4,0,2,,1,2.8,,0,0,0,219,5,5,3,0,0,4,0,0,0,0,0,0,0,0,1
3/22/2020,Connecticut,223,0,29,5.3,32,4.8,5,1,0,2.8,0.5,5.6,,0,0,0,218,6,6,4,0,0,5,1,0,0,0,0,0,0,0,1
3/17/20,Delaware,16,16,0,1.0,16,1.0,0,0,0,1.0,0,1.0,,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Delaware,16,0,16,,8,,0,0,0,,0,,,0,0,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Delaware,30,14,0,0.8,7,1.6,0,0,0,,0,,,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Delaware,39,9,14,2.3,11.5,1.8,0,0,0,,0,,,0,0,0,39,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Delaware,45,6,9,4.5,7.5,3.6,0,0,0,,0,,,0,0,0,45,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Delaware,47,2,6,15.8,4,7.9,0,0,0,,,,,0,0,0,47,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Diamond Princess (repatriated),46,46,0,1.0,46,1.0,0,0,0,1.0,0,1.0,2,0,0,0,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Diamond Princess (repatriated),46,0,46,,23,,0,0,0,,0,,2,0,0,0,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
