Date,Country,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,Critical,NewCritical,NewCritical_2DayAvg,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000,DaysInCritical,DaysInCritical5,DaysInCritical100,DaysInCritical250,DaysInCritical000
3/19/2020,Curaçao,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1
3/20/2020,Curaçao,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1
3/21/2020,Curaçao,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1
3/22/2020,Curaçao,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,7,0,0,0,0,6,0,0,0,0,0,0,0,0,1
3/23/2020,Curaçao,4,1,0,1.4,0.5,2.8,1,0,0,,,,0,0,0,0,3,8,0,0,0,0,7,0,0,0,0,0,0,0,0,1
3/17/20,Cyprus,58,58,0,1.0,58,1.0,0,0,0,1.0,0,1.0,0,1,1,1,58,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/18/20,Cyprus,67,9,58,4.5,33.5,4.5,0,0,0,,0,,0,1,1,1,67,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1
3/18/20,Cyprus,67,0,9,,4.5,10.4,0,0,0,,0,,0,1,1,1,67,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1
3/19/2020,Cyprus,75,8,0,5.9,4,11.7,0,0,0,,0,,0,1,1,1,75,4,4,0,0,0,0,0,0,0,0,4,0,0,0,1
3/20/2020,Cyprus,84,9,8,5.8,8.5,6.2,1,1,0,,0.5,,0,1,1,1,83,5,5,0,0,0,1,0,0,0,0,5,0,0,0,1
3/21/2020,Cyprus,95,11,9,5.3,10,5.8,1,0,1,,0.5,1.4,3,3,3,2,91,6,6,0,0,0,2,0,0,0,0,6,0,0,0,1
3/22/2020,Cyprus,95,0,11,,5.5,11.6,1,0,0,,0,,3,3,3,3,91,7,7,0,0,0,3,0,0,0,0,7,0,0,0,1
3/23/2020,Cyprus,95,0,0,,5.5,11.6,1,0,0,,,,3,3,3,3,91,8,8,0,0,0,4,0,0,0,0,8,0,0,0,1
3/17/20,Czechia,522,522,0,1.0,522,1.0,0,0,0,1.0,0,1.0,3,2,2,2,519,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
3/18/20,Czechia,694,172,522,2.1,347,2.1,0,0,0,,0,,3,5,5,3.5,691,2,2,2,2,0,0,0,0,0,0,2,1,0,0,1
3/18/20,Czechia,694,0,172,,86,5.6,0,0,0,,0,,3,5,5,5,691,3,3,3,3,0,0,0,0,0,0,3,2,0,0,1
3/19/2020,Czechia,833,139,0,3.5,69.5,7.0,0,0,0,,0,,3,6,6,5.5,830,4,4,4,4,0,0,0,0,0,0,4,3,0,0,1
3/20/2020,Czechia,995,162,139,3.6,150.5,3.9,0,0,0,,0,,4,6,6,6,991,5,5,5,5,0,0,0,0,0,0,5,4,0,0,1
3/21/2020,Czechia,1120,125,162,5.5,143.5,4.8,1,1,0,,0.5,,6,7,7,6.5,1113,6,6,6,6,1,1,0,0,0,0,6,5,0,0,1
3/22/2020,Czechia,1120,0,125,,62.5,12.5,1,0,1,,0.5,1.4,6,19,19,13,1113,7,7,7,7,2,2,0,0,0,0,7,6,0,0,1
3/23/2020,Czechia,1165,45,0,17.3,22.5,34.6,1,0,0,,,1.4,6,19,19,19,1158,8,8,8,8,3,3,0,0,0,0,8,7,0,0,1
3/17/20,Denmark,1057,1057,0,1.0,1057,1.0,4,4,0,1.0,4,1.0,1,18,18,18,1052,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
3/18/20,Denmark,1151,94,1057,7.8,575.5,7.8,6,2,4,1.4,3,1.4,1,24,24,21,1144,2,2,2,2,2,2,1,0,0,0,2,2,0,0,1
3/18/20,Denmark,1151,0,94,,47,17.0,6,0,2,,1,4.2,1,24,24,24,1144,3,3,3,3,3,3,2,0,0,0,3,3,0,0,1
3/19/2020,Denmark,1255,104,0,7.7,52,15.4,9,3,0,1.4,1.5,2.8,1,30,30,27,1245,4,4,4,4,4,4,3,0,0,0,4,4,0,0,1
3/20/2020,Denmark,1326,71,104,12.3,87.5,10.0,13,4,3,1.6,3.5,1.8,1,37,37,33.5,1312,5,5,5,5,5,5,4,0,0,0,5,5,0,0,1
3/21/2020,Denmark,1395,69,71,13.3,70,13.1,13,0,4,,2,4.5,1,42,42,39.5,1381,6,6,6,6,6,6,5,0,0,0,6,6,0,0,1
3/22/2020,Denmark,1395,0,69,,34.5,28.0,13,0,0,,0,,1,42,42,42,1381,7,7,7,7,7,7,6,0,0,0,7,7,0,0,1
3/23/2020,Denmark,1450,55,0,17.6,27.5,35.2,24,11,0,0.8,5.5,1.7,1,55,55,48.5,1425,8,8,8,8,8,8,7,0,0,0,8,8,0,0,1
3/17/20,Diamond Princess,712,712,0,1.0,712,1.0,7,7,0,1.0,7,1.0,456,14,14,14,249,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
3/18/20,Diamond Princess,712,0,712,,356,,7,0,7,,3.5,,527,14,14,14,178,2,2,2,2,0,2,2,0,0,0,2,2,0,0,1
3/18/20,Diamond Princess,712,0,0,,0,,7,0,0,,0,,527,14,14,14,178,3,3,3,3,0,3,3,0,0,0,3,3,0,0,1
3/19/2020,Diamond Princess,712,0,0,,0,,8,1,0,4.9,0.5,9.8,527,14,14,14,177,4,4,4,4,0,4,4,0,0,0,4,4,0,0,1
3/20/2020,Diamond Princess,712,0,0,,0,,8,0,1,,0.5,11.2,567,15,15,14.5,137,5,5,5,5,0,5,5,0,0,0,5,5,0,0,1
3/21/2020,Diamond Princess,712,0,0,,0,,8,0,0,,0,,567,15,15,15,137,6,6,6,6,0,6,6,0,0,0,6,6,0,0,1
3/22/2020,Diamond Princess,712,0,0,,0,,8,0,0,,0,,567,15,15,15,137,7,7,7,7,0,7,7,0,0,0,7,7,0,0,1
3/23/2020,Diamond Princess,712,0,0,,0,,8,0,0,,,,567,15,15,15,137,8,8,8,8,0,8,8,0,0,0,8,8,0,0,1
3/18/20,Djibouti,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Djibouti,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Djibouti,1,0,0,,0,,0,0,0,,,,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Dominica,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2020,Dominica,1,0,1,0.7,1,0.7,0,0,0,,1,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Dominican Republic,34,34,0,1.0,34,1.0,2,2,0,1.0,2,1.0,0,0,0,0,32,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Dominican Republic,34,0,34,,17,,2,0,2,,1,,0,0,0,0,32,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1
3/18/20,Dominican Republic,34,0,0,,0,,2,0,0,,0,,0,0,0,0,32,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1
3/19/2020,Dominican Republic,72,38,0,0.6,19,1.2,2,0,0,,0,,0,0,0,0,70,4,4,0,0,0,4,0,0,0,0,0,0,0,0,1
3/20/2020,Dominican Republic,112,40,38,1.2,39,1.3,3,1,0,1.4,0.5,2.8,0,0,0,0,109,5,5,1,0,0,5,0,0,0,0,0,0,0,0,1
3/21/2020,Dominican Republic,202,90,40,0.8,65,1.2,3,0,1,,0.5,4.2,0,0,0,0,199,6,6,2,0,0,6,0,0,0,0,0,0,0,0,1
3/22/2020,Dominican Republic,202,0,90,,45,3.1,3,0,0,,0,,0,0,0,0,199,7,7,3,0,0,7,0,0,0,0,0,0,0,0,1
3/23/2020,Dominican Republic,245,43,0,3.2,21.5,6.5,3,0,0,,,,0,0,0,0,242,8,8,4,0,0,8,0,0,0,0,0,0,0,0,1
3/17/20,DRC,7,7,0,1.0,7,1.0,0,0,0,1.0,0,1.0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,DRC,14,7,7,0.7,7,0.7,0,0,0,,0,,0,0,0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,DRC,14,0,7,,3.5,2.8,0,0,0,,0,,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,DRC,18,4,0,2.5,2,4.9,0,0,0,,0,,0,0,0,0,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,DRC,23,5,4,2.5,4.5,2.8,1,1,0,,0.5,,0,0,0,0,22,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1
3/21/2020,DRC,30,7,5,2.2,6,2.6,1,0,1,,0.5,1.4,0,0,0,0,29,6,6,0,0,0,2,0,0,0,0,0,0,0,0,1
3/22/2020,DRC,30,0,7,,3.5,5.8,1,0,0,,0,,0,0,0,0,29,7,7,0,0,0,3,0,0,0,0,0,0,0,0,1
3/23/2020,DRC,36,6,0,3.4,3,6.8,1,0,0,,,,0,0,0,0,35,8,8,0,0,0,4,0,0,0,0,0,0,0,0,1
3/17/20,Ecuador,168,168,0,1.0,168,1.0,3,3,0,1.0,3,1.0,0,2,2,2,165,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
3/18/20,Ecuador,260,92,168,1.3,130,1.3,3,0,3,,1.5,,1,2,2,2,256,2,2,2,1,0,2,0,0,0,0,2,0,0,0,1
3/18/20,Ecuador,260,0,92,,46,3.9,3,0,0,,0,,1,2,2,2,256,3,3,3,2,0,3,0,0,0,0,3,0,0,0,1
3/19/2020,Ecuador,426,166,0,1.1,83,2.2,7,4,0,0.5,2,1.1,1,2,2,2,418,4,4,4,3,0,4,1,0,0,0,4,0,0,0,1
3/20/2020,Ecuador,532,106,166,2.8,136,2.2,7,0,4,,2,2.5,3,2,2,2,522,5,5,5,4,0,5,2,0,0,0,5,0,0,0,1
3/21/2020,Ecuador,789,257,106,1.4,181.5,2.0,14,7,0,0.7,3.5,1.4,3,2,2,2,772,6,6,6,5,0,6,3,0,0,0,6,0,0,0,1
3/22/2020,Ecuador,789,0,257,,128.5,4.2,14,0,7,,3.5,2.8,3,2,2,2,772,7,7,7,6,0,7,4,0,0,0,7,0,0,0,1
3/23/2020,Ecuador,789,0,0,,128.5,4.2,14,0,0,,,2.8,3,2,2,2,772,8,8,8,7,0,8,5,0,0,0,8,0,0,0,1
3/17/20,Egypt,210,210,0,1.0,210,1.0,6,6,0,1.0,6,1.0,26,0,0,0,178,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
3/18/20,Egypt,256,46,210,2.7,128,2.7,7,1,6,4.2,3.5,4.2,28,0,0,0,221,2,2,2,1,0,2,2,0,0,0,0,0,0,0,1
3/18/20,Egypt,256,0,46,,23,6.7,7,0,1,,0.5,9.8,28,0,0,0,221,3,3,3,2,0,3,3,0,0,0,0,0,0,0,1
3/19/2020,Egypt,285,29,0,5.3,14.5,10.7,8,1,0,4.9,0.5,9.8,42,0,0,0,235,4,4,4,3,0,4,4,0,0,0,0,0,0,0,1
3/20/2020,Egypt,294,9,29,18.3,19,8.7,10,2,1,2.8,1.5,3.7,42,0,0,0,242,5,5,5,4,0,5,5,0,0,0,0,0,0,0,1
3/21/2020,Egypt,327,33,9,5.1,21,8.1,14,4,2,1.8,3,2.3,42,0,0,0,271,6,6,6,5,0,6,6,0,0,0,0,0,0,0,1
3/22/2020,Egypt,327,0,33,,16.5,11.5,14,0,4,,2,4.9,56,0,0,0,257,7,7,7,6,0,7,7,0,0,0,0,0,0,0,1
3/23/2020,Egypt,327,0,0,,16.5,10.9,14,0,0,,,4.9,56,0,0,0,257,8,8,8,7,0,8,8,0,0,0,0,0,0,0,1
3/18/20,El Salvador,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,El Salvador,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,El Salvador,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,El Salvador,3,2,0,0.3,1,0.7,0,0,0,,0,,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,El Salvador,3,0,2,,1,2.1,0,0,0,,0,,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,El Salvador,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,El Salvador,3,0,0,,0,,0,0,0,,,,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Equatorial Guinea,4,4,0,1.0,4,1.0,0,0,0,1.0,0,1.0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Equatorial Guinea,6,2,4,1.4,3,1.4,0,0,0,,0,,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Equatorial Guinea,6,0,2,,1,4.2,0,0,0,,0,,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,0,,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,0,,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,0,,0,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,0,,0,0,0,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Equatorial Guinea,9,3,0,1.4,1.5,2.8,0,0,0,,,,0,0,0,0,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Eritrea,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/2020,Eritrea,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Eritrea,1,0,0,,0.5,1.4,0,0,0,,,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Estonia,258,258,0,1.0,258,1.0,0,0,0,1.0,0,1.0,1,0,0,0,257,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Estonia,267,9,258,20.0,133.5,20.0,0,0,0,,0,,1,1,1,0.5,266,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1
3/18/20,Estonia,267,0,9,,4.5,41.4,0,0,0,,0,,1,1,1,1,266,3,3,3,3,0,0,0,0,0,0,2,0,0,0,1
3/19/2020,Estonia,283,16,0,11.6,8,23.3,0,0,0,,0,,1,1,1,1,282,4,4,4,4,0,0,0,0,0,0,3,0,0,0,1
3/20/2020,Estonia,306,23,16,8.6,19.5,10.1,0,0,0,,0,,1,1,1,1,305,5,5,5,5,0,0,0,0,0,0,4,0,0,0,1
3/21/2020,Estonia,326,20,23,10.7,21.5,9.9,0,0,0,,0,,2,0,0,0.5,324,6,6,6,6,0,0,0,0,0,0,5,0,0,0,1
3/22/2020,Estonia,326,0,20,,10,22.7,0,0,0,,0,,4,2,2,1,322,7,7,7,7,0,0,0,0,0,0,6,0,0,0,1
3/23/2020,Estonia,352,26,0,8.7,13,17.3,0,0,0,,,,4,4,4,3,348,8,8,8,8,0,0,0,0,0,0,7,0,0,0,1
3/17/20,Eswatini,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Eswatini,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Eswatini,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Eswatini,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Eswatini,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Eswatini,4,3,0,0.2,1.5,0.5,0,0,0,,0,,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Eswatini,4,0,3,,1.5,1.9,0,0,0,,0,,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Eswatini,4,0,0,,1.5,1.9,0,0,0,,,,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Ethiopia,6,6,0,1.0,6,1.0,0,0,0,1.0,0,1.0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Ethiopia,7,1,6,4.2,3.5,4.2,0,0,0,,0,,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Ethiopia,7,0,1,,0.5,9.8,0,0,0,,0,,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Ethiopia,9,2,0,2.5,1,4.9,0,0,0,,0,,0,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Ethiopia,9,0,2,,1,6.3,0,0,0,,0,,0,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Ethiopia,11,2,0,3.1,1,6.3,0,0,0,,0,,0,0,0,0,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Ethiopia,11,0,2,,1,7.7,0,0,0,,0,,0,0,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Ethiopia,11,0,0,,1,7.7,0,0,0,,,,0,0,0,0,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Faeroe Islands,58,58,0,1.0,58,1.0,0,0,0,1.0,0,1.0,0,0,0,0,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Faeroe Islands,72,14,58,2.9,36,2.9,0,0,0,,0,,1,0,0,0,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Faeroe Islands,72,0,14,,7,7.1,0,0,0,,0,,1,0,0,0,71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Faeroe Islands,80,8,0,6.2,4,12.4,0,0,0,,0,,1,0,0,0,79,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Faeroe Islands,92,12,8,4.6,10,5.5,0,0,0,,0,,3,0,0,0,89,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Faeroe Islands,115,23,12,2.7,17.5,3.6,0,0,0,,0,,3,0,0,0,112,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Faeroe Islands,115,0,23,,11.5,6.8,0,0,0,,0,,3,0,0,0,112,7,7,2,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Faeroe Islands,118,3,0,26.1,1.5,52.3,0,0,0,,,,14,0,0,0,104,8,8,3,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Fiji,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Fiji,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Fiji,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Fiji,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Fiji,2,0,1,,0.5,2.8,0,0,0,,0,,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Fiji,2,0,0,,0,,0,0,0,,0,,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Fiji,3,1,0,1.4,0.5,2.8,0,0,0,,,,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Finland,359,359,0,1.0,359,1.0,0,0,0,1.0,0,1.0,10,2,2,2,349,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
3/18/20,Finland,400,41,359,6.0,200,6.0,0,0,0,,0,,10,2,2,2,390,2,2,2,2,0,0,0,0,0,0,2,0,0,0,1
3/18/20,Finland,400,0,41,,20.5,13.3,0,0,0,,0,,10,2,2,2,390,3,3,3,3,0,0,0,0,0,0,3,0,0,0,1
3/19/2020,Finland,450,50,0,5.5,25,10.9,0,0,0,,0,,10,2,2,2,440,4,4,4,4,0,0,0,0,0,0,4,0,0,0,1
3/20/2020,Finland,523,73,50,4.2,61.5,5.0,1,1,0,,0.5,,10,2,2,2,512,5,5,5,5,0,1,0,0,0,0,5,0,0,0,1
3/21/2020,Finland,626,103,73,3.5,88,4.1,1,0,1,,0.5,1.4,10,2,2,2,615,6,6,6,6,0,2,0,0,0,0,6,0,0,0,1
3/22/2020,Finland,626,0,103,,51.5,8.4,1,0,0,,0,,10,12,12,7,615,7,7,7,7,0,3,0,0,0,0,7,1,0,0,1
3/23/2020,Finland,700,74,0,5.8,37,11.6,1,0,0,,,,10,13,13,12.5,689,8,8,8,8,0,4,0,0,0,0,8,2,0,0,1
3/17/20,France,9134,9134,0,1.0,9134,1.0,264,264,0,1.0,264,1.0,602,699,699,699,8268,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
3/18/20,France,10995,1861,9134,3.1,5497.5,3.1,372,108,264,1.7,186,1.7,602,931,931,815,10021,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1
3/18/20,France,10995,0,1861,,930.5,7.5,372,0,108,,54,4.8,602,931,931,931,10021,3,3,3,3,3,3,3,3,3,0,3,3,3,3,1
3/19/2020,France,12612,1617,0,4.3,808.5,8.7,450,78,0,3.3,39,6.7,1295,1122,1122,1026.5,10867,4,4,4,4,4,4,4,4,4,0,4,4,4,4,1
3/20/2020,France,14459,1847,1617,4.1,1732,4.4,562,112,78,2.8,95,3.3,1587,1297,1297,1209.5,12310,5,5,5,5,5,5,5,5,5,0,5,5,5,5,1
3/21/2020,France,16018,1559,1847,5.5,1703,5.1,674,112,112,3.5,112,3.5,1587,1525,1525,1411,13757,6,6,6,6,6,6,6,6,6,0,6,6,6,6,1
3/22/2020,France,16018,0,1559,,779.5,12.4,674,0,112,,56,8.4,2200,1746,1746,1635.5,13144,7,7,7,7,7,7,7,7,7,0,7,7,7,7,1
3/23/2020,France,16689,671,0,13.7,335.5,27.4,674,0,0,,,8.4,2200,1746,1746,1746,13815,8,8,8,8,8,8,8,8,8,0,8,8,8,8,1
3/17/20,French Guiana,15,15,0,1.0,15,1.0,0,0,0,1.0,0,1.0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,French Guiana,15,0,15,,7.5,,0,0,0,,0,,0,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,French Guiana,15,0,0,,0,,0,0,0,,0,,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,French Guiana,15,0,0,,0,,0,0,0,,0,,0,0,0,0,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,French Guiana,18,3,0,3.5,1.5,7.0,0,0,0,,0,,0,0,0,0,18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,French Guiana,18,0,3,,1.5,8.4,0,0,0,,0,,0,0,0,0,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,French Guiana,18,0,0,,0,,0,0,0,,0,,0,0,0,0,18,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,French Guiana,20,2,0,6.3,1,12.6,0,0,0,,,,6,0,0,0,14,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,French Polynesia,5,5,0,1.0,5,1.0,0,0,0,1.0,0,1.0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,French Polynesia,6,1,5,3.5,3,3.5,0,0,0,,0,,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,French Polynesia,6,0,1,,0.5,8.4,0,0,0,,0,,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,French Polynesia,11,5,0,0.8,2.5,1.7,0,0,0,,0,,0,0,0,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,French Polynesia,15,4,5,1.9,4.5,1.7,0,0,0,,0,,0,0,0,0,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,French Polynesia,18,3,4,3.5,3.5,3.0,0,0,0,,0,,0,0,0,0,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,French Polynesia,18,0,3,,1.5,8.4,0,0,0,,0,,0,0,0,0,18,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,French Polynesia,18,0,0,,1.5,8.4,0,0,0,,,,0,0,0,0,18,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Gabon,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Gabon,3,0,3,,1.5,,0,0,0,,0,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Gabon,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Gabon,4,1,0,2.1,0.5,4.2,1,1,0,,0.5,,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
