Date,Country,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,Critical,NewCritical,NewCritical_2DayAvg,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000,DaysInCritical,DaysInCritical5,DaysInCritical100,DaysInCritical250,DaysInCritical000
3/18/20,Bhutan,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Bhutan,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Bhutan,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Bhutan,2,0,1,,0.5,2.8,0,0,0,,0,,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Bhutan,2,0,0,,0,,0,0,0,,0,,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Bhutan,2,0,0,,0,,0,0,0,,0,,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Bhutan,2,0,0,,0,,0,0,0,,,,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Bolivia,12,12,0,1.0,12,1.0,0,0,0,1.0,0,1.0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Bolivia,15,3,12,2.8,7.5,2.8,0,0,0,,0,,0,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Bolivia,15,0,3,,1.5,7.0,0,0,0,,0,,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Bolivia,16,1,0,10.5,0.5,21.0,0,0,0,,0,,0,0,0,0,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Bolivia,19,3,1,3.7,2,5.6,0,0,0,,0,,0,0,0,0,19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Bolivia,24,5,3,2.7,4,3.3,0,0,0,,0,,0,0,0,0,24,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Bolivia,24,0,5,,2.5,6.7,0,0,0,,0,,0,0,0,0,24,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Bolivia,27,3,0,5.6,1.5,11.2,0,0,0,,,,0,0,0,0,27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Bosnia and Herzegovina,39,39,0,1.0,39,1.0,0,0,0,1.0,0,1.0,2,0,0,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Bosnia and Herzegovina,64,25,39,1.0,32,1.0,0,0,0,,0,,2,0,0,0,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Bosnia and Herzegovina,64,0,25,,12.5,3.5,0,0,0,,0,,2,0,0,0,62,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Bosnia and Herzegovina,89,25,0,1.7,12.5,3.5,0,0,0,,0,,2,0,0,0,87,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Bosnia and Herzegovina,93,4,25,15.2,14.5,4.2,1,1,0,,0.5,,2,1,1,0.5,90,5,5,0,0,0,1,0,0,0,0,1,0,0,0,1
3/21/2020,Bosnia and Herzegovina,126,33,4,1.9,18.5,3.4,1,0,1,,0.5,1.4,2,1,1,1,123,6,6,1,0,0,2,0,0,0,0,2,0,0,0,1
3/22/2020,Bosnia and Herzegovina,126,0,33,,16.5,5.2,1,0,0,,0,,2,1,1,1,123,7,7,2,0,0,3,0,0,0,0,3,0,0,0,1
3/23/2020,Bosnia and Herzegovina,130,4,0,21.5,2,43.0,1,0,0,,,,2,1,1,1,127,8,8,3,0,0,4,0,0,0,0,4,0,0,0,1
3/17/20,Brazil,529,529,0,1.0,529,1.0,4,4,0,1.0,4,1.0,2,18,18,18,523,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
3/18/20,Brazil,640,111,529,3.3,320,3.3,7,3,4,0.9,3.5,0.9,2,18,18,18,631,2,2,2,2,0,2,1,0,0,0,2,2,0,0,1
3/18/20,Brazil,640,0,111,,55.5,8.0,7,0,3,,1.5,3.3,2,18,18,18,631,3,3,3,3,0,3,2,0,0,0,3,3,0,0,1
3/19/2020,Brazil,970,330,0,1.3,165,2.7,11,4,0,1.2,2,2.5,2,18,18,18,957,4,4,4,4,0,4,3,0,0,0,4,4,0,0,1
3/20/2020,Brazil,1178,208,330,3.2,269,2.5,18,7,4,1.1,5.5,1.4,2,18,18,18,1158,5,5,5,5,1,5,4,0,0,0,5,5,0,0,1
3/21/2020,Brazil,1546,368,208,2.2,288,2.8,25,7,7,1.8,7,1.8,2,18,18,18,1519,6,6,6,6,2,6,5,0,0,0,6,6,0,0,1
3/22/2020,Brazil,1546,0,368,,184,5.8,25,0,7,,3.5,5.0,2,18,18,18,1519,7,7,7,7,3,7,6,0,0,0,7,7,0,0,1
3/23/2020,Brazil,1620,74,0,14.4,37,28.7,25,0,0,,,5.0,2,18,18,18,1593,8,8,8,8,4,8,7,0,0,0,8,8,0,0,1
3/17/20,Brunei,68,68,0,1.0,68,1.0,0,0,0,1.0,0,1.0,0,1,1,1,68,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/18/20,Brunei,73,5,68,9.5,36.5,9.5,0,0,0,,0,,0,2,2,1.5,73,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1
3/18/20,Brunei,73,0,5,,2.5,20.4,0,0,0,,0,,0,2,2,2,73,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1
3/19/2020,Brunei,78,5,0,10.2,2.5,20.4,0,0,0,,0,,0,2,2,2,78,4,4,0,0,0,0,0,0,0,0,4,0,0,0,1
3/20/2020,Brunei,83,5,5,10.9,5,10.9,0,0,0,,0,,1,2,2,2,82,5,5,0,0,0,0,0,0,0,0,5,0,0,0,1
3/21/2020,Brunei,88,5,5,11.5,5,11.5,0,0,0,,0,,1,2,2,2,87,6,6,0,0,0,0,0,0,0,0,6,0,0,0,1
3/22/2020,Brunei,88,0,5,,2.5,24.4,0,0,0,,0,,2,2,2,2,86,7,7,0,0,0,0,0,0,0,0,7,0,0,0,1
3/23/2020,Brunei,91,3,0,20.1,1.5,40.1,0,0,0,,,,2,2,2,2,89,8,8,0,0,0,0,0,0,0,0,8,0,0,0,1
3/17/20,Bulgaria,92,92,0,1.0,92,1.0,2,2,0,1.0,2,1.0,0,0,0,0,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Bulgaria,107,15,92,4.2,53.5,4.2,3,1,2,1.4,1.5,1.4,0,0,0,0,104,2,2,1,0,0,2,0,0,0,0,0,0,0,0,1
3/18/20,Bulgaria,107,0,15,,7.5,9.7,3,0,1,,0.5,4.2,0,0,0,0,104,3,3,2,0,0,3,0,0,0,0,0,0,0,0,1
3/19/2020,Bulgaria,127,20,0,3.6,10,7.3,3,0,0,,0,,0,0,0,0,124,4,4,3,0,0,4,0,0,0,0,0,0,0,0,1
3/20/2020,Bulgaria,163,36,20,2.4,28,3.1,3,0,0,,0,,1,0,0,0,159,5,5,4,0,0,5,0,0,0,0,0,0,0,0,1
3/21/2020,Bulgaria,187,24,36,4.6,30,3.7,3,0,0,,0,,3,3,3,1.5,181,6,6,5,0,0,6,0,0,0,0,1,0,0,0,1
3/22/2020,Bulgaria,187,0,24,,12,10.6,3,0,0,,0,,3,3,3,3,181,7,7,6,0,0,7,0,0,0,0,2,0,0,0,1
3/23/2020,Bulgaria,190,3,0,42.2,1.5,84.5,3,0,0,,,,3,8,8,5.5,184,8,8,7,0,0,8,0,0,0,0,3,1,0,0,1
3/17/20,Burkina Faso,20,20,0,1.0,20,1.0,1,1,0,1.0,1,1.0,0,0,0,0,19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Burkina Faso,33,13,20,1.0,16.5,1.0,1,0,1,,0.5,,0,0,0,0,32,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1
3/18/20,Burkina Faso,33,0,13,,6.5,3.4,1,0,0,,0,,0,0,0,0,32,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1
3/19/2020,Burkina Faso,40,7,0,3.2,3.5,6.4,1,0,0,,0,,0,0,0,0,39,4,4,0,0,0,4,0,0,0,0,0,0,0,0,1
3/20/2020,Burkina Faso,64,24,7,1.1,15.5,1.8,3,2,0,0.3,1,0.7,4,0,0,0,57,5,5,0,0,0,5,0,0,0,0,0,0,0,0,1
3/21/2020,Burkina Faso,75,11,24,3.6,17.5,2.3,4,1,2,2.1,1.5,1.4,5,0,0,0,66,6,6,0,0,0,6,0,0,0,0,0,0,0,0,1
3/22/2020,Burkina Faso,75,0,11,,5.5,8.4,4,0,1,,0.5,5.6,5,0,0,0,66,7,7,0,0,0,7,0,0,0,0,0,0,0,0,1
3/23/2020,Burkina Faso,99,24,0,1.9,12,3.8,4,0,0,,,5.6,5,0,0,0,90,8,8,0,0,0,8,0,0,0,0,0,0,0,0,1
3/20/2020,Cabo Verde,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2020,Cabo Verde,3,0,3,,1.5,,0,0,0,,0,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Cabo Verde,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Cabo Verde,3,0,0,,0,,0,0,0,,,,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Cambodia,37,37,0,1.0,37,1.0,0,0,0,1.0,0,1.0,1,0,0,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Cambodia,37,0,37,,18.5,,0,0,0,,0,,1,0,0,0,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Cambodia,37,0,0,,0,,0,0,0,,0,,1,0,0,0,36,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Cambodia,51,14,0,1.8,7,3.6,0,0,0,,0,,1,0,0,0,50,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Cambodia,53,2,14,17.5,8,4.4,0,0,0,,0,,1,0,0,0,52,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Cambodia,84,31,2,1.2,16.5,2.2,0,0,0,,0,,2,0,0,0,82,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Cambodia,84,0,31,,15.5,3.7,0,0,0,,0,,2,0,0,0,82,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Cambodia,86,2,0,28.7,1,57.4,0,0,0,,,,2,1,1,0.5,84,8,8,0,0,0,0,0,0,0,0,1,0,0,0,1
3/17/20,Cameroon,13,13,0,1.0,13,1.0,0,0,0,1.0,0,1.0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Cameroon,13,0,13,,6.5,,0,0,0,,0,,0,0,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Cameroon,13,0,0,,0,,0,0,0,,0,,0,0,0,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Cameroon,27,14,0,0.7,7,1.3,0,0,0,,0,,0,0,0,0,27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Cameroon,40,13,14,1.5,13.5,1.4,0,0,0,,0,,2,0,0,0,38,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Cameroon,40,0,13,,6.5,4.1,0,0,0,,0,,2,0,0,0,38,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Cameroon,40,0,0,,0,,0,0,0,,0,,2,0,0,0,38,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Cameroon,56,16,0,1.7,8,3.3,0,0,0,,,,2,0,0,0,54,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Canada,727,727,0,1.0,727,1.0,9,9,0,1.0,9,1.0,12,1,1,1,706,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
3/18/20,Canada,873,146,727,3.4,436.5,3.4,12,3,9,2.1,6,2.1,12,1,1,1,849,2,2,2,2,0,2,2,0,0,0,2,0,0,0,1
3/18/20,Canada,873,0,146,,73,8.1,12,0,3,,1.5,5.6,12,1,1,1,849,3,3,3,3,0,3,3,0,0,0,3,0,0,0,1
3/19/2020,Canada,1087,214,0,2.8,107,5.6,12,0,0,,0,,11,1,1,1,1064,4,4,4,4,1,4,4,0,0,0,4,0,0,0,1
3/20/2020,Canada,1328,241,214,3.1,227.5,3.3,19,7,0,1.2,3.5,2.4,14,1,1,1,1295,5,5,5,5,2,5,5,0,0,0,5,0,0,0,1
3/21/2020,Canada,1470,142,241,6.4,191.5,4.7,20,1,7,13.3,4,3.3,14,1,1,1,1436,6,6,6,6,3,6,6,0,0,0,6,0,0,0,1
3/22/2020,Canada,1470,0,142,,71,14.2,20,0,1,,0.5,28.0,14,1,1,1,1436,7,7,7,7,4,7,7,0,0,0,7,0,0,0,1
3/23/2020,Canada,1472,2,0,502.6,1,1005.2,20,0,0,,,28.0,14,1,1,1,1438,8,8,8,8,5,8,8,0,0,0,8,0,0,0,1
3/17/20,CAR,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,CAR,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,CAR,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,CAR,3,2,0,0.3,1,0.7,0,0,0,,0,,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,CAR,3,0,2,,1,2.1,0,0,0,,0,,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,CAR,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,CAR,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,CAR,3,0,0,,0,,0,0,0,,,,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Cayman Islands,1,1,0,1.0,1,1.0,1,1,0,1.0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Cayman Islands,3,2,1,,1.5,,1,0,1,,0.5,,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
3/18/20,Cayman Islands,3,0,2,,1,1.4,1,0,0,,0,,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1
3/19/2020,Cayman Islands,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1
3/20/2020,Cayman Islands,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1
3/21/2020,Cayman Islands,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1
3/22/2020,Cayman Islands,3,0,0,,0,,1,0,0,,0,,0,0,0,0,2,7,0,0,0,0,7,0,0,0,0,0,0,0,0,1
3/23/2020,Cayman Islands,3,0,0,,0,,1,0,0,,,,0,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,1
3/19/2020,Chad,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2020,Chad,1,0,1,,0.5,,0,0,0,,0,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Chad,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Chad,1,0,0,,0,,0,0,0,,0,,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Chad,1,0,0,,0,,0,0,0,,,,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Channel Islands,7,7,0,1.0,7,1.0,0,0,0,1.0,0,1.0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Channel Islands,11,4,7,1.2,5.5,1.2,0,0,0,,0,,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Channel Islands,11,0,4,,2,3.8,0,0,0,,0,,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Channel Islands,12,1,0,7.7,0.5,15.4,0,0,0,,0,,0,0,0,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Channel Islands,32,20,1,0.4,10.5,0.8,0,0,0,,0,,0,0,0,0,32,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Channel Islands,32,0,20,,10,2.2,0,0,0,,0,,0,0,0,0,32,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Channel Islands,32,0,0,,0,,0,0,0,,0,,0,0,0,0,32,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Channel Islands,36,4,0,5.6,2,11.2,0,0,0,,,,0,0,0,0,36,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Chile,238,238,0,1.0,238,1.0,0,0,0,1.0,0,1.0,0,3,3,3,238,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3/18/20,Chile,342,104,238,1.6,171,1.6,0,0,0,,0,,0,3,3,3,342,2,2,2,1,0,0,0,0,0,0,2,0,0,0,1
3/18/20,Chile,342,0,104,,52,4.6,0,0,0,,0,,0,3,3,3,342,3,3,3,2,0,0,0,0,0,0,3,0,0,0,1
3/19/2020,Chile,434,92,0,2.6,46,5.2,0,0,0,,0,,0,6,6,4.5,434,4,4,4,3,0,0,0,0,0,0,4,1,0,0,1
3/20/2020,Chile,537,103,92,2.9,97.5,3.1,1,1,0,,0.5,,6,7,7,6.5,530,5,5,5,4,0,1,0,0,0,0,5,2,0,0,1
3/21/2020,Chile,632,95,103,3.9,99,3.7,1,0,1,,0.5,1.4,8,7,7,7,623,6,6,6,5,0,2,0,0,0,0,6,3,0,0,1
3/22/2020,Chile,632,0,95,,47.5,9.2,1,0,0,,0,,8,7,7,7,623,7,7,7,6,0,3,0,0,0,0,7,4,0,0,1
3/23/2020,Chile,746,114,0,3.8,57,7.7,2,1,0,0.7,0.5,1.4,11,7,7,7,733,8,8,8,7,0,4,0,0,0,0,8,5,0,0,1
3/17/20,China,80894,80894,0,1.0,80894,1.0,3237,3237,0,1.0,3237,1.0,69614,2622,2622,2622,8043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3/18/20,China,80928,34,80894,165.6,40464,165.6,3245,8,3237,283.2,1622.5,283.2,70420,2274,2274,2448,7263,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3/18/20,China,80928,0,34,,17,299.1,3245,0,8,,4,567.9,70420,2274,2274,2274,7263,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
3/19/2020,China,80967,39,0,130.4,19.5,260.7,3248,3,0,757.2,1.5,1514.3,71150,2136,2136,2205,6569,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
3/20/2020,China,81008,41,39,112.2,40,115.0,3255,7,3,324.8,5,454.7,71740,1927,1927,2031.5,6013,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
3/21/2020,China,81054,46,41,91.5,43.5,96.8,3261,6,7,379.8,6.5,350.5,72440,1845,1845,1886,5353,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
3/22/2020,China,81054,0,46,,23,162.9,3261,0,6,,3,760.9,72703,1749,1749,1797,5090,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
3/23/2020,China,81093,39,0,91.4,19.5,182.7,3270,9,0,253.6,4.5,507.3,72703,1749,1749,1749,5120,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
3/17/20,Colombia,93,93,0,1.0,93,1.0,0,0,0,1.0,0,1.0,1,0,0,0,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Colombia,108,15,93,4.3,54,4.3,0,0,0,,0,,1,0,0,0,107,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Colombia,108,0,15,,7.5,10.0,0,0,0,,0,,1,0,0,0,107,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Colombia,145,37,0,2.0,18.5,4.0,0,0,0,,0,,1,0,0,0,144,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Colombia,196,51,37,2.0,44,2.3,0,0,0,,0,,1,0,0,0,195,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Colombia,231,35,51,3.9,43,3.2,2,2,0,,1,,2,0,0,0,227,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1
3/22/2020,Colombia,231,0,35,,17.5,9.1,2,0,2,,1,1.4,3,0,0,0,226,7,7,6,0,0,2,0,0,0,0,0,0,0,0,1
3/23/2020,Colombia,235,4,0,39.5,2,79.1,3,1,0,1.4,0.5,2.8,3,0,0,0,229,8,8,7,0,0,3,0,0,0,0,0,0,0,0,1
3/17/20,Congo,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Congo,3,2,1,0.3,1.5,0.3,0,0,0,,0,,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/20,Congo,3,0,2,,1,2.1,0,0,0,,0,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2020,Congo,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2020,Congo,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2020,Congo,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2020,Congo,3,0,0,,0,,0,0,0,,0,,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2020,Congo,3,0,0,,0,,0,0,0,,,,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/20,Costa Rica,69,69,0,1.0,69,1.0,1,1,0,1.0,1,1.0,0,3,3,3,68,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3/18/20,Costa Rica,87,18,69,2.6,43.5,2.6,1,0,1,,0.5,,0,2,2,2.5,86,2,2,0,0,0,2,0,0,0,0,2,0,0,0,1
3/18/20,Costa Rica,87,0,18,,9,6.7,1,0,0,,0,,0,2,2,2,86,3,3,0,0,0,3,0,0,0,0,3,0,0,0,1
3/19/2020,Costa Rica,113,26,0,2.3,13,4.6,2,1,0,0.7,0.5,1.4,0,2,2,2,111,4,4,1,0,0,4,0,0,0,0,4,0,0,0,1
3/20/2020,Costa Rica,117,4,26,19.4,15,5.2,2,0,1,,0.5,2.8,2,2,2,2,113,5,5,2,0,0,5,0,0,0,0,5,0,0,0,1
3/21/2020,Costa Rica,134,17,4,4.7,10.5,7.5,2,0,0,,0,,2,2,2,2,130,6,6,3,0,0,6,0,0,0,0,6,0,0,0,1
3/22/2020,Costa Rica,134,0,17,,8.5,10.7,2,0,0,,0,,2,2,2,2,130,7,7,4,0,0,7,0,0,0,0,7,0,0,0,1
3/23/2020,Costa Rica,134,0,0,,8.5,10.7,2,0,0,,,,2,2,2,2,130,8,8,5,0,0,8,0,0,0,0,8,0,0,0,1
3/17/20,Croatia,89,89,0,1.0,89,1.0,0,0,0,1.0,0,1.0,5,0,0,0,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Croatia,110,21,89,2.8,55,2.8,1,1,0,,0.5,,5,0,0,0,104,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1
3/18/20,Croatia,110,0,21,,10.5,6.9,1,0,1,,0.5,1.4,5,0,0,0,104,3,3,2,0,0,2,0,0,0,0,0,0,0,0,1
3/19/2020,Croatia,130,20,0,3.6,10,7.3,1,0,0,,0,,5,0,0,0,124,4,4,3,0,0,3,0,0,0,0,0,0,0,0,1
3/20/2020,Croatia,206,76,20,1.1,48,1.8,1,0,0,,0,,5,0,0,0,200,5,5,4,0,0,4,0,0,0,0,0,0,0,0,1
3/21/2020,Croatia,254,48,76,2.9,62,2.3,1,0,0,,0,,5,0,0,0,248,6,6,5,1,0,5,0,0,0,0,0,0,0,0,1
3/22/2020,Croatia,254,0,48,,24,7.2,1,0,0,,0,,5,5,5,2.5,248,7,7,6,2,0,6,0,0,0,0,1,1,0,0,1
3/23/2020,Croatia,306,52,0,3.3,26,6.7,1,0,0,,,,5,5,5,5,300,8,8,7,3,0,7,0,0,0,0,2,2,0,0,1
3/17/20,Cuba,10,10,0,1.0,10,1.0,1,1,0,1.0,1,1.0,0,0,0,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/18/20,Cuba,11,1,10,6.3,5.5,6.3,1,0,1,,0.5,,0,0,0,0,10,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1
3/18/20,Cuba,11,0,1,,0.5,14.0,1,0,0,,0,,0,0,0,0,10,3,3,0,0,0,3,0,0,0,0,0,0,0,0,1
3/19/2020,Cuba,21,10,0,0.7,5,1.4,1,0,0,,0,,0,0,0,0,20,4,4,0,0,0,4,0,0,0,0,0,0,0,0,1
3/20/2020,Cuba,21,0,10,,5,2.8,1,0,0,,0,,0,0,0,0,20,5,5,0,0,0,5,0,0,0,0,0,0,0,0,1
3/21/2020,Cuba,35,14,0,1.0,7,2.0,1,0,0,,0,,0,0,0,0,34,6,6,0,0,0,6,0,0,0,0,0,0,0,0,1
3/22/2020,Cuba,35,0,14,,7,3.4,1,0,0,,0,,0,0,0,0,34,7,7,0,0,0,7,0,0,0,0,0,0,0,0,1
3/23/2020,Cuba,35,0,0,,7,3.4,1,0,0,,,,0,0,0,0,34,8,8,0,0,0,8,0,0,0,0,0,0,0,0,1
3/17/20,Curaçao,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/20,Curaçao,3,0,3,,1.5,,1,1,0,,0.5,,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3/18/20,Curaçao,3,0,0,,0,,1,0,1,,0.5,1.4,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
