Date,Country,State,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000,ConfirmedSource,DeathsSource,RecoveredSource
1/22/20,Afghanistan,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Afghanistan,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Afghanistan,total,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Afghanistan,total,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,6,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,7,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,8,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,9,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,10,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,11,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,12,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Afghanistan,total,1,0,0,,0,,0,0,0,,0,,0,1,13,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Afghanistan,total,4,3,0,0.2,1.5,0.5,0,0,0,,0,,0,4,14,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/9/20,Afghanistan,total,4,0,3,,1.5,1.9,0,0,0,,0,,0,4,15,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/10/20,Afghanistan,total,5,1,0,2.8,0.5,5.6,0,0,0,,0,,0,5,16,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/11/20,Afghanistan,total,7,2,1,1.8,1.5,2.3,0,0,0,,0,,0,7,17,2,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/12/20,Afghanistan,total,7,0,2,,1,4.9,0,0,0,,0,,0,7,18,3,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/13/20,Afghanistan,total,7,0,0,,0,,0,0,0,,0,,0,7,19,4,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/14/20,Afghanistan,total,11,4,0,1.2,2,2.5,0,0,0,,0,,0,11,20,5,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/15/20,Afghanistan,total,16,5,4,1.5,4.5,1.7,0,0,0,,0,,0,16,21,6,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/16/20,Afghanistan,total,21,5,5,2.2,5,2.2,0,0,0,,0,,1,20,22,7,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/17/20,Afghanistan,total,73,52,5,0.3,28.5,0.5,0,0,0,,0,,1,72,23,8,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/18/20,Afghanistan,total,73,0,52,,26,1.9,0,0,0,,0,,1,72,24,9,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/19/20,Afghanistan,total,73,0,0,,0,,0,0,0,,0,,1,72,25,10,0,0,0,0,0,0,0,0,Multiple-Prev,Multiple,Multiple
3/20/20,Afghanistan,total,24,-49,0,-1.0,-24.5,-2.1,0,0,0,,0,,1,23,26,11,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/21/20,Afghanistan,total,40,16,-49,1.0,-16.5,-1.0,1,1,0,,0.5,,1,38,27,12,0,0,0,1,0,0,0,0,Multiple,World,Multiple
3/22/20,Afghanistan,total,40,0,16,,8,3.3,1,0,1,,0.5,1.4,1,38,28,13,0,0,0,2,0,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Afghanistan,total,40,0,0,,8,3.3,1,0,0,,,1.4,1,38,29,14,0,0,0,3,0,0,0,0,Multiple,Multiple,Multiple
1/22/20,Albania,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Albania,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/9/20,Albania,total,2,2,0,,1,,0,0,0,,0,,0,2,1,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/10/20,Albania,total,10,8,2,0.2,5,0.3,0,0,0,,0,,0,10,2,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/11/20,Albania,total,12,2,8,3.5,5,1.4,1,1,0,,0.5,,0,11,3,2,0,0,0,1,0,0,0,0,JHU,JHU,JHU
3/12/20,Albania,total,23,11,2,0.7,6.5,1.2,1,0,1,,0.5,1.4,0,22,4,3,0,0,0,2,0,0,0,0,JHU,JHU,JHU
3/13/20,Albania,total,33,10,11,1.5,10.5,1.5,1,0,0,,0,,0,32,5,4,0,0,0,3,0,0,0,0,JHU,JHU,JHU
3/14/20,Albania,total,38,5,10,4.5,7.5,3.0,1,0,0,,0,,0,37,6,5,0,0,0,4,0,0,0,0,JHU,JHU,JHU
3/15/20,Albania,total,42,4,5,6.5,4.5,5.8,1,0,0,,0,,0,41,7,6,0,0,0,5,0,0,0,0,JHU,JHU,JHU
3/16/20,Albania,total,51,9,4,3.2,6.5,4.4,1,0,0,,0,,0,50,8,7,0,0,0,6,0,0,0,0,JHU,JHU,JHU
3/17/20,Albania,total,59,8,9,4.4,8.5,4.1,2,1,0,0.7,0.5,1.4,0,57,9,8,0,0,0,7,0,0,0,0,Multiple,World,Multiple
3/18/20,Albania,total,64,5,8,8.0,6.5,6.1,2,0,1,,0.5,2.8,0,62,10,9,0,0,0,8,0,0,0,0,Multiple,Multiple,Multiple
3/19/20,Albania,total,70,6,5,7.2,5.5,7.9,2,0,0,,0,,0,68,11,10,0,0,0,9,0,0,0,0,Multiple,Multiple,Multiple
3/20/20,Albania,total,76,6,6,7.9,6,7.9,2,0,0,,0,,2,72,12,11,0,0,0,10,0,0,0,0,Multiple,Multiple,Multiple
3/21/20,Albania,total,89,13,6,3.9,9.5,5.3,2,0,0,,0,,2,85,13,12,0,0,0,11,0,0,0,0,Multiple,Multiple,Multiple
3/22/20,Albania,total,89,0,13,,6.5,9.2,2,0,0,,0,,2,85,14,13,0,0,0,12,0,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Albania,total,104,15,0,4.0,7.5,7.9,4,2,0,0.7,1,1.4,5,95,15,14,1,0,0,13,0,0,0,0,BNO,Multiple,BNO
1/22/20,Algeria,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Algeria,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Algeria,total,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Algeria,total,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Algeria,total,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Algeria,total,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Algeria,total,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Algeria,total,1,0,0,,0,,0,0,0,,0,,0,1,6,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Algeria,total,3,2,0,0.3,1,0.7,0,0,0,,0,,0,3,7,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Algeria,total,5,2,2,1.1,2,1.1,0,0,0,,0,,0,5,8,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Algeria,total,12,7,2,0.5,4.5,0.8,0,0,0,,0,,0,12,9,2,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Algeria,total,12,0,7,,3.5,2.4,0,0,0,,0,,0,12,10,3,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Algeria,total,17,5,0,1.7,2.5,3.4,0,0,0,,0,,0,17,11,4,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Algeria,total,17,0,5,,2.5,4.8,0,0,0,,0,,0,17,12,5,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Algeria,total,19,2,0,6.0,1,11.9,0,0,0,,0,,0,19,13,6,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/9/20,Algeria,total,20,1,2,13.3,1.5,8.9,0,0,0,,0,,0,20,14,7,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/10/20,Algeria,total,20,0,1,,0.5,28.0,0,0,0,,0,,0,20,15,8,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/11/20,Algeria,total,20,0,0,,0,,0,0,0,,0,,0,20,16,9,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/12/20,Algeria,total,24,4,0,3.5,2,7.0,1,1,0,,0.5,,8,15,17,10,0,0,0,1,0,0,0,0,JHU,JHU,JHU
3/13/20,Algeria,total,26,2,4,5.3,3,3.5,2,1,1,0.7,1,0.7,8,16,18,11,0,0,0,2,0,0,0,0,JHU,JHU,JHU
3/14/20,Algeria,total,37,11,2,1.0,6.5,1.7,3,1,1,1.4,1,1.4,12,22,19,12,0,0,0,3,0,0,0,0,JHU,JHU,JHU
3/15/20,Algeria,total,48,11,11,1.4,11,1.4,4,1,1,2.1,1,2.1,12,32,20,13,0,0,0,4,0,0,0,0,JHU,JHU,JHU
3/16/20,Algeria,total,54,6,11,3.7,8.5,2.6,4,0,1,,0.5,5.6,12,38,21,14,0,0,0,5,0,0,0,0,JHU,JHU,JHU
3/17/20,Algeria,total,75,21,6,1.3,13.5,2.0,7,3,0,0.9,1.5,1.9,12,56,22,15,0,0,0,6,1,0,0,0,JHU,World,JHU
3/18/20,Algeria,total,90,15,21,2.6,18,2.2,9,2,3,2.5,2.5,2.0,32,49,23,16,0,0,0,7,2,0,0,0,Multiple,Multiple,Multiple
3/19/20,Algeria,total,94,4,15,8.6,9.5,3.6,11,2,2,3.1,2,3.1,32,51,24,17,0,0,0,8,3,0,0,0,Multiple,World,Multiple
3/20/20,Algeria,total,139,45,4,0.8,24.5,1.5,15,4,2,1.9,3,2.6,32,92,25,18,1,0,0,9,4,0,0,0,Multiple,World,Multiple
3/21/20,Algeria,total,201,62,45,1.0,53.5,1.2,17,2,4,5.3,3,3.5,65,119,26,19,2,0,0,10,5,0,0,0,Multiple,World,Multiple
3/22/20,Algeria,total,201,0,62,,31,2.7,17,0,2,,1,11.9,65,119,27,20,3,0,0,11,6,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Algeria,total,201,0,0,,31,2.7,17,0,0,,,11.9,65,119,28,21,4,0,0,12,7,0,0,0,Multiple,Multiple,Multiple
1/22/20,Andorra,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Andorra,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Andorra,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Andorra,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
