Date,StateCode,State,County,Confirmed,Deaths,Recovered
3/19/2020,PA,Pennsylvania,Adams,1,0,-
3/19/2020,PA,Pennsylvania,Allegheny,16,0,-
3/19/2020,PA,Pennsylvania,Beaver,2,0,-
3/19/2020,PA,Pennsylvania,Berks,1,0,-
3/19/2020,PA,Pennsylvania,Bucks,12,0,-
3/19/2020,PA,Pennsylvania,Chester,10,0,-
3/19/2020,PA,Pennsylvania,Cumberland,11,0,-
3/19/2020,PA,Pennsylvania,Delaware,14,0,-
3/19/2020,PA,Pennsylvania,Lackawanna,2,0,-
3/19/2020,PA,Pennsylvania,Lancaster,2,0,-
3/19/2020,PA,Pennsylvania,Lebanon,1,0,-
3/19/2020,PA,Pennsylvania,Lehigh,1,0,-
3/19/2020,PA,Pennsylvania,Luzerne,1,0,-
3/19/2020,PA,Pennsylvania,Monroe,15,0,-
3/19/2020,PA,Pennsylvania,Montgomery,47,0,-
3/19/2020,PA,Pennsylvania,Northampton,5,1,-
3/19/2020,PA,Pennsylvania,Philadelphia,33,0,-
3/19/2020,PA,Pennsylvania,Pike,3,0,-
3/19/2020,PA,Pennsylvania,Washington,3,0,-
3/19/2020,PA,Pennsylvania,Wayne,1,0,-
3/19/2020,PA,Pennsylvania,Westmoreland,2,0,-
3/19/2020,PA,Pennsylvania,York,2,0,-
3/19/2020,PA,Pennsylvania,Adams,1,0,-
3/19/2020,PA,Pennsylvania,Allegheny,16,0,-
3/19/2020,PA,Pennsylvania,Beaver,2,0,-
3/19/2020,PA,Pennsylvania,Berks,1,0,-
3/19/2020,PA,Pennsylvania,Bucks,12,0,-
3/19/2020,PA,Pennsylvania,Chester,10,0,-
3/19/2020,PA,Pennsylvania,Cumberland,11,0,-
3/19/2020,PA,Pennsylvania,Delaware,14,0,-
3/19/2020,PA,Pennsylvania,Lackawanna,2,0,-
3/19/2020,PA,Pennsylvania,Lancaster,2,0,-
3/19/2020,PA,Pennsylvania,Lebanon,1,0,-
3/19/2020,PA,Pennsylvania,Lehigh,1,0,-
3/19/2020,PA,Pennsylvania,Luzerne,1,0,-
3/19/2020,PA,Pennsylvania,Monroe,15,0,-
3/19/2020,PA,Pennsylvania,Montgomery,47,0,-
3/19/2020,PA,Pennsylvania,Northampton,5,1,-
3/19/2020,PA,Pennsylvania,Philadelphia,33,0,-
3/19/2020,PA,Pennsylvania,Pike,3,0,-
3/19/2020,PA,Pennsylvania,Washington,3,0,-
3/19/2020,PA,Pennsylvania,Wayne,1,0,-
3/19/2020,PA,Pennsylvania,Westmoreland,2,0,-
3/19/2020,PA,Pennsylvania,York,2,0,-
3/19/2020,NJ,New Jersey,Atlantic,3,0,0
3/19/2020,NJ,New Jersey,Bergen,195,2,1
3/19/2020,NJ,New Jersey,Burlington,14,0,0
3/19/2020,NJ,New Jersey,Camden,13,0,0
3/19/2020,NJ,New Jersey,Cape May,1,0,0
3/19/2020,NJ,New Jersey,Essex,63,0,0
3/19/2020,NJ,New Jersey,Gloucester,3,0,0
3/19/2020,NJ,New Jersey,Hudson,55,0,0
3/19/2020,NJ,New Jersey,Hunterdon,8,0,0
3/19/2020,NJ,New Jersey,Mercer,20,0,0
3/19/2020,NJ,New Jersey,Middlesex,64,0,0
3/19/2020,NJ,New Jersey,Monmouth,43,1,0
3/19/2020,NJ,New Jersey,Morris,26,0,0
3/19/2020,NJ,New Jersey,Ocean,33,0,0
3/19/2020,NJ,New Jersey,Passaic,18,0,0
3/19/2020,NJ,New Jersey,Somerset,21,0,0
3/19/2020,NJ,New Jersey,Union,29,0,0
3/19/2020,NJ,New Jersey,Warren,3,0,1
3/19/2020,NJ,New Jersey,Under Investigation,118,6,0
3/19/2020,NY,New York,Albany,43,0,-
3/19/2020,NY,New York,Allegany,2,0,-
3/19/2020,NY,New York,Broome,2,0,-
3/19/2020,NY,New York,Chenango,2,0,-
3/19/2020,NY,New York,Clinton,2,0,-
3/19/2020,NY,New York,Delaware,1,0,-
3/19/2020,NY,New York,Dutchess,31,0,-
3/19/2020,NY,New York,Erie,28,0,-
3/19/2020,NY,New York,Essex,1,0,-
3/19/2020,NY,New York,Fulton,1,0,-
3/19/2020,NY,New York,Genesee,1,0,-
3/19/2020,NY,New York,Greene,2,0,-
3/19/2020,NY,New York,Hamilton,2,0,-
3/19/2020,NY,New York,Herkimer,1,0,-
3/19/2020,NY,New York,Monroe,30,1,-
3/19/2020,NY,New York,Montgomery,2,0,-
3/19/2020,NY,New York,Nassau,372,1,-
3/19/2020,NY,New York,Niagara,4,0,-
3/19/2020,NY,New York,Oneida,4,0,-
3/19/2020,NY,New York,Onondaga,6,0,-
3/19/2020,NY,New York,Ontario,3,0,-
3/19/2020,NY,New York,Orange,51,0,-
3/19/2020,NY,New York,Putnam,5,0,-
3/19/2020,NY,New York,Rensselaer,6,0,-
3/19/2020,NY,New York,Rockland,53,1,-
3/19/2020,NY,New York,Saratoga,18,0,-
3/19/2020,NY,New York,Schenectady,18,0,-
3/19/2020,NY,New York,Schoharie,1,0,-
3/19/2020,NY,New York,Suffolk,178,3,-
3/19/2020,NY,New York,Sullivan,3,0,-
3/19/2020,NY,New York,Tioga,1,0,-
3/19/2020,NY,New York,Tompkins,6,0,-
3/19/2020,NY,New York,Ulster,10,0,-
3/19/2020,NY,New York,Warren,1,0,-
3/19/2020,NY,New York,Washington,1,0,-
3/19/2020,NY,New York,Wayne,1,0,-
3/19/2020,NY,New York,Westchester,798,0,-
3/19/2020,NY,New York,Wyoming,2,0,-
3/19/2020,NY,New York,New York City,"3,615",22,-
3/19/2020,MD,Maryland,Anne Arundel,5,0,0
3/19/2020,MD,Maryland,Baltimore,12,0,0
3/19/2020,MD,Maryland,Baltimore City,8,0,0
3/19/2020,MD,Maryland,Carroll,2,0,0
3/19/2020,MD,Maryland,Calvert,1,0,0
3/19/2020,MD,Maryland,Charles,2,0,0
3/19/2020,MD,Maryland,Frederick,1,0,0
3/19/2020,MD,Maryland,Harford,3,0,0
3/19/2020,MD,Maryland,Howard,16,0,0
3/19/2020,MD,Maryland,Montgomery,33,0,3
3/19/2020,MD,Maryland,"Prince George's",23,1,0
3/19/2020,MD,Maryland,Talbot,1,0,0
3/19/2020,MD,Maryland,Wicomico,1,0,0
3/19/2020,MD,Maryland,Worcester,1,0,0
3/19/2020,DE,Delaware,Kent,4,-,-
3/19/2020,DE,Delaware,New Castle,23,-,-
3/19/2020,DE,Delaware,Sussex,3,-,-
3/19/2020,VA,Virginia,Alexandria (City),4,0,-
3/19/2020,VA,Virginia,Arlington,17,0,-
3/19/2020,VA,Virginia,Charles City,1,0,-
3/19/2020,VA,Virginia,Charlottesville (City),1,0,-
3/19/2020,VA,Virginia,Chesterfield,6,0,-
3/19/2020,VA,Virginia,Fairfax,16,0,-
3/19/2020,VA,Virginia,Goochland,1,0,-
3/19/2020,VA,Virginia,Hanover,1,0,-
3/19/2020,VA,Virginia,Harrisonburg (City),1,0,-
3/19/2020,VA,Virginia,Henrico,3,0,-
3/19/2020,VA,Virginia,James City,14,2,-
3/19/2020,VA,Virginia,Loudoun,5,0,-
3/19/2020,VA,Virginia,Prince Edward,1,0,-
3/19/2020,VA,Virginia,Prince William,11,0,-
3/19/2020,VA,Virginia,Richmond (City),3,0,-
3/19/2020,VA,Virginia,Spotsylvania,1,0,-
3/19/2020,VA,Virginia,Stafford,2,0,-
3/19/2020,VA,Virginia,Virginia Beach (City),4,0,-
3/19/2020,VA,Virginia,Williamsburg (City),1,0,-
3/19/2020,VA,Virginia,York,1,0,-
3/19/2020,CA,California,,"1,037",19,
3/19/2020,CA,California,Los Angeles,231,2,–
3/19/2020,CA,California,Santa Clara,189,6,–
3/19/2020,CA,California,San Diego,97,0,–
3/19/2020,CA,California,San Mateo,89,1,–
3/19/2020,CA,California,San Francisco,70,0,–
3/19/2020,CA,California,Sacramento,45,3,–
3/19/2020,CA,California,Orange,53,0,–
3/19/2020,CA,California,Contra Costa,42,0,–
3/19/2020,CA,California,Alameda,35,0,–
3/19/2020,CA,California,Marin,25,0,–
3/19/2020,CA,California,Riverside,22,3,–
3/19/2020,CA,California,San Joaquin,17,2,–
3/19/2020,CA,California,Santa Cruz,14,0,–
3/19/2020,CA,California,San Luis Obispo,13,0,–
3/19/2020,CA,California,Ventura,13,0,–
3/19/2020,CA,California,Solano,10,0,–
3/19/2020,CA,California,Placer,9,1,–
3/19/2020,CA,California,Sonoma,9,0,0
3/19/2020,CA,California,Santa Barbara,8,0,0
3/19/2020,CA,California,Tulare,7,0,–
3/19/2020,CA,California,Stanislaus,5,0,–
3/19/2020,CA,California,San Benito,5,1,2
3/19/2020,CA,California,San Bernardino,5,0,0
3/19/2020,CA,California,Yolo,5,0,–
3/19/2020,CA,California,Kern,4,0,–
3/19/2020,CA,California,Fresno,3,0,–
3/19/2020,CA,California,Calaveras,2,0,–
3/19/2020,CA,California,Imperial,2,0,–
3/19/2020,CA,California,Madera,2,0,0
3/19/2020,CA,California,Monterey,2,0,0
3/19/2020,CA,California,Humboldt,1,0,1
3/19/2020,CA,California,Nevada,1,0,0
3/19/2020,CA,California,Shasta,1,0,–
3/19/2020,CA,California,Mendocino,1,0,–
3/19/2020,CA,California,As of 20 March 2020 (UTC),As of 20 March 2020 (UTC),As of 20 March 2020 (UTC),As of 20 March 2020 (UTC)
3/19/2020,CA,California,"^ Reported, confirmed cases. Actual case numbers may be higher. Non-repatriated cases only, where both numbers are reported. Some counties may only be reporting active cases. ^ ""–"" denotes that no data is currently available for that county, not that the value is zero.","^ Reported, confirmed cases. Actual case numbers may be higher. Non-repatriated cases only, where both numbers are reported. Some counties may only be reporting active cases. ^ ""–"" denotes that no data is currently available for that county, not that the value is zero.","^ Reported, confirmed cases. Actual case numbers may be higher. Non-repatriated cases only, where both numbers are reported. Some counties may only be reporting active cases. ^ ""–"" denotes that no data is currently available for that county, not that the value is zero.","^ Reported, confirmed cases. Actual case numbers may be higher. Non-repatriated cases only, where both numbers are reported. Some counties may only be reporting active cases. ^ ""–"" denotes that no data is currently available for that county, not that the value is zero."
3/19/2020,WA,Washington,Chelan,2,0,-
3/19/2020,WA,Washington,Clark,4[3],3[4],-
3/19/2020,WA,Washington,Columbia,1,0,-
3/19/2020,WA,Washington,Cowlitz,1[5],0,-
3/19/2020,WA,Washington,Franklin,1,0,-
3/19/2020,WA,Washington,Grant,8,1,-
3/19/2020,WA,Washington,Grays Harbor,1,0,-
3/19/2020,WA,Washington,Island,16,1,-
3/19/2020,WA,Washington,Jefferson,4,0,-
3/19/2020,WA,Washington,King,562,56,-
3/19/2020,WA,Washington,Kitsap,9,0,-
3/19/2020,WA,Washington,Kittitas,4,0,-
3/19/2020,WA,Washington,Klickitat,1,0,-
3/19/2020,WA,Washington,Lewis,1,0,-
3/19/2020,WA,Washington,Lincoln,1,0,-
3/19/2020,WA,Washington,Mason,1,0,-
3/19/2020,WA,Washington,Pierce,56,1,-
3/19/2020,WA,Washington,Skagit,18,0,-
3/19/2020,WA,Washington,Snohomish,310,7,-
3/19/2020,WA,Washington,Spokane,4,0,-
3/19/2020,WA,Washington,Thurston,6,0,-
3/19/2020,WA,Washington,Whatcom,7,1[7],-
3/19/2020,WA,Washington,Yakima,7,0,-
3/19/2020,WA,Washington,(Unassigned),167,0,-
3/19/2020,IL,Illinois,Champaign,1,0,0
3/19/2020,IL,Illinois,Clinton,3,0,0
3/19/2020,IL,Illinois,Cook,282,2,2
3/19/2020,IL,Illinois,Cumberland,1,0,0
3/19/2020,IL,Illinois,DuPage,54,0,0
3/19/2020,IL,Illinois,Jackson,1,0,0
3/19/2020,IL,Illinois,Kane,6,0,0
3/19/2020,IL,Illinois,Kankakee,1,0,0
3/19/2020,IL,Illinois,Kendall,1,0,0
3/19/2020,IL,Illinois,Lake,37,0,0
3/19/2020,IL,Illinois,LaSalle,1,0,0
3/19/2020,IL,Illinois,Madison,1,0,0
3/19/2020,IL,Illinois,McHenry,6,0,0
3/19/2020,IL,Illinois,Peoria,3,0,0
3/19/2020,IL,Illinois,Sangamon,5,1,0
3/19/2020,IL,Illinois,St. Clair,3,0,0
3/19/2020,IL,Illinois,Washington,1,0,0
3/19/2020,IL,Illinois,Whiteside,1,0,0
3/19/2020,IL,Illinois,Will,10,1,0
3/19/2020,IL,Illinois,Williamson,1,0,0
3/19/2020,IL,Illinois,Winnebago,1,0,0
3/19/2020,IL,Illinois,Woodford,2,0,0
3/19/2020,LA,Louisiana,Acadia,1,0,-
3/19/2020,LA,Louisiana,Ascension,2,0,-
3/19/2020,LA,Louisiana,Assumption,1,0,-
3/19/2020,LA,Louisiana,Bossier,4,0,-
3/19/2020,LA,Louisiana,Caddo,10,0,-
3/19/2020,LA,Louisiana,Calcasieu,1,0,-
3/19/2020,LA,Louisiana,East Baton Rouge,6,0,-
3/19/2020,LA,Louisiana,Iberia,1,0,-
3/19/2020,LA,Louisiana,Iberville,1,0,-
3/19/2020,LA,Louisiana,Jefferson,69,1,-
3/19/2020,LA,Louisiana,Lafayette,3,0,-
3/19/2020,LA,Louisiana,Lafourche,4,0,-
3/19/2020,LA,Louisiana,Livingston,1,0,-
3/19/2020,LA,Louisiana,Orleans,249,8,-
3/19/2020,LA,Louisiana,Plaquemines,1,0,-
3/19/2020,LA,Louisiana,Rapides,1,0,-
3/19/2020,LA,Louisiana,St. Bernard,4,0,-
3/19/2020,LA,Louisiana,St. Charles,4,0,-
3/19/2020,LA,Louisiana,St. James,1,1,-
3/19/2020,LA,Louisiana,St. John the Baptist,3,0,-
3/19/2020,LA,Louisiana,St. Landry,2,0,-
3/19/2020,LA,Louisiana,St. Tammany,10,0,-
3/19/2020,LA,Louisiana,Terrebonne,4,0,-
3/19/2020,LA,Louisiana,Washington,2,0,-
3/19/2020,LA,Louisiana,Webster,1,0,-
3/19/2020,LA,Louisiana,West Baton Rouge,2,0,-
3/19/2020,LA,Louisiana,Under Investigation,4,0,-
3/19/2020,MI,Michigan,Bay,1,0,-
3/19/2020,MI,Michigan,Charlevoix,1,0,-
3/19/2020,MI,Michigan,Clinton,1,0,-
3/19/2020,MI,Michigan,Eaton,2,0,-
3/19/2020,MI,Michigan,Ingham,6,0,-
3/19/2020,MI,Michigan,Jackson,1,0,-
3/19/2020,MI,Michigan,Kent,7,0,-
3/19/2020,MI,Michigan,Leelanau,1,0,-
3/19/2020,MI,Michigan,Livingston,1,0,-
3/19/2020,MI,Michigan,Macomb,55,0,-
3/19/2020,MI,Michigan,Midland,1,0,-
3/19/2020,MI,Michigan,Monroe,2,0,-
3/19/2020,MI,Michigan,Montcalm,1,0,-
3/19/2020,MI,Michigan,Oakland,105,1,-
3/19/2020,MI,Michigan,Otsego,1,0,-
3/19/2020,MI,Michigan,Ottawa,1,0,-
3/19/2020,MI,Michigan,St. Clair,4,0,-
3/19/2020,MI,Michigan,Washtenaw,14,0,-
3/19/2020,MI,Michigan,Wayne,119,2,-
3/19/2020,MI,Michigan,Unclassified,10,0,-
3/19/2020,CO,Colorado,Adams,10,0,-
3/19/2020,CO,Colorado,Arapahoe,22,0,-
3/19/2020,CO,Colorado,Boulder,11,0,-
3/19/2020,CO,Colorado,Crowley,1,1,-
3/19/2020,CO,Colorado,Clear Creek,2,0,-
3/19/2020,CO,Colorado,Denver,49,0,-
3/19/2020,CO,Colorado,Douglas,14,0,-
3/19/2020,CO,Colorado,Eagle,51,0,-
3/19/2020,CO,Colorado,El Paso,15,2,-
3/19/2020,CO,Colorado,Garfield,2,0,-
3/19/2020,CO,Colorado,Grand,1,0,-
3/19/2020,CO,Colorado,Gunnison,13,0,-
3/19/2020,CO,Colorado,Jefferson,36,0,-
3/19/2020,CO,Colorado,Larimer,5,0,-
3/19/2020,CO,Colorado,Mesa,1,0,-
3/19/2020,CO,Colorado,Morgan,1,0,-
3/19/2020,CO,Colorado,Pitkin,12,0,-
3/19/2020,CO,Colorado,Pueblo,1,0,-
3/19/2020,CO,Colorado,Rio Blanco,1,0,-
3/19/2020,CO,Colorado,Routt,2,0,-
3/19/2020,CO,Colorado,Summit,5,0,-
3/19/2020,CO,Colorado,Weld,9,1,-
3/19/2020,CO,Colorado,Unknown,13,0,-
3/19/2020,TN,Tennessee,Campbell,1,-,-
3/19/2020,TN,Tennessee,Cheatham,1,-,-
3/19/2020,TN,Tennessee,Cumberland,1,-,-
3/19/2020,TN,Tennessee,Davidson,75,-,-
3/19/2020,TN,Tennessee,Dyer,1,-,-
3/19/2020,TN,Tennessee,Hamilton,1,-,-
3/19/2020,TN,Tennessee,Jefferson,1,-,-
3/19/2020,TN,Tennessee,Knox,2,-,-
3/19/2020,TN,Tennessee,Montgomery,1,-,-
3/19/2020,TN,Tennessee,Robertson,2,-,-
3/19/2020,TN,Tennessee,Rutherford,1,-,-
3/19/2020,TN,Tennessee,Sevier,1,-,-
3/19/2020,TN,Tennessee,Shelby,4,-,-
3/19/2020,TN,Tennessee,Sullivan,1,-,-
3/19/2020,TN,Tennessee,Sumner,3,-,-
3/19/2020,TN,Tennessee,Williamson,30,-,-
3/19/2020,TN,Tennessee,Wilson,1,-,-
3/19/2020,TN,Tennessee,Other[a],26,-,-
3/19/2020,TN,Tennessee,Unknown,1,-,-
3/19/2020,OR,Oregon,Benton,2,0,-
3/19/2020,OR,Oregon,Clackamas,6,0,-
3/19/2020,OR,Oregon,Deschutes,6,0,-
3/19/2020,OR,Oregon,Douglas,1,0,-
3/19/2020,OR,Oregon,Jackson,2,0,-
3/19/2020,OR,Oregon,Klamath,1,0,-
3/19/2020,OR,Oregon,Lane,2,1,-
3/19/2020,OR,Oregon,Linn,18,0,-
3/19/2020,OR,Oregon,Marion,13,0,-
3/19/2020,OR,Oregon,Multnomah,7,1,-
3/19/2020,OR,Oregon,Polk,1,0,-
3/19/2020,OR,Oregon,Umatilla,2,0,-
3/19/2020,OR,Oregon,Washington,25,1,-
3/19/2020,OR,Oregon,Yamhill,2,0,-
3/19/2020,SC,South Carolina,Abbeville,1,0,-
3/19/2020,SC,South Carolina,Anderson,3,0,-
3/19/2020,SC,South Carolina,Beaufort,7,0,-
3/19/2020,SC,South Carolina,Calhoun,1,0,-
3/19/2020,SC,South Carolina,Charleston,5,0,-
3/19/2020,SC,South Carolina,Dorchester,1,0,-
3/19/2020,SC,South Carolina,Fairfield,1,0,-
3/19/2020,SC,South Carolina,Greenville,7,0,-
3/19/2020,SC,South Carolina,Horry,6,0,-
3/19/2020,SC,South Carolina,Kershaw,29,0,-
3/19/2020,SC,South Carolina,Lancaster,3,0,-
3/19/2020,SC,South Carolina,Lee,1,0,-
3/19/2020,SC,South Carolina,Lexington,5,1,-
3/19/2020,SC,South Carolina,Richland,8,0,-
3/19/2020,SC,South Carolina,Saluda,1,0,-
3/19/2020,SC,South Carolina,Spartanburg,1,0,-
3/19/2020,SC,South Carolina,York,1,0,-
3/19/2020,SC,South Carolina,Daily Sources Latest[1] • Mar 7 [19] • Mar 16 [20] • Mar 17 [21],Daily Sources Latest[1] • Mar 7 [19] • Mar 16 [20] • Mar 17 [21],Daily Sources Latest[1] • Mar 7 [19] • Mar 16 [20] • Mar 17 [21],-
3/19/2020,AL,Alabama,Baldwin,1,-,-
3/19/2020,AL,Alabama,Calhoun,1,-,-
3/19/2020,AL,Alabama,Chambers,1,-,-
3/19/2020,AL,Alabama,Elmore,5,-,-
3/19/2020,AL,Alabama,Lee,10,-,-
3/19/2020,AL,Alabama,Jefferson,34,-,-
3/19/2020,AL,Alabama,Limestone,1,-,-
3/19/2020,AL,Alabama,Madison,5,-,-
3/19/2020,AL,Alabama,Montgomery,3,-,-
3/19/2020,AL,Alabama,Shelby,9,-,-
3/19/2020,AL,Alabama,St. Clair,1,-,-
3/19/2020,AL,Alabama,Talladega,1,-,-
3/19/2020,AL,Alabama,Tuscaloosa,4,-,-
3/19/2020,AL,Alabama,Walker,1,-,-
3/19/2020,AR,Arkansas,Bradley,4-Jan,0,-
3/19/2020,AR,Arkansas,Clark,4-Jan,0,-
3/19/2020,AR,Arkansas,Cleburne,10 or more,0,-
3/19/2020,AR,Arkansas,Cleveland,4-Jan,0,-
3/19/2020,AR,Arkansas,Craighead,4-Jan,0,-
3/19/2020,AR,Arkansas,Desha,4-Jan,0,-
3/19/2020,AR,Arkansas,Faulkner,4-Jan,0,-
3/19/2020,AR,Arkansas,Garland,4-Jan,0,-
3/19/2020,AR,Arkansas,Grant,4-Jan,0,-
3/19/2020,AR,Arkansas,Independence,4-Jan,0,-
3/19/2020,AR,Arkansas,Jefferson,10 or more,0,-
3/19/2020,AR,Arkansas,Lincoln,4-Jan,0,-
3/19/2020,AR,Arkansas,Poinsett,4-Jan,0,-
3/19/2020,AR,Arkansas,Pope,4-Jan,0,-
3/19/2020,AR,Arkansas,Pulaski,10 or more,0,-
3/19/2020,AR,Arkansas,Saline,4-Jan,0,-
3/19/2020,AR,Arkansas,Searcy,4-Jan,0,-
3/19/2020,AR,Arkansas,Sevier,4-Jan,0,-
3/19/2020,AR,Arkansas,Van Buren,4-Jan,0,-
3/19/2020,AR,Arkansas,Washington,4-Jan,0,-
3/19/2020,ME,Maine,Androscoggin,3,-,1
3/19/2020,ME,Maine,Cumberland,25,-,0
3/19/2020,ME,Maine,Hancock,1,-,0
3/19/2020,ME,Maine,Kennebec,3,-,0
3/19/2020,ME,Maine,Lincoln,3,-,0
3/19/2020,ME,Maine,Oxford,1,-,0
3/19/2020,ME,Maine,Penobscot,1,-,0
3/19/2020,ME,Maine,York,3,-,0
3/19/2020,ME,Maine,Unknown,12,-,0
3/19/2020,KY,Kentucky,Bourbon,2,1,-
3/19/2020,KY,Kentucky,Clark,2,,-
3/19/2020,KY,Kentucky,Daviess County,1,,-
3/19/2020,KY,Kentucky,Fayette,7,,-
3/19/2020,KY,Kentucky,Franklin,1,,-
3/19/2020,KY,Kentucky,Harrison,7,,-
3/19/2020,KY,Kentucky,Henderson,1,,-
3/19/2020,KY,Kentucky,Kenton,1,,-
3/19/2020,KY,Kentucky,Jefferson,10,,-
3/19/2020,KY,Kentucky,Lyon,1,,-
3/19/2020,KY,Kentucky,Montgomery,2,,-
3/19/2020,KY,Kentucky,Nelson,1,,-
3/19/2020,KY,Kentucky,Warren,1,,-
3/19/2020,KY,Kentucky,Source:[1][2][3],Source:[1][2][3],Source:[1][2][3],-
3/19/2020,IA,Iowa,Adair,1,0,-
3/19/2020,IA,Iowa,Allamakee,2,0,-
3/19/2020,IA,Iowa,Black Hawk,1,0,-
3/19/2020,IA,Iowa,Carroll,1,0,-
3/19/2020,IA,Iowa,Dallas,5,0,-
3/19/2020,IA,Iowa,Harrison,1,0,-
3/19/2020,IA,Iowa,Johnson,21,0,-
3/19/2020,IA,Iowa,Polk,3,0,-
3/19/2020,IA,Iowa,Pottawattamie,1,0,-
3/19/2020,IA,Iowa,Washington,1,0,-
3/19/2020,IA,Iowa,Winneshiek,1,0,-
3/19/2020,WY,Wyoming,Albany,0,0,-
3/19/2020,WY,Wyoming,Big Horn,0,0,-
3/19/2020,WY,Wyoming,Campbell,0,0,-
3/19/2020,WY,Wyoming,Carbon,0,0,-
3/19/2020,WY,Wyoming,Converse,0,0,-
3/19/2020,WY,Wyoming,Crook,0,0,-
3/19/2020,WY,Wyoming,Fremont,8,0,-
3/19/2020,WY,Wyoming,Goshen,0,0,-
3/19/2020,WY,Wyoming,Hot Springs,0,0,-
3/19/2020,WY,Wyoming,Johnson,0,0,-
3/19/2020,WY,Wyoming,Laramie,3,0,-
3/19/2020,WY,Wyoming,Lincoln,0,0,-
3/19/2020,WY,Wyoming,Natrona,0,0,-
3/19/2020,WY,Wyoming,Niobrara,0,0,-
3/19/2020,WY,Wyoming,Park,1,0,-
3/19/2020,WY,Wyoming,Platte,0,0,-
3/19/2020,WY,Wyoming,Sheridan,4,0,-
3/19/2020,WY,Wyoming,Sublette,0,0,-
3/19/2020,WY,Wyoming,Sweetwater,0,0,-
3/19/2020,WY,Wyoming,Teton,1,0,-
3/19/2020,WY,Wyoming,Uinta,0,0,-
3/19/2020,WY,Wyoming,Washakie,0,0,-
3/19/2020,WY,Wyoming,Weston,0,0,-
3/19/2020,SD,South Dakota,Beadle,1,,-
3/19/2020,SD,South Dakota,Bon Homme,1,,-
3/19/2020,SD,South Dakota,Charles Mix,1,,-
3/19/2020,SD,South Dakota,Davison,1,1[a],-
3/19/2020,SD,South Dakota,McCook,1,,-
3/19/2020,SD,South Dakota,Minnehaha,5,,-
3/19/2020,SD,South Dakota,Pennington,1,,-
3/19/2020,AK,Alaska,Anchorage,4,-,-
3/19/2020,AK,Alaska,Gulf Coast,1,-,-
3/19/2020,AK,Alaska,Interior,3,-,-
3/19/2020,AK,Alaska,Mat-Su,0,-,-
3/19/2020,AK,Alaska,Northern,0,-,-
3/19/2020,AK,Alaska,Southeast,1,-,-
3/19/2020,AK,Alaska,Southwest,0,-,-
3/19/2020,PR,Puerto Rico,San Juan,4,-,0
3/19/2020,PR,Puerto Rico,Mayagüez,1,-,0
3/19/2020,PR,Puerto Rico,Undisclosed,1,-,0
3/19/2020,KS,Kansas,Butler,1,0,-
3/19/2020,KS,Kansas,Cherokee,1,0,-
3/19/2020,KS,Kansas,Douglas,1,0,-
3/19/2020,KS,Kansas,Ford,1*,0,-
3/19/2020,KS,Kansas,Franklin,1,0,-
3/19/2020,KS,Kansas,Jackson,1,0,-
3/19/2020,KS,Kansas,Johnson,16,0,-
3/19/2020,KS,Kansas,Leavenworth,2,0,-
3/19/2020,KS,Kansas,Linn,1,0,-
3/19/2020,KS,Kansas,Miami,1*,0,-
3/19/2020,KS,Kansas,Morris,2,0,-
3/19/2020,KS,Kansas,Wyandotte,8,1,-
3/19/2020,NM,New Mexico,Bernalillo County,20 ,-,-
3/19/2020,NM,New Mexico,Catron County,0 ,-,-
3/19/2020,NM,New Mexico,Chaves County,0 ,-,-
3/19/2020,NM,New Mexico,Cibola County,0 ,-,-
3/19/2020,NM,New Mexico,Colfax County,0 ,-,-
3/19/2020,NM,New Mexico,Curry County,0 ,-,-
3/19/2020,NM,New Mexico,De Baca County,0 ,-,-
3/19/2020,NM,New Mexico,Dona Ana County,0 ,-,-
3/19/2020,NM,New Mexico,Eddy County,0 ,-,-
3/19/2020,NM,New Mexico,Grant County,0 ,-,-
3/19/2020,NM,New Mexico,Guadalupe County,0 ,-,-
3/19/2020,NM,New Mexico,Harding County,0 ,-,-
3/19/2020,NM,New Mexico,Hidalgo County,0 ,-,-
3/19/2020,NM,New Mexico,Lea County,0 ,-,-
3/19/2020,NM,New Mexico,Lincoln County,0 ,-,-
3/19/2020,NM,New Mexico,Los Alamos County,0 ,-,-
3/19/2020,NM,New Mexico,Luna County,0 ,-,-
3/19/2020,NM,New Mexico,McKinley County,0 ,-,-
3/19/2020,NM,New Mexico,Mora County,0 ,-,-
3/19/2020,NM,New Mexico,Otero County,0 ,-,-
3/19/2020,NM,New Mexico,Quay County,0 ,-,-
3/19/2020,NM,New Mexico,Rio Arriba County,0 ,-,-
3/19/2020,NM,New Mexico,Roosevelt County,0 ,-,-
3/19/2020,NM,New Mexico,San Juan County,0 ,-,-
3/19/2020,NM,New Mexico,San Miguel County,1 ,-,-
3/19/2020,NM,New Mexico,Sandoval County,4 ,-,-
3/19/2020,NM,New Mexico,Santa Fe County,7 ,-,-
3/19/2020,NM,New Mexico,Sierra County,0 ,-,-
3/19/2020,NM,New Mexico,Socorro County,2 ,-,-
3/19/2020,NM,New Mexico,Taos County,1 ,-,-
3/19/2020,NM,New Mexico,Torrance County,0 ,-,-
3/19/2020,NM,New Mexico,Union County,0 ,-,-
3/19/2020,NM,New Mexico,Valencia County,0 ,-,-
3/19/2020,MO,Missouri,Boone,1,-,-
3/19/2020,MO,Missouri,Cass,3,-,-
3/19/2020,MO,Missouri,Christian,2,-,-
