Date,StateCode,State,County,Confirmed,Deaths,Recovered
3/22/2020,SD,South Dakota,Davison,1,1[a],-
3/22/2020,SD,South Dakota,McCook,1,,-
3/22/2020,SD,South Dakota,Minnehaha,5,,-
3/22/2020,SD,South Dakota,Brown,1,,-
3/22/2020,SD,South Dakota,Pennington,1,,-
3/22/2020,TN,Tennessee,Anderson,1,-,-
3/22/2020,TN,Tennessee,Blount,1,-,-
3/22/2020,TN,Tennessee,Bradley,2,-,-
3/22/2020,TN,Tennessee,Campbell,2,-,-
3/22/2020,TN,Tennessee,Carroll,2,-,-
3/22/2020,TN,Tennessee,Cheatham,4,-,-
3/22/2020,TN,Tennessee,Chester,1,-,-
3/22/2020,TN,Tennessee,Cocke,1,-,-
3/22/2020,TN,Tennessee,Cumberland,2,-,-
3/22/2020,TN,Tennessee,Davidson,167,-,-
3/22/2020,TN,Tennessee,Dickson,4,-,-
3/22/2020,TN,Tennessee,Dyer,2,-,-
3/22/2020,TN,Tennessee,Fayette,3,-,-
3/22/2020,TN,Tennessee,Franklin,1,-,-
3/22/2020,TN,Tennessee,Gibson,1,-,-
3/22/2020,TN,Tennessee,Greene,2,-,-
3/22/2020,TN,Tennessee,Hamblen,2,-,-
3/22/2020,TN,Tennessee,Hamilton,8,-,-
3/22/2020,TN,Tennessee,Houston,1,-,-
3/22/2020,TN,Tennessee,Jefferson,2,-,-
3/22/2020,TN,Tennessee,Knox,5,-,-
3/22/2020,TN,Tennessee,Loudon,1,-,-
3/22/2020,TN,Tennessee,Marion,1,-,-
3/22/2020,TN,Tennessee,Maury,2,-,-
3/22/2020,TN,Tennessee,McMinn,1,-,-
3/22/2020,TN,Tennessee,Monroe,3,-,-
3/22/2020,TN,Tennessee,Montgomery,3,-,-
3/22/2020,TN,Tennessee,Perry,1,-,-
3/22/2020,TN,Tennessee,Putnam,6,-,-
3/22/2020,TN,Tennessee,Roane,1,-,-
3/22/2020,TN,Tennessee,Robertson,3,-,-
3/22/2020,TN,Tennessee,Rutherford,8,-,-
3/22/2020,TN,Tennessee,Scott,2,-,-
3/22/2020,TN,Tennessee,Sevier,1,-,-
3/22/2020,TN,Tennessee,Shelby,66,-,-
3/22/2020,TN,Tennessee,Sullivan,1,-,-
3/22/2020,TN,Tennessee,Sumner,22,-,-
3/22/2020,TN,Tennessee,Tipton,5,-,-
3/22/2020,TN,Tennessee,Washington,2,-,-
3/22/2020,TN,Tennessee,Williamson,48,-,-
3/22/2020,TN,Tennessee,Wilson,2,-,-
3/22/2020,TN,Tennessee,Out of TN,82,-,-
3/22/2020,TN,Tennessee,Unknown,30,-,-
3/22/2020,TX,Texas,Bell,3,-,-
3/22/2020,TX,Texas,Bexar,24,-,-
3/22/2020,TX,Texas,Bowie,1,-,-
3/22/2020,TX,Texas,Brazoria,12,-,-
3/22/2020,TX,Texas,Brazos,2,-,-
3/22/2020,TX,Texas,Brown,1,-,-
3/22/2020,TX,Texas,Cameron,6,-,-
3/22/2020,TX,Texas,Castro,1,-,-
3/22/2020,TX,Texas,Chambers,3,-,-
3/22/2020,TX,Texas,Collin,21,-,-
3/22/2020,TX,Texas,Comal,3,-,-
3/22/2020,TX,Texas,Crane,1,-,-
3/22/2020,TX,Texas,Dallas,30,-,-
3/22/2020,TX,Texas,Deaf Smith,1,-,-
3/22/2020,TX,Texas,Denton,12,-,-
3/22/2020,TX,Texas,DeWitt,1,-,-
3/22/2020,TX,Texas,El Paso,6,-,-
3/22/2020,TX,Texas,Ellis,3,-,-
3/22/2020,TX,Texas,Fannin,1,-,-
3/22/2020,TX,Texas,Fort Bend,11,-,-
3/22/2020,TX,Texas,Galveston,9,-,-
3/22/2020,TX,Texas,Gregg,1,-,-
3/22/2020,TX,Texas,Harris,27,-,-
3/22/2020,TX,Texas,Hays,6,-,-
3/22/2020,TX,Texas,Hockley,2,-,-
3/22/2020,TX,Texas,Johnson,2,-,-
3/22/2020,TX,Texas,Lavaca,1,-,-
3/22/2020,TX,Texas,Lubbock,2,-,-
3/22/2020,TX,Texas,Matagorda,3,-,-
3/22/2020,TX,Texas,McLennan,7,-,-
3/22/2020,TX,Texas,Medina,1,-,-
3/22/2020,TX,Texas,Midland,1,-,-
3/22/2020,TX,Texas,Montgomery,4,-,-
3/22/2020,TX,Texas,Nueces,1,-,-
3/22/2020,TX,Texas,Oldham,1,-,-
3/22/2020,TX,Texas,Potter,2,-,-
3/22/2020,TX,Texas,Rusk,1,-,-
3/22/2020,TX,Texas,Smith,5,-,-
3/22/2020,TX,Texas,Tarrant,8,-,-
3/22/2020,TX,Texas,Travis,22,-,-
3/22/2020,TX,Texas,Webb,4,-,-
3/22/2020,TX,Texas,Wichita,3,-,-
3/22/2020,TX,Texas,Williamson,9,-,-
3/22/2020,TX,Texas,Pending County Assignment,69,-,-
3/22/2020,VA,Virginia,Accomack,1,0,-
3/22/2020,VA,Virginia,Albemarle,2,0,-
3/22/2020,VA,Virginia,Alexandria (City),5,0,-
3/22/2020,VA,Virginia,Amherst,1,0,-
3/22/2020,VA,Virginia,Arlington,26,0,-
3/22/2020,VA,Virginia,Bedford,1,0,-
3/22/2020,VA,Virginia,Botetourt,1,0,-
3/22/2020,VA,Virginia,Charles City,1,0,-
3/22/2020,VA,Virginia,Charlottesville (City),4,0,-
3/22/2020,VA,Virginia,Chesterfield,8,0,-
3/22/2020,VA,Virginia,Culpeper,2,0,-
3/22/2020,VA,Virginia,Fairfax,31,1[32],-
3/22/2020,VA,Virginia,Fluvanna,1,0,-
3/22/2020,VA,Virginia,Franklin,1,0,-
3/22/2020,VA,Virginia,Gloucester,2,0,-
3/22/2020,VA,Virginia,Goochland,2,0,-
3/22/2020,VA,Virginia,Hanover,1,0,-
3/22/2020,VA,Virginia,Harrisonburg (City),1,0,-
3/22/2020,VA,Virginia,Henrico,8,0,-
3/22/2020,VA,Virginia,Isle of Wight,1,0,-
3/22/2020,VA,Virginia,James City,32,3[33],-
3/22/2020,VA,Virginia,Lee,2,0,-
3/22/2020,VA,Virginia,Louisa,1,0,-
3/22/2020,VA,Virginia,Loudoun,15,0,-
3/22/2020,VA,Virginia,Mecklenburg,1,0,-
3/22/2020,VA,Virginia,Newport News (City),2,1[34],-
3/22/2020,VA,Virginia,Norfolk (City),3,0,-
3/22/2020,VA,Virginia,Portsmouth (City),1,0,-
3/22/2020,VA,Virginia,Prince Edward,1,0,-
3/22/2020,VA,Virginia,Prince William,18,0,-
3/22/2020,VA,Virginia,Richmond (City),6,0,-
3/22/2020,VA,Virginia,Rockingham,2,0,-
3/22/2020,VA,Virginia,Spotsylvania,2,0,-
3/22/2020,VA,Virginia,Stafford,5,0,-
3/22/2020,VA,Virginia,Suffolk (city),1,0,-
3/22/2020,VA,Virginia,Virginia Beach (City),17,0,-
3/22/2020,VA,Virginia,Williamsburg (City),5,1[35],-
3/22/2020,VA,Virginia,York,5,0,-
3/22/2020,WA,Washington,Benton,7,2,-
3/22/2020,WA,Washington,Chelan,3,0,-
3/22/2020,WA,Washington,Clallam,4,0,-
3/22/2020,WA,Washington,Clark,10,3,-
3/22/2020,WA,Washington,Columbia,1,0,-
3/22/2020,WA,Washington,Cowlitz,3,0,-
3/22/2020,WA,Washington,Franklin,3,0,-
3/22/2020,WA,Washington,Grant,18,1,-
3/22/2020,WA,Washington,Grays Harbor,1,0,-
3/22/2020,WA,Washington,Island,21,1,-
3/22/2020,WA,Washington,Jefferson,6,0,-
3/22/2020,WA,Washington,King,1040,75,-
3/22/2020,WA,Washington,Kitsap,18,0,-
3/22/2020,WA,Washington,Kittitas,4,0,-
3/22/2020,WA,Washington,Klickitat,4,0,-
3/22/2020,WA,Washington,Lewis,2,0,-
3/22/2020,WA,Washington,Lincoln,1,0,-
3/22/2020,WA,Washington,Mason,1,0,-
3/22/2020,WA,Washington,Pierce,107,1,-
3/22/2020,WA,Washington,San Juan,1,0,-
3/22/2020,WA,Washington,Skagit,33,0,-
3/22/2020,WA,Washington,Snohomish,480,10,-
3/22/2020,WA,Washington,Spokane,20,0,-
3/22/2020,WA,Washington,Stevens,1,0,-
3/22/2020,WA,Washington,Thurston,11,0,-
3/22/2020,WA,Washington,Walla Walla,1,0,-
3/22/2020,WA,Washington,Whatcom,14,2[4],-
3/22/2020,WA,Washington,Whitman,1,0,-
3/22/2020,WA,Washington,Yakima,16,0,-
3/22/2020,WA,Washington,(Unassigned),165,0[6],-
3/22/2020,WY,Wyoming,Albany,0,0,-
3/22/2020,WY,Wyoming,Big Horn,0,0,-
3/22/2020,WY,Wyoming,Campbell,1,0,-
3/22/2020,WY,Wyoming,Carbon,1,0,-
3/22/2020,WY,Wyoming,Converse,0,0,-
3/22/2020,WY,Wyoming,Crook,0,0,-
3/22/2020,WY,Wyoming,Fremont,9,0,-
3/22/2020,WY,Wyoming,Goshen,0,0,-
3/22/2020,WY,Wyoming,Hot Springs,0,0,-
3/22/2020,WY,Wyoming,Johnson,0,0,-
3/22/2020,WY,Wyoming,Laramie,5,0,-
3/22/2020,WY,Wyoming,Lincoln,0,0,-
3/22/2020,WY,Wyoming,Natrona,1,0,-
3/22/2020,WY,Wyoming,Niobrara,0,0,-
3/22/2020,WY,Wyoming,Park,1,0,-
3/22/2020,WY,Wyoming,Platte,0,0,-
3/22/2020,WY,Wyoming,Sheridan,4,0,-
3/22/2020,WY,Wyoming,Sublette,0,0,-
3/22/2020,WY,Wyoming,Sweetwater,0,0,-
3/22/2020,WY,Wyoming,Teton,2,0,-
3/22/2020,WY,Wyoming,Uinta,0,0,-
3/22/2020,WY,Wyoming,Washakie,0,0,-
3/22/2020,WY,Wyoming,Weston,0,0,-
