Date,State,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
3/21/2020,Massachusetts,525,112,85,2.6,98.5,2.9,1,0,1,,0.5,1.4,,524,5,5,5,3,0,2,0,0,0,0
3/17/2020,Michigan,65,65,0,1.0,65,1.0,0,0,0,1.0,0,1.0,0,65,1,1,0,0,0,0,0,0,0,0
3/18/2020,Michigan,111,46,65,1.0,55.5,1.0,1,1,0,,0.5,,0,110,2,2,1,0,0,1,0,0,0,0
3/19/2020,Michigan,334,223,46,0.3,134.5,0.6,3,2,1,0.3,1.5,0.5,0,331,3,3,2,1,0,2,0,0,0,0
3/20/2020,Michigan,552,218,223,1.1,220.5,1.1,3,0,2,,1,2.1,0,549,4,4,3,2,0,3,0,0,0,0
3/21/2020,Michigan,787,235,218,1.6,226.5,1.7,5,2,0,1.1,1,2.1,,782,5,5,4,3,0,4,1,0,0,0
3/17/2020,Minnesota,60,60,0,1.0,60,1.0,0,0,0,1.0,0,1.0,0,60,1,1,0,0,0,0,0,0,0,0
3/18/2020,Minnesota,77,17,60,2.5,38.5,2.5,0,0,0,,0,,0,77,2,2,0,0,0,0,0,0,0,0
3/19/2020,Minnesota,91,14,17,3.8,15.5,3.5,0,0,0,,0,,0,91,3,3,0,0,0,0,0,0,0,0
3/20/2020,Minnesota,115,24,14,2.7,19,3.4,0,0,0,,0,,0,115,4,4,1,0,0,0,0,0,0,0
3/21/2020,Minnesota,137,22,24,3.7,23,3.5,1,1,0,,0.5,,24,112,5,5,2,0,0,1,0,0,0,0
3/17/2020,Mississippi,21,21,0,1.0,21,1.0,0,0,0,1.0,0,1.0,0,21,1,1,0,0,0,0,0,0,0,0
3/18/2020,Mississippi,36,15,21,1.0,18,1.0,0,0,0,,0,,0,36,2,2,0,0,0,0,0,0,0,0
3/19/2020,Mississippi,50,14,15,1.8,14.5,1.7,1,1,0,,0.5,,0,49,3,3,0,0,0,1,0,0,0,0
3/20/2020,Mississippi,80,30,14,1.1,22,1.6,1,0,1,,0.5,1.4,0,79,4,4,0,0,0,2,0,0,0,0
3/21/2020,Mississippi,80,0,30,,15,3.7,1,0,0,,0,,0,79,5,5,0,0,0,3,0,0,0,0
3/17/2020,Missouri,15,15,0,1.0,15,1.0,0,0,0,1.0,0,1.0,0,15,1,1,0,0,0,0,0,0,0,0
3/18/2020,Missouri,18,3,15,3.5,9,3.5,0,0,0,,0,,0,18,2,2,0,0,0,0,0,0,0,0
3/19/2020,Missouri,39,21,3,0.6,12,1.1,1,1,0,,0.5,,0,38,3,3,0,0,0,1,0,0,0,0
3/20/2020,Missouri,66,27,21,1.0,24,1.1,3,2,1,0.3,1.5,0.5,0,63,4,4,0,0,0,2,0,0,0,0
3/21/2020,Missouri,66,0,27,,13.5,3.3,3,0,2,,1,2.1,0,63,5,5,0,0,0,3,0,0,0,0
3/17/2020,Montana,4,4,0,1.0,4,1.0,0,0,0,1.0,0,1.0,0,4,1,0,0,0,0,0,0,0,0,0
3/18/2020,Montana,11,7,4,0.4,5.5,0.4,0,0,0,,0,,0,11,2,1,0,0,0,0,0,0,0,0
3/19/2020,Montana,12,1,7,7.7,4,1.9,0,0,0,,0,,0,12,3,2,0,0,0,0,0,0,0,0
3/20/2020,Montana,20,8,1,1.1,4.5,1.9,0,0,0,,0,,0,20,4,3,0,0,0,0,0,0,0,0
3/21/2020,Montana,20,0,8,,4,3.5,0,0,0,,0,,0,20,5,4,0,0,0,0,0,0,0,0
3/17/2020,N. Mariana Islands,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2020,N. Mariana Islands,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/19/2020,N. Mariana Islands,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2020,N. Mariana Islands,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2020,N. Mariana Islands,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2020,Nebraska,14,14,0,1.0,14,1.0,0,0,0,1.0,0,1.0,0,14,1,1,0,0,0,0,0,0,0,0
3/18/2020,Nebraska,24,10,14,1.0,12,1.0,0,0,0,,0,,0,24,2,2,0,0,0,0,0,0,0,0
3/19/2020,Nebraska,29,5,10,3.4,7.5,2.2,0,0,0,,0,,0,29,3,3,0,0,0,0,0,0,0,0
3/20/2020,Nebraska,37,8,5,2.5,6.5,3.1,0,0,0,,0,,0,37,4,4,0,0,0,0,0,0,0,0
3/21/2020,Nebraska,37,0,8,,4,6.5,0,0,0,,0,,0,37,5,5,0,0,0,0,0,0,0,0
3/17/2020,Nevada,19,19,0,1.0,19,1.0,0,0,0,1.0,0,1.0,0,19,1,1,0,0,0,0,0,0,0,0
3/18/2020,Nevada,55,36,19,0.4,27.5,0.4,1,1,0,,0.5,,0,54,2,2,0,0,0,1,0,0,0,0
3/19/2020,Nevada,95,40,36,0.9,38,1.0,1,0,1,,0.5,1.4,0,94,3,3,0,0,0,2,0,0,0,0
3/20/2020,Nevada,109,14,40,4.7,27,2.4,2,1,0,0.7,0.5,1.4,0,107,4,4,1,0,0,3,0,0,0,0
3/21/2020,Nevada,109,0,14,,7,10.7,2,0,1,,0.5,2.8,0,107,5,5,2,0,0,4,0,0,0,0
3/17/2020,New Hampshire,7,7,0,1.0,7,1.0,0,0,0,1.0,0,1.0,0,7,1,1,0,0,0,0,0,0,0,0
3/18/2020,New Hampshire,26,19,7,0.3,13,0.3,0,0,0,,0,,0,26,2,2,0,0,0,0,0,0,0,0
3/19/2020,New Hampshire,44,18,19,1.0,18.5,1.0,0,0,0,,0,,0,44,3,3,0,0,0,0,0,0,0,0
3/20/2020,New Hampshire,56,12,18,2.6,15,2.1,0,0,0,,0,,0,56,4,4,0,0,0,0,0,0,0,0
3/21/2020,New Hampshire,56,0,12,,6,6.5,0,0,0,,0,,0,56,5,5,0,0,0,0,0,0,0,0
3/17/2020,New Jersey,178,178,0,1.0,178,1.0,3,3,0,1.0,3,1.0,1,174,1,1,1,0,0,1,0,0,0,0
3/18/2020,New Jersey,427,249,178,0.5,213.5,0.5,5,2,3,1.1,2.5,1.1,1,421,2,2,2,1,0,2,1,0,0,0
3/19/2020,New Jersey,742,315,249,0.9,282,1.0,9,4,2,0.9,3,1.2,0,733,3,3,3,2,0,3,2,0,0,0
3/20/2020,New Jersey,890,148,315,3.5,231.5,2.2,11,2,4,3.1,3,2.1,0,879,4,4,4,3,0,4,3,0,0,0
3/21/2020,New Jersey,"1,327",437,148,1.4,292.5,2.1,16,5,2,1.5,3.5,2.2,,1311,5,5,5,4,1,5,4,0,0,0
3/17/2020,New Mexico,10,10,0,1.0,10,1.0,0,0,0,1.0,0,1.0,0,10,1,1,0,0,0,0,0,0,0,0
3/18/2020,New Mexico,28,18,10,0.4,14,0.4,0,0,0,,0,,0,28,2,2,0,0,0,0,0,0,0,0
3/19/2020,New Mexico,35,7,18,2.8,12.5,1.6,0,0,0,,0,,0,35,3,3,0,0,0,0,0,0,0,0
3/20/2020,New Mexico,43,8,7,3.1,7.5,3.3,0,0,0,,0,,0,43,4,4,0,0,0,0,0,0,0,0
3/21/2020,New Mexico,43,0,8,,4,7.5,0,0,0,,0,,0,43,5,5,0,0,0,0,0,0,0,0
3/17/2020,New York,"1,374","1,374",0,1.0,"1,374",1.0,12,12,0,1.0,12,1.0,0,1362,1,1,1,1,1,1,1,0,0,0
3/18/2020,New York,2481,1107,"1,374",0.9,1240.5,0.9,16,4,12,2.1,8,2.1,1,2464,2,2,2,2,2,2,2,0,0,0
3/19/2020,New York,"5,711",3230,1107,0.5,2168.5,0.8,38,22,4,0.5,13,0.9,1,5672,3,3,3,3,3,3,3,0,0,0
3/20/2020,New York,"8,403",2692,3230,1.5,2961,1.3,46,8,22,3.3,15,1.8,0,8357,4,4,4,4,4,4,4,0,0,0
3/21/2020,New York,"10,356",1953,2692,3.0,2322.5,2.5,56,10,8,3.2,9,3.6,1,10299,5,5,5,5,5,5,5,0,0,0
3/17/2020,North Carolina,40,40,0,1.0,40,1.0,0,0,0,1.0,0,1.0,0,40,1,1,0,0,0,0,0,0,0,0
3/18/2020,North Carolina,71,31,40,0.9,35.5,0.9,0,0,0,,0,,0,71,2,2,0,0,0,0,0,0,0,0
3/19/2020,North Carolina,129,58,31,0.9,44.5,1.1,0,0,0,,0,,0,129,3,3,1,0,0,0,0,0,0,0
3/20/2020,North Carolina,187,58,58,1.6,58,1.6,0,0,0,,0,,0,187,4,4,2,0,0,0,0,0,0,0
3/21/2020,North Carolina,187,0,58,,29,4.5,0,0,0,,0,,,187,5,5,3,0,0,0,0,0,0,0
3/17/2020,North Dakota,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/2020,North Dakota,6,5,1,0.1,3,0.1,0,0,0,,0,,0,6,2,1,0,0,0,0,0,0,0,0
3/19/2020,North Dakota,19,13,5,0.3,9,0.5,0,0,0,,0,,0,19,3,2,0,0,0,0,0,0,0,0
3/20/2020,North Dakota,26,7,13,1.9,10,1.3,0,0,0,,0,,0,26,4,3,0,0,0,0,0,0,0,0
3/21/2020,North Dakota,26,0,7,,3.5,5.2,0,0,0,,0,,0,26,5,4,0,0,0,0,0,0,0,0
3/22/2020,"Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases","Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials","Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials",0,1.0,"Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials",1.0,"Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials","Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials",0,1.0,"Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials",1.0,"Number of cases and deaths: Cumulative totals reported to date, excluding repatriated cases[c] Sources: Official reports from state health officials",0,1,1,1,1,1,1,1,1,1,1
3/17/2020,Ohio,67,67,0,1.0,67,1.0,0,0,0,1.0,0,1.0,0,67,1,1,0,0,0,0,0,0,0,0
3/18/2020,Ohio,88,21,67,2.2,44,2.2,0,0,0,,0,,0,88,2,2,0,0,0,0,0,0,0,0
3/19/2020,Ohio,119,31,21,2.0,26,2.4,0,0,0,,0,,0,119,3,3,1,0,0,0,0,0,0,0
3/20/2020,Ohio,174,55,31,1.5,43,1.9,3,3,0,,1.5,,0,171,4,4,2,0,0,1,0,0,0,0
3/21/2020,Ohio,247,73,55,1.6,64,1.9,3,0,3,,1.5,1.4,0,244,5,5,3,0,0,2,0,0,0,0
3/17/2020,Oklahoma,17,17,0,1.0,17,1.0,0,0,0,1.0,0,1.0,0,17,1,1,0,0,0,0,0,0,0,0
3/18/2020,Oklahoma,31,14,17,0.9,15.5,0.9,0,0,0,,0,,0,31,2,2,0,0,0,0,0,0,0,0
3/19/2020,Oklahoma,46,15,14,1.4,14.5,1.5,1,1,0,,0.5,,1,44,3,3,0,0,0,1,0,0,0,0
3/20/2020,Oklahoma,49,3,15,10.3,9,3.4,1,0,1,,0.5,1.4,1,47,4,4,0,0,0,2,0,0,0,0
3/21/2020,Oklahoma,53,4,3,8.2,3.5,9.4,1,0,0,,0,,1,51,5,5,0,0,0,3,0,0,0,0
3/17/2020,Oregon,47,47,0,1.0,47,1.0,1,1,0,1.0,1,1.0,0,46,1,1,0,0,0,1,0,0,0,0
3/18/2020,Oregon,88,41,47,0.8,44,0.8,2,1,1,0.7,1,0.7,0,86,2,2,0,0,0,2,0,0,0,0
3/19/2020,Oregon,88,0,41,,20.5,2.9,3,1,1,1.4,1,1.4,0,85,3,3,0,0,0,3,0,0,0,0
3/20/2020,Oregon,114,26,0,2.3,13,4.6,3,0,1,,0.5,4.2,0,111,4,4,1,0,0,4,0,0,0,0
3/21/2020,Oregon,114,0,26,,13,6.0,3,0,0,,0,,0,111,5,5,2,0,0,5,0,0,0,0
3/17/2020,Pennsylvania,96,96,0,1.0,96,1.0,0,0,0,1.0,0,1.0,0,96,1,1,0,0,0,0,0,0,0,0
3/18/2020,Pennsylvania,133,37,96,1.8,66.5,1.8,1,1,0,,0.5,,0,132,2,2,1,0,0,1,0,0,0,0
3/19/2020,Pennsylvania,206,73,37,1.3,55,1.7,1,0,1,,0.5,1.4,0,205,3,3,2,0,0,2,0,0,0,0
3/20/2020,Pennsylvania,311,105,73,1.4,89,1.6,1,0,0,,0,,0,310,4,4,3,1,0,3,0,0,0,0
3/21/2020,Pennsylvania,371,60,105,3.6,82.5,2.6,2,1,0,0.7,0.5,1.4,,369,5,5,4,2,0,4,0,0,0,0
3/17/2020,Puerto Rico,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,0,3,1,0,0,0,0,0,0,0,0,0
3/18/2020,Puerto Rico,5,2,3,1.1,2.5,1.1,0,0,0,,0,,0,5,2,1,0,0,0,0,0,0,0,0
3/19/2020,Puerto Rico,6,1,2,3.5,1.5,2.3,0,0,0,,0,,0,6,3,2,0,0,0,0,0,0,0,0
3/20/2020,Puerto Rico,6,0,1,,0.5,8.4,0,0,0,,0,,0,6,4,3,0,0,0,0,0,0,0,0
3/21/2020,Puerto Rico,6,0,0,,0,,0,0,0,,0,,0,6,5,4,0,0,0,0,0,0,0,0
3/17/2020,Rhode Island,21,21,0,1.0,21,1.0,0,0,0,1.0,0,1.0,0,21,1,1,0,0,0,0,0,0,0,0
3/18/2020,Rhode Island,33,12,21,1.2,16.5,1.2,0,0,0,,0,,0,33,2,2,0,0,0,0,0,0,0,0
3/19/2020,Rhode Island,33,0,12,,6,3.8,0,0,0,,0,,0,33,3,3,0,0,0,0,0,0,0,0
3/20/2020,Rhode Island,54,21,0,1.1,10.5,2.2,0,0,0,,0,,0,54,4,4,0,0,0,0,0,0,0,0
3/21/2020,Rhode Island,66,12,21,3.1,16.5,2.3,0,0,0,,0,,0,66,5,5,0,0,0,0,0,0,0,0
3/17/2020,South Carolina,28,28,0,1.0,28,1.0,1,1,0,1.0,1,1.0,0,27,1,1,0,0,0,1,0,0,0,0
3/18/2020,South Carolina,60,32,28,0.6,30,0.6,2,1,1,0.7,1,0.7,0,58,2,2,0,0,0,2,0,0,0,0
3/19/2020,South Carolina,81,21,32,1.9,26.5,1.5,3,1,1,1.4,1,1.4,0,78,3,3,0,0,0,3,0,0,0,0
3/20/2020,South Carolina,126,45,21,1.2,33,1.7,3,0,1,,0.5,4.2,0,123,4,4,1,0,0,4,0,0,0,0
3/21/2020,South Carolina,125,-1,45,-86.1,22,3.9,3,0,0,,0,,0,122,5,5,2,0,0,5,0,0,0,0
3/17/2020,South Dakota,10,10,0,1.0,10,1.0,1,1,0,1.0,1,1.0,0,9,1,1,0,0,0,1,0,0,0,0
3/18/2020,South Dakota,11,1,10,6.3,5.5,6.3,1,0,1,,0.5,,0,10,2,2,0,0,0,2,0,0,0,0
3/19/2020,South Dakota,14,3,1,2.3,2,3.5,1,0,0,,0,,0,13,3,3,0,0,0,3,0,0,0,0
3/20/2020,South Dakota,14,0,3,,1.5,6.1,1,0,0,,0,,0,13,4,4,0,0,0,4,0,0,0,0
3/21/2020,South Dakota,14,0,0,,0,,1,0,0,,0,,0,13,5,5,0,0,0,5,0,0,0,0
3/17/2020,Tennessee,73,73,0,1.0,73,1.0,0,0,0,1.0,0,1.0,0,73,1,1,0,0,0,0,0,0,0,0
3/18/2020,Tennessee,98,25,73,2.0,49,2.0,0,0,0,,0,,0,98,2,2,0,0,0,0,0,0,0,0
3/19/2020,Tennessee,154,56,25,1.2,40.5,1.7,0,0,0,,0,,0,154,3,3,1,0,0,0,0,0,0,0
3/20/2020,Tennessee,281,127,56,0.8,91.5,1.2,1,1,0,,0.5,,0,280,4,4,2,1,0,1,0,0,0,0
3/21/2020,Tennessee,371,90,127,2.2,108.5,1.8,1,0,1,,0.5,1.4,,370,5,5,3,2,0,2,0,0,0,0
3/17/2020,Texas,64,64,0,1.0,64,1.0,1,1,0,1.0,1,1.0,0,63,1,1,0,0,0,1,0,0,0,0
3/18/2020,Texas,169,105,64,0.4,84.5,0.4,3,2,1,0.3,1.5,0.3,0,166,2,2,1,0,0,2,0,0,0,0
3/19/2020,Texas,307,138,105,0.8,121.5,1.0,5,2,2,1.1,2,1.1,0,302,3,3,2,1,0,3,1,0,0,0
3/20/2020,Texas,417,110,138,1.9,124,1.7,5,0,2,,1,3.5,4,408,4,4,3,2,0,4,2,0,0,0
3/21/2020,Texas,304,-113,110,-2.5,-1.5,-190.4,5,0,0,,0,,,299,5,5,4,3,0,5,3,0,0,0
3/17/2020,U.S. Virgin Islands,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/2020,U.S. Virgin Islands,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,U.S. Virgin Islands,3,2,0,0.3,1,0.7,0,0,0,,0,,0,3,3,0,0,0,0,0,0,0,0,0
3/20/2020,U.S. Virgin Islands,3,0,2,,1,2.1,0,0,0,,0,,0,3,4,0,0,0,0,0,0,0,0,0
3/21/2020,U.S. Virgin Islands,3,0,0,,0,,0,0,0,,0,,0,3,5,0,0,0,0,0,0,0,0,0
3/17/2020,Utah,41,41,0,1.0,41,1.0,0,0,0,1.0,0,1.0,0,41,1,1,0,0,0,0,0,0,0,0
3/18/2020,Utah,53,12,41,2.4,26.5,2.4,0,0,0,,0,,0,53,2,2,0,0,0,0,0,0,0,0
3/19/2020,Utah,80,27,12,1.4,19.5,1.9,0,0,0,,0,,0,80,3,3,0,0,0,0,0,0,0,0
3/20/2020,Utah,112,32,27,1.8,29.5,1.9,0,0,0,,0,,0,112,4,4,1,0,0,0,0,0,0,0
3/21/2020,Utah,112,0,32,,16,4.9,0,0,0,,0,,0,112,5,5,2,0,0,0,0,0,0,0
3/17/2020,Vermont,4,4,0,1.0,4,1.0,0,0,0,1.0,0,1.0,0,4,1,0,0,0,0,0,0,0,0,0
3/18/2020,Vermont,19,15,4,0.2,9.5,0.2,0,0,0,,0,,0,19,2,1,0,0,0,0,0,0,0,0
3/19/2020,Vermont,22,3,15,4.4,9,1.5,0,0,0,,0,,0,22,3,2,0,0,0,0,0,0,0,0
3/20/2020,Vermont,29,7,3,2.2,5,3.1,2,2,0,,1,,0,27,4,3,0,0,0,1,0,0,0,0
3/21/2020,Vermont,29,0,7,,3.5,5.4,2,0,2,,1,1.4,0,27,5,4,0,0,0,2,0,0,0,0
3/17/2020,Virginia,67,67,0,1.0,67,1.0,2,2,0,1.0,2,1.0,0,65,1,1,0,0,0,1,0,0,0,0
3/18/2020,Virginia,77,10,67,4.5,38.5,4.5,2,0,2,,1,,1,74,2,2,0,0,0,2,0,0,0,0
3/19/2020,Virginia,105,28,10,1.8,19,2.7,2,0,0,,0,,1,102,3,3,1,0,0,3,0,0,0,0
3/20/2020,Virginia,125,20,28,3.6,24,3.0,2,0,0,,0,,1,122,4,4,2,0,0,4,0,0,0,0
3/21/2020,Virginia,153,28,20,3.1,24,3.6,2,0,0,,0,,1,150,5,5,3,0,0,5,0,0,0,0
3/17/2020,Washington,"1,012","1,012",0,1.0,"1,012",1.0,54,54,0,1.0,54,1.0,1,957,1,1,1,1,1,1,1,0,0,0
3/18/2020,Washington,1187,175,"1,012",3.8,593.5,3.8,66,12,54,3.1,33,3.1,89,1032,2,2,2,2,2,2,2,0,0,0
3/19/2020,Washington,1376,189,175,3.8,182,4.0,74,8,12,5.8,10,4.6,89,1213,3,3,3,3,3,3,3,0,0,0
3/20/2020,Washington,1524,148,189,5.7,168.5,5.0,83,9,8,5.8,8.5,6.1,124,1317,4,4,4,4,4,4,4,0,0,0
3/21/2020,Washington,"1,793",269,148,3.4,208.5,4.4,94,11,9,5.3,10,5.8,,1699,5,5,5,5,5,5,5,0,0,0
3/17/2020,West Virginia,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/2020,West Virginia,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,West Virginia,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,2,3,0,0,0,0,0,0,0,0,0
3/20/2020,West Virginia,7,5,1,0.3,3,0.5,0,0,0,,0,,0,7,4,1,0,0,0,0,0,0,0,0
3/21/2020,West Virginia,11,4,5,1.2,4.5,1.1,0,0,0,,0,,0,11,5,2,0,0,0,0,0,0,0,0
3/17/2020,Wisconsin,47,47,0,1.0,47,1.0,0,0,0,1.0,0,1.0,1,46,1,1,0,0,0,0,0,0,0,0
3/18/2020,Wisconsin,107,60,47,0.5,53.5,0.5,0,0,0,,0,,1,106,2,2,1,0,0,0,0,0,0,0
3/19/2020,Wisconsin,160,53,60,1.4,56.5,1.3,0,0,0,,0,,1,159,3,3,2,0,0,0,0,0,0,0
3/20/2020,Wisconsin,210,50,53,2.2,51.5,2.2,3,3,0,,1.5,,1,206,4,4,3,0,0,1,0,0,0,0
3/21/2020,Wisconsin,281,71,50,2.0,60.5,2.4,4,1,3,2.1,2,1.1,,277,5,5,4,1,0,2,0,0,0,0
3/17/2020,Wyoming,11,11,0,1.0,11,1.0,0,0,0,1.0,0,1.0,0,11,1,1,0,0,0,0,0,0,0,0
3/18/2020,Wyoming,15,4,11,1.9,7.5,1.9,0,0,0,,0,,0,15,2,2,0,0,0,0,0,0,0,0
3/19/2020,Wyoming,18,3,4,3.5,3.5,3.0,0,0,0,,0,,0,18,3,3,0,0,0,0,0,0,0,0
3/20/2020,Wyoming,21,3,3,4.2,3,4.2,0,0,0,,0,,0,21,4,4,0,0,0,0,0,0,0,0
3/21/2020,Wyoming,21,0,3,,1.5,9.8,0,0,0,,0,,0,21,5,5,0,0,0,0,0,0,0,0
